match_id,date,home_team,away_team,home_score,away_score,status
12436982,1727722800,Bournemouth,Southampton,3.0,1.0,Ended
12437015,1728127800,Crystal Palace,Liverpool FC,0.0,1.0,Ended
12437008,1728136800,Brentford,Wolverhampton,5.0,3.0,Ended
12437020,1728136800,Leicester City,Bournemouth,1.0,0.0,Ended
12437024,1728136800,West Ham United,Ipswich Town,4.0,1.0,Ended
12437004,1728136800,Arsenal,Southampton,3.0,1.0,Ended
12437022,1728136800,Manchester City,Fulham,3.0,2.0,Ended
12437018,1728145800,Everton,Newcastle United,0.0,0.0,Ended
12437013,1728219600,Chelsea,Nottingham Forest,1.0,1.0,Ended
12437006,1728219600,Aston Villa,Manchester United,0.0,0.0,Ended
12437011,1728228600,Brighton & Hove Albion,Tottenham Hotspur,3.0,2.0,Ended
12437038,1729337400,Tottenham Hotspur,West Ham United,4.0,1.0,Ended
12437037,1729346400,Southampton,Leicester City,2.0,3.0,Ended
12437028,1729346400,Fulham,Aston Villa,1.0,3.0,Ended
12437035,1729346400,Newcastle United,Brighton & Hove Albion,0.0,1.0,Ended
12437034,1729346400,Manchester United,Brentford,2.0,1.0,Ended
12437030,1729347300,Ipswich Town,Everton,0.0,2.0,Ended
12437026,1729355400,Bournemouth,Arsenal,2.0,0.0,Ended
12437039,1729429200,Wolverhampton,Manchester City,1.0,2.0,Ended
12437032,1729438200,Liverpool FC,Chelsea,2.0,1.0,Ended
12437036,1729537200,Nottingham Forest,Crystal Palace,1.0,0.0,Ended
12437048,1729882800,Leicester City,Nottingham Forest,1.0,3.0,Ended
12436908,1725112800,Brentford,Southampton,3.0,1.0,Ended
12436915,1725112800,Ipswich Town,Fulham,1.0,1.0,Ended
12436926,1725112800,Nottingham Forest,Wolverhampton,1.0,1.0,Ended
12436912,1725112800,Everton,Bournemouth,2.0,3.0,Ended
12436918,1725112800,Leicester City,Aston Villa,1.0,2.0,Ended
12436927,1725121800,West Ham United,Manchester City,1.0,3.0,Ended
12436923,1725193800,Newcastle United,Tottenham Hotspur,2.0,1.0,Ended
12436910,1725193800,Chelsea,Crystal Palace,1.0,1.0,Ended
12436920,1725202800,Manchester United,Liverpool FC,0.0,3.0,Ended
12436949,1726313400,Southampton,Manchester United,0.0,3.0,Ended
12436938,1726322400,Crystal Palace,Leicester City,2.0,2.0,Ended
12436936,1726322400,Brighton & Hove Albion,Ipswich Town,0.0,0.0,Ended
12436941,1726322400,Fulham,West Ham United,1.0,1.0,Ended
12436944,1726322400,Liverpool FC,Nottingham Forest,0.0,1.0,Ended
12436946,1726322400,Manchester City,Brentford,2.0,1.0,Ended
12436933,1726331400,Aston Villa,Everton,3.0,2.0,Ended
12436931,1726340400,Bournemouth,Chelsea,0.0,1.0,Ended
12436951,1726405200,Tottenham Hotspur,Arsenal,0.0,1.0,Ended
12436954,1726414200,Wolverhampton,Newcastle United,1.0,2.0,Ended
12436980,1726918200,West Ham United,Chelsea,0.0,3.0,Ended
12436973,1726927200,Southampton,Ipswich Town,1.0,1.0,Ended
12436967,1726927200,Leicester City,Everton,1.0,1.0,Ended
12436957,1726927200,Aston Villa,Wolverhampton,3.0,1.0,Ended
12436964,1726927200,Fulham,Newcastle United,3.0,1.0,Ended
12436977,1726927200,Tottenham Hotspur,Brentford,3.0,1.0,Ended
12436969,1726927200,Liverpool FC,Bournemouth,3.0,0.0,Ended
12436962,1726936200,Crystal Palace,Manchester United,0.0,0.0,Ended
12436959,1727010000,Brighton & Hove Albion,Nottingham Forest,2.0,2.0,Ended
12436971,1727019000,Manchester City,Arsenal,2.0,2.0,Ended
12436999,1727523000,Newcastle United,Manchester City,1.0,1.0,Ended
12436870,1723834800,Manchester United,Fulham,1.0,0.0,Ended
12436871,1723894200,Ipswich Town,Liverpool FC,0.0,2.0,Ended
12436875,1723903200,Nottingham Forest,Bournemouth,1.0,1.0,Ended
12436873,1723903200,Everton,Brighton & Hove Albion,0.0,3.0,Ended
12436874,1723903200,Newcastle United,Southampton,1.0,0.0,Ended
12436872,1723903200,Arsenal,Wolverhampton,2.0,0.0,Ended
12436877,1723912200,West Ham United,Aston Villa,1.0,2.0,Ended
12436879,1723986000,Brentford,Crystal Palace,2.0,1.0,Ended
12436880,1723995000,Chelsea,Manchester City,0.0,2.0,Ended
12436881,1724094000,Leicester City,Tottenham Hotspur,1.0,1.0,Ended
12436888,1724499000,Brighton & Hove Albion,Manchester United,2.0,1.0,Ended
12436900,1724508000,Southampton,Nottingham Forest,0.0,1.0,Ended
12436894,1724508000,Fulham,Leicester City,2.0,1.0,Ended
12436892,1724508000,Crystal Palace,West Ham United,0.0,2.0,Ended
12436902,1724508000,Tottenham Hotspur,Everton,4.0,0.0,Ended
12436898,1724508000,Manchester City,Ipswich Town,4.0,1.0,Ended
12436886,1724517000,Aston Villa,Arsenal,0.0,2.0,Ended
12436884,1724590800,Bournemouth,Newcastle United,1.0,1.0,Ended
12436904,1724590800,Wolverhampton,Chelsea,2.0,6.0,Ended
12436896,1724599800,Liverpool FC,Brentford,2.0,0.0,Ended
12436906,1725103800,Arsenal,Brighton & Hove Albion,1.0,1.0,Ended
