season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Formation,Lineup_Section,Jersey_Number,Player
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_lineups.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,3-4-3,Starter,33,Ben Davies
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_lineups.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,3-4-3,Bench,20,Fraser Forster
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_lineups.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,3-4-3,Bench,2,Matt Doherty
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_lineups.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,3-4-3,Bench,6,Davinson Sánchez
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_lineups.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,3-4-3,Bench,11,Bryan Gil
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_lineups.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,3-4-3,Bench,14,Ivan Perišić
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_lineups.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,3-4-3,Bench,24,Djed Spence
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_lineups.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,3-4-3,Bench,27,Lucas Moura
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_lineups.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,3-4-3,Bench,34,Clément Lenglet
2022-2023,Tottenham Hotspur 2022 2023,2022-08-06,Premier League,Southampton,2022-08-06_premier_league_southampton_lineups.csv,09d8a999,https://fbref.com/en/matches/09d8a999/Tottenham-Hotspur-Southampton-August-6-2022-Premier-League,2022-08-06,Premier League,Matchweek 1,Home,Southampton,W,2022-08-06_premier_league_southampton,Tottenham Hotspur,3-4-3,Bench,38,Yves Bissouma
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Starter,1,Hugo Lloris
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Starter,5,Pierre Højbjerg
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Starter,7,Son Heung-min
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Starter,10,Harry Kane
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Starter,12,Emerson
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Starter,15,Eric Dier
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Starter,17,Cristian Romero
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Starter,19,Ryan Sessegnon
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Starter,21,Dejan Kulusevski
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Starter,30,Rodrigo Bentancur
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Starter,33,Ben Davies
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Bench,20,Fraser Forster
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Bench,2,Matt Doherty
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Bench,6,Davinson Sánchez
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Bench,9,Richarlison
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Bench,11,Bryan Gil
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Bench,14,Ivan Perišić
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Bench,25,Japhet Tanganga
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Bench,27,Lucas Moura
2022-2023,Tottenham Hotspur 2022 2023,2022-08-14,Premier League,Chelsea,2022-08-14_premier_league_chelsea_lineups.csv,01e57bf5,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,2022-08-14,Premier League,Matchweek 2,Away,Chelsea,D,2022-08-14_premier_league_chelsea,Tottenham Hotspur,3-4-3,Bench,38,Yves Bissouma
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Starter,1,Hugo Lloris
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Starter,5,Pierre Højbjerg
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Starter,6,Davinson Sánchez
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Starter,7,Son Heung-min
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Starter,10,Harry Kane
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Starter,12,Emerson
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Starter,14,Ivan Perišić
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Starter,15,Eric Dier
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Starter,21,Dejan Kulusevski
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Starter,30,Rodrigo Bentancur
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Starter,33,Ben Davies
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Bench,20,Fraser Forster
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Bench,2,Matt Doherty
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Bench,9,Richarlison
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Bench,11,Bryan Gil
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Bench,19,Ryan Sessegnon
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Bench,25,Japhet Tanganga
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Bench,27,Lucas Moura
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Bench,34,Clément Lenglet
2022-2023,Tottenham Hotspur 2022 2023,2022-08-20,Premier League,Wolves,2022-08-20_premier_league_wolves_lineups.csv,5cc3bd0e,https://fbref.com/en/matches/5cc3bd0e/Tottenham-Hotspur-Wolverhampton-Wanderers-August-20-2022-Premier-League,2022-08-20,Premier League,Matchweek 3,Home,Wolves,W,2022-08-20_premier_league_wolves,Tottenham Hotspur,3-4-3,Bench,38,Yves Bissouma
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_lineups.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,3-4-3,Starter,1,Hugo Lloris
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_lineups.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,3-4-3,Starter,5,Pierre Højbjerg
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_lineups.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,3-4-3,Starter,6,Davinson Sánchez
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_lineups.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,3-4-3,Starter,7,Son Heung-min
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_lineups.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,3-4-3,Starter,10,Harry Kane
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_lineups.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,3-4-3,Starter,12,Emerson
2022-2023,Tottenham Hotspur 2022 2023,2022-08-28,Premier League,Nottingham Forest,2022-08-28_premier_league_nottingham_forest_lineups.csv,3c364307,https://fbref.com/en/matches/3c364307/Nottingham-Forest-Tottenham-Hotspur-August-28-2022-Premier-League,2022-08-28,Premier League,Matchweek 4,Away,Nottingham Forest,W,2022-08-28_premier_league_nottingham_forest,Tottenham Hotspur,3-4-3,Starter,14,Ivan Perišić
