season,player_id,player_name,team_name,injury_type,reason,fixture_date,days_out
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-10-26,230
2023-2024,40911,J. Moder,Brighton,Missing Fixture,Knee Injury,2023-10-26,75
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Injury,2023-10-26,21
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-10-26,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Injury,2023-10-26,191
2023-2024,1469,D. Welbeck,Brighton,Missing Fixture,Muscle Injury,2023-10-29,49
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-10-29,230
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Injury,2023-10-29,21
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-10-29,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Injury,2023-10-29,191
2023-2024,1469,D. Welbeck,Brighton,Missing Fixture,Muscle Injury,2023-11-04,49
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-11-04,230
2023-2024,46731,P. Estupinan,Brighton,Questionable,Injury,2023-11-04,0
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-11-04,205
2023-2024,1469,D. Welbeck,Brighton,Missing Fixture,Muscle Injury,2023-11-09,49
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-11-09,230
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-11-09,205
2023-2024,1469,D. Welbeck,Brighton,Missing Fixture,Muscle Injury,2023-11-12,49
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-11-12,230
2023-2024,296,J. Milner,Brighton,Missing Fixture,Injury,2023-11-12,123
2023-2024,18963,L. Dunk,Brighton,Missing Fixture,Groin Injury,2023-11-12,189
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Injury,2023-11-12,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-11-12,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Injury,2023-11-12,191
2023-2024,19265,A. Webster,Brighton,Missing Fixture,Knock,2023-11-25,11
2023-2024,1469,D. Welbeck,Brighton,Missing Fixture,Muscle Injury,2023-11-25,49
2023-2024,7600,Igor,Brighton,Questionable,Ankle Injury,2023-11-25,0
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-11-25,230
2023-2024,296,J. Milner,Brighton,Missing Fixture,Injury,2023-11-25,123
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Injury,2023-11-25,70
2023-2024,14,M. Dahoud,Brighton,Missing Fixture,Red Card,2023-11-25,11
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Injury,2023-11-25,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-11-25,205
2023-2024,135775,A. Fati,Brighton,Missing Fixture,Calf Injury,2023-11-30,61
2023-2024,19265,A. Webster,Brighton,Missing Fixture,Knock,2023-11-30,11
2023-2024,1469,D. Welbeck,Brighton,Missing Fixture,Muscle Injury,2023-11-30,49
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-11-30,230
2023-2024,38695,J. P. van Hecke,Brighton,Missing Fixture,Yellow Cards,2023-11-30,170
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Injury,2023-11-30,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-11-30,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Muscle Injury,2023-11-30,191
2023-2024,135775,A. Fati,Brighton,Missing Fixture,Calf Injury,2023-12-03,61
2023-2024,19265,A. Webster,Brighton,Missing Fixture,Knock,2023-12-03,11
2023-2024,1469,D. Welbeck,Brighton,Missing Fixture,Muscle Injury,2023-12-03,49
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-12-03,230
2023-2024,18963,L. Dunk,Brighton,Missing Fixture,Red Card,2023-12-03,189
2023-2024,14,M. Dahoud,Brighton,Missing Fixture,Red Card,2023-12-03,11
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Injury,2023-12-03,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-12-03,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Muscle Injury,2023-12-03,191
2023-2024,135775,A. Fati,Brighton,Missing Fixture,Calf Injury,2023-12-06,61
2023-2024,19265,A. Webster,Brighton,Missing Fixture,Knock,2023-12-06,11
2023-2024,1469,D. Welbeck,Brighton,Missing Fixture,Muscle Injury,2023-12-06,49
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-12-06,230
2023-2024,18963,L. Dunk,Brighton,Missing Fixture,Red Card,2023-12-06,189
2023-2024,14,M. Dahoud,Brighton,Missing Fixture,Red Card,2023-12-06,11
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Injury,2023-12-06,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-12-06,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Muscle Injury,2023-12-06,191
2023-2024,135775,A. Fati,Brighton,Missing Fixture,Calf Injury,2023-12-09,61
2023-2024,19265,A. Webster,Brighton,Questionable,Knock,2023-12-09,0
2023-2024,1469,D. Welbeck,Brighton,Missing Fixture,Muscle Injury,2023-12-09,49
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-12-09,230
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Injury,2023-12-09,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-12-09,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Muscle Injury,2023-12-09,191
2023-2024,135775,A. Fati,Brighton,Missing Fixture,Calf Injury,2023-12-14,61
2023-2024,19265,A. Webster,Brighton,Questionable,Knock,2023-12-14,0
2023-2024,1469,D. Welbeck,Brighton,Missing Fixture,Muscle Injury,2023-12-14,49
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-12-14,230
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Injury,2023-12-14,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-12-14,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Muscle Injury,2023-12-14,191
2023-2024,135775,A. Fati,Brighton,Missing Fixture,Calf Injury,2023-12-17,61
2023-2024,19265,A. Webster,Brighton,Questionable,Knock,2023-12-17,0
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-12-17,230
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Injury,2023-12-17,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-12-17,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Muscle Injury,2023-12-17,191
2023-2024,135775,A. Fati,Brighton,Missing Fixture,Calf Injury,2023-12-21,61
2023-2024,19265,A. Webster,Brighton,Missing Fixture,Knock,2023-12-21,113
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-12-21,230
2023-2024,537,J. Veltman,Brighton,Missing Fixture,Knee Injury,2023-12-21,43
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Injury,2023-12-21,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-12-21,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Muscle Injury,2023-12-21,191
2023-2024,135775,A. Fati,Brighton,Missing Fixture,Calf Injury,2023-12-28,61
2023-2024,19265,A. Webster,Brighton,Missing Fixture,Knock,2023-12-28,113
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2023-12-28,230
2023-2024,537,J. Veltman,Brighton,Missing Fixture,Knee Injury,2023-12-28,43
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Ankle Injury,2023-12-28,70
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2023-12-28,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Muscle Injury,2023-12-28,191
2023-2024,135775,A. Fati,Brighton,Missing Fixture,Calf Injury,2024-01-02,61
2023-2024,7600,Igor,Brighton,Questionable,Knock,2024-01-02,0
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2024-01-02,230
2023-2024,537,J. Veltman,Brighton,Missing Fixture,Knee Injury,2024-01-02,43
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Ankle Injury,2024-01-02,70
2023-2024,18963,L. Dunk,Brighton,Missing Fixture,Yellow Cards,2024-01-02,189
2023-2024,301771,S. Adingra,Brighton,Missing Fixture,Thigh Injury,2024-01-02,38
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-01-02,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Muscle Injury,2024-01-02,191
2023-2024,135775,A. Fati,Brighton,Missing Fixture,Calf Injury,2024-01-22,61
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2024-01-22,230
2023-2024,537,J. Veltman,Brighton,Missing Fixture,Knee Injury,2024-01-22,43
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,National selection,2024-01-22,70
2023-2024,301771,S. Adingra,Brighton,Missing Fixture,National selection,2024-01-22,38
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-01-22,205
2023-2024,135775,A. Fati,Brighton,Missing Fixture,Calf Injury,2024-01-30,61
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2024-01-30,230
2023-2024,537,J. Veltman,Brighton,Missing Fixture,Knee Injury,2024-01-30,43
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,National selection,2024-01-30,70
2023-2024,301771,S. Adingra,Brighton,Missing Fixture,National selection,2024-01-30,38
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-01-30,205
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2024-02-03,230
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-02-03,123
2023-2024,537,J. Veltman,Brighton,Missing Fixture,Knee Injury,2024-02-03,43
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,International duty,2024-02-03,70
2023-2024,301771,S. Adingra,Brighton,Missing Fixture,International duty,2024-02-03,38
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-02-03,205
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2024-02-10,230
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-02-10,123
2023-2024,10329,Joao Pedro,Brighton,Missing Fixture,Thigh Injury,2024-02-10,33
2023-2024,301771,S. Adingra,Brighton,Missing Fixture,International duty,2024-02-10,38
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-02-10,205
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knee Injury,2024-02-18,230
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-02-18,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-02-18,123
2023-2024,10329,Joao Pedro,Brighton,Missing Fixture,Thigh Injury,2024-02-18,33
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-02-18,205
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-02-24,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-02-24,123
2023-2024,10329,Joao Pedro,Brighton,Missing Fixture,Thigh Injury,2024-02-24,33
2023-2024,106835,K. Mitoma,Brighton,Questionable,Back Injury,2024-02-24,0
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-02-24,205
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-03-02,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-03-02,123
2023-2024,10329,Joao Pedro,Brighton,Missing Fixture,Thigh Injury,2024-03-02,33
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-03-02,78
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-03-02,205
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-03-07,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-03-07,123
2023-2024,10329,Joao Pedro,Brighton,Missing Fixture,Thigh Injury,2024-03-07,33
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-03-07,78
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-03-07,205
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-03-10,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-03-10,123
2023-2024,10329,Joao Pedro,Brighton,Missing Fixture,Thigh Injury,2024-03-10,33
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-03-10,78
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-03-10,205
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-03-14,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-03-14,123
2023-2024,10329,Joao Pedro,Brighton,Missing Fixture,Thigh Injury,2024-03-14,33
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-03-14,78
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-03-14,205
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-03-31,91
2023-2024,296,J. Milner,Brighton,Questionable,Knee Injury,2024-03-31,0
2023-2024,10329,Joao Pedro,Brighton,Questionable,Thigh Injury,2024-03-31,0
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-03-31,78
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-03-31,205
2023-2024,130423,B. Gilmour,Brighton,Missing Fixture,Knee Injury,2024-04-03,22
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-04-03,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-04-03,45
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-04-03,78
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-04-03,205
2023-2024,19265,A. Webster,Brighton,Missing Fixture,Knock,2024-04-06,113
2023-2024,130423,B. Gilmour,Brighton,Missing Fixture,Knee Injury,2024-04-06,22
2023-2024,129643,E. Ferguson,Brighton,Questionable,Ankle Injury,2024-04-06,0
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-04-06,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-04-06,45
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-04-06,78
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-04-06,205
2023-2024,19265,A. Webster,Brighton,Missing Fixture,Knock,2024-04-13,113
2023-2024,130423,B. Gilmour,Brighton,Missing Fixture,Knee Injury,2024-04-13,22
2023-2024,129643,E. Ferguson,Brighton,Missing Fixture,Ankle Injury,2024-04-13,36
2023-2024,70747,J. Enciso,Brighton,Missing Fixture,Knock,2024-04-13,230
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-04-13,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-04-13,45
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-04-13,78
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-04-13,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Muscle Injury,2024-04-13,191
2023-2024,130423,B. Gilmour,Brighton,Missing Fixture,Knee Injury,2024-04-25,22
2023-2024,129643,E. Ferguson,Brighton,Missing Fixture,Ankle Injury,2024-04-25,36
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-04-25,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-04-25,45
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-04-25,78
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Ankle Injury,2024-04-25,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-04-25,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Muscle Injury,2024-04-25,191
2023-2024,129643,E. Ferguson,Brighton,Missing Fixture,Ankle Injury,2024-04-28,36
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-04-28,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-04-28,45
2023-2024,38695,J. P. van Hecke,Brighton,Missing Fixture,Thigh Injury,2024-04-28,170
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-04-28,78
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Ankle Injury,2024-04-28,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-04-28,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Muscle Injury,2024-04-28,191
2023-2024,295,A. Lallana,Brighton,Missing Fixture,Injury,2024-05-05,0
2023-2024,129643,E. Ferguson,Brighton,Missing Fixture,Ankle Injury,2024-05-05,36
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-05-05,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-05-05,45
2023-2024,38695,J. P. van Hecke,Brighton,Missing Fixture,Thigh Injury,2024-05-05,170
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-05-05,78
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Ankle Injury,2024-05-05,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-05-05,205
2023-2024,138815,T. Lamptey,Brighton,Missing Fixture,Muscle Injury,2024-05-05,191
2023-2024,129643,E. Ferguson,Brighton,Missing Fixture,Ankle Injury,2024-05-11,36
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-05-11,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-05-11,45
2023-2024,38695,J. P. van Hecke,Brighton,Missing Fixture,Thigh Injury,2024-05-11,170
2023-2024,10329,Joao Pedro,Brighton,Questionable,Ankle Injury,2024-05-11,0
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-05-11,78
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Ankle Injury,2024-05-11,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-05-11,205
2023-2024,129643,E. Ferguson,Brighton,Missing Fixture,Ankle Injury,2024-05-15,36
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-05-15,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-05-15,45
2023-2024,38695,J. P. van Hecke,Brighton,Missing Fixture,Thigh Injury,2024-05-15,170
2023-2024,537,J. Veltman,Brighton,Questionable,Knock,2024-05-15,0
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-05-15,78
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Ankle Injury,2024-05-15,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-05-15,205
2023-2024,129643,E. Ferguson,Brighton,Missing Fixture,Ankle Injury,2024-05-19,36
2023-2024,305730,J. Hinshelwood,Brighton,Missing Fixture,Ankle Injury,2024-05-19,91
2023-2024,296,J. Milner,Brighton,Missing Fixture,Knee Injury,2024-05-19,45
2023-2024,38695,J. P. van Hecke,Brighton,Missing Fixture,Thigh Injury,2024-05-19,170
2023-2024,537,J. Veltman,Brighton,Missing Fixture,Knock,2024-05-19,0
2023-2024,106835,K. Mitoma,Brighton,Missing Fixture,Back Injury,2024-05-19,78
2023-2024,18963,L. Dunk,Brighton,Missing Fixture,Knee Injury,2024-05-19,189
2023-2024,46731,P. Estupinan,Brighton,Missing Fixture,Ankle Injury,2024-05-19,189
2023-2024,18973,S. March,Brighton,Missing Fixture,Knee Injury,2024-05-19,205
