team,appearances,minutesPlayed,assists,keyPasses,bigChancesCreated,accuratePasses,accurateLongBalls,successfulDribbles,tackles,interceptions,ballRecovery,goals,rating
Villarreal,12,1080,0,3,2,457,45,5,15,10,47,1,7.0
Beşiktaş JK,1,90,0,0,0,17,0,1,1,2,4,0,7.0
Juventus,4,180,0,1,0,120,3,1,6,1,11,0,7.0
Shakhtar Donetsk,4,360,0,0,0,334,12,3,2,7,20,0,7.0
Manchester United,3,233,0,2,0,112,9,3,10,2,13,0,6.97
FC Bayern München,7,515,0,3,0,408,24,1,6,5,39,0,6.96
FC Barcelona,4,345,0,0,0,286,14,1,6,5,16,0,6.95
Manchester City,7,577,0,5,0,349,15,1,13,9,31,1,6.94
Manchester City,6,326,0,1,0,242,10,0,4,12,12,1,6.93
AFC Ajax,3,139,1,3,1,57,1,0,6,1,7,0,6.93
Borussia Dortmund,3,182,0,3,0,101,2,3,5,0,10,0,6.93
BSC Young Boys,6,462,0,3,0,321,36,1,13,8,46,0,6.93
Liverpool FC,7,630,0,1,0,475,17,3,8,6,35,0,6.93
Lille,7,591,0,3,0,230,19,6,22,3,37,0,6.93
Manchester United,5,353,0,0,0,227,28,1,3,5,29,0,6.92
Sevilla,5,380,0,7,0,203,26,5,15,7,33,0,6.92
Red Bull Salzburg,5,437,0,0,0,212,20,3,6,14,28,0,6.92
Real Madrid,12,1040,0,4,0,601,20,1,16,11,39,1,6.92
Benfica,10,900,0,0,0,355,28,3,15,12,42,0,6.91
Shakhtar Donetsk,1,90,0,0,0,71,1,0,1,1,2,0,6.9
Liverpool FC,2,91,0,0,0,34,5,1,1,1,5,0,6.9
Sevilla,4,192,0,1,0,99,4,0,6,2,16,0,6.9
Manchester United,5,426,0,0,0,259,13,0,5,4,22,0,6.9
Lille,5,418,0,1,0,231,23,2,6,3,25,0,6.9
Benfica,5,236,0,1,0,83,7,1,9,3,11,0,6.9
Sporting CP,6,368,0,0,0,199,16,0,3,18,16,0,6.9
Villarreal,12,1045,0,0,0,391,38,1,10,7,58,0,6.89
Atlético Madrid,9,700,0,11,1,200,4,5,15,9,46,0,6.89
Manchester City,8,501,2,8,3,311,11,2,13,11,30,0,6.89
Lille,8,720,0,3,1,321,31,0,9,8,32,0,6.89
Lille,7,537,0,2,0,230,10,6,12,6,41,0,6.89
Chelsea,9,680,1,2,1,425,4,3,12,9,35,1,6.88
Manchester City,9,796,0,0,0,674,33,1,12,11,46,0,6.88
BSC Young Boys,4,347,0,1,0,185,12,1,9,7,26,0,6.88
Manchester City,8,637,0,0,0,527,35,2,3,3,36,0,6.88
Manchester City,8,663,1,2,1,428,32,1,11,8,47,0,6.87
Real Madrid,10,867,3,5,1,357,19,11,12,7,50,0,6.87
Sheriff Tiraspol,6,540,3,4,2,106,6,8,13,5,21,0,6.87
Sporting CP,6,509,2,5,0,176,17,20,12,7,38,0,6.87
AFC Ajax,3,146,1,1,1,99,4,0,3,3,12,0,6.87
Milan,3,270,0,0,0,118,14,0,5,3,13,0,6.87
Dynamo Kyiv,6,540,0,0,0,214,20,0,13,10,15,0,6.87
Chelsea,8,546,0,10,1,246,10,5,10,8,31,0,6.86
Red Bull Salzburg,7,573,0,0,0,264,25,2,13,14,36,1,6.86
Atalanta,6,370,0,1,0,152,7,1,8,9,22,1,6.85
Red Bull Salzburg,2,29,1,1,1,13,0,0,0,0,4,0,6.85
FC Bayern München,4,52,0,3,0,40,0,1,8,1,5,0,6.85
Real Madrid,9,574,0,4,0,285,16,4,10,11,25,0,6.84
Paris Saint-Germain,7,630,0,1,0,359,6,1,11,5,29,0,6.84
Borussia Dortmund,5,450,0,2,0,250,19,1,6,9,30,0,6.84
Atlético Madrid,3,220,0,1,0,68,4,0,8,0,12,0,6.83
Benfica,3,270,0,2,0,83,11,0,5,8,14,0,6.83
Villarreal,5,130,1,1,1,58,3,0,3,4,10,0,6.83
Milan,5,418,0,0,0,174,19,0,5,5,29,1,6.82
Red Bull Salzburg,5,328,0,1,0,127,11,1,3,4,33,0,6.82
VfL Wolfsburg,6,540,0,1,0,237,21,2,8,14,39,0,6.82
Atlético Madrid,7,585,0,0,0,173,22,2,5,6,22,0,6.81
Benfica,9,714,0,2,0,221,11,14,25,21,61,1,6.81
Chelsea,3,175,0,1,0,91,3,1,0,3,6,1,6.8
Real Madrid,1,66,0,1,0,37,4,0,1,0,3,0,6.8
Inter,1,9,0,1,0,6,0,0,0,0,0,0,6.8
Manchester United,1,29,0,0,0,16,0,0,0,0,3,0,6.8
BSC Young Boys,1,90,0,0,0,63,4,0,1,0,6,0,6.8
Dynamo Kyiv,1,90,0,0,0,29,3,1,1,0,2,0,6.8
Milan,2,91,0,0,0,23,0,1,8,3,7,0,6.8
Milan,5,450,0,6,1,167,8,17,6,3,24,0,6.8
Red Bull Salzburg,8,720,0,0,0,199,13,8,37,10,40,0,6.79
Manchester United,6,419,0,1,0,218,8,8,12,11,34,0,6.78
Manchester United,5,398,2,4,1,188,7,3,4,9,18,0,6.78
Malmö FF,5,413,0,1,0,189,20,2,2,13,23,0,6.78
VfL Wolfsburg,5,430,0,1,0,174,7,1,8,15,40,0,6.78
Borussia Dortmund,6,484,1,3,0,201,6,11,13,11,50,0,6.77
Shakhtar Donetsk,5,356,0,3,0,151,2,5,6,5,21,0,6.76
Dynamo Kyiv,5,450,0,0,0,196,20,0,8,6,25,0,6.76
Zenit St. Petersburg,5,444,0,0,0,194,7,0,2,4,17,0,6.76
RB Leipzig,6,484,1,4,0,149,8,2,15,8,37,1,6.75
FC Bayern München,2,21,1,1,1,17,0,0,0,0,0,0,6.75
Borussia Dortmund,4,195,1,5,1,109,1,3,7,2,13,0,6.75
RB Leipzig,6,405,1,5,1,147,11,7,13,7,32,0,6.75
Chelsea,2,100,0,0,0,68,2,1,4,1,9,0,6.75
Paris Saint-Germain,8,582,0,3,2,216,7,12,16,4,27,0,6.75
Inter,8,666,0,1,0,388,15,2,7,6,45,0,6.75
Dynamo Kyiv,5,366,0,2,0,106,8,0,8,5,16,0,6.74
Sporting CP,6,450,0,1,0,223,8,4,7,13,24,0,6.74
Real Madrid,3,93,0,0,0,53,1,0,2,2,7,0,6.73
Club Brugge KV,3,131,0,0,0,35,5,0,5,4,7,0,6.73
Juventus,7,627,0,1,1,302,6,4,7,9,29,0,6.73
Sheriff Tiraspol,6,540,0,0,0,119,7,1,3,12,13,0,6.72
Sporting CP,8,611,0,0,0,190,13,8,9,10,31,0,6.71
Atlético Madrid,10,486,2,8,1,114,5,6,9,7,21,1,6.71
VfL Wolfsburg,6,413,0,3,0,100,10,4,10,2,29,1,6.7
Beşiktaş JK,2,180,0,0,0,91,2,1,3,4,14,0,6.7
Sevilla,3,79,0,2,0,39,0,0,1,3,3,0,6.7
Sevilla,4,332,0,4,0,205,15,1,1,4,27,0,6.7
FC Barcelona,5,367,0,0,0,156,10,6,9,4,23,0,6.7
Liverpool FC,7,260,0,2,0,181,3,2,4,7,12,0,6.69
Beşiktaş JK,4,306,0,0,0,144,8,0,7,8,20,1,6.68
RB Leipzig,4,315,0,2,0,167,8,1,11,6,20,0,6.68
FC Bayern München,4,211,0,0,0,198,5,1,5,4,19,0,6.68
Sporting CP,7,529,0,4,1,130,13,6,12,11,35,1,6.67
Villarreal,10,447,1,5,3,144,6,6,9,4,26,0,6.67
BSC Young Boys,6,387,1,6,1,149,11,1,9,5,30,1,6.67
Malmö FF,3,191,0,0,0,80,5,1,2,4,13,0,6.67
Atlético Madrid,5,304,0,0,0,51,4,0,11,8,15,0,6.66
Shakhtar Donetsk,5,450,0,0,0,423,16,1,2,2,18,0,6.66
Shakhtar Donetsk,2,82,0,1,0,42,1,0,0,1,9,0,6.65
BSC Young Boys,2,180,0,0,0,121,7,0,3,3,10,0,6.65
FC Barcelona,4,234,0,1,0,94,4,8,11,1,15,0,6.65
Atalanta,5,435,1,3,0,184,8,4,11,6,25,0,6.64
FC Porto,5,450,0,1,0,194,17,2,4,2,22,0,6.64
Paris Saint-Germain,7,361,0,0,0,182,4,2,3,4,18,0,6.63
RB Leipzig,4,64,0,0,0,14,0,0,2,3,6,0,6.63
Atalanta,5,260,0,2,0,157,11,0,4,7,25,0,6.62
Atlético Madrid,6,425,0,0,0,129,15,5,11,10,26,0,6.62
Shakhtar Donetsk,3,192,1,1,0,156,6,0,2,3,6,0,6.6
Juventus,1,13,0,0,0,0,0,0,0,0,0,0,6.6
Red Bull Salzburg,1,9,0,0,0,6,0,0,0,1,1,0,6.6
Atalanta,1,90,0,1,0,29,1,0,2,1,1,0,6.6
Sevilla,4,125,0,0,0,77,2,0,0,1,6,0,6.6
RB Leipzig,6,334,0,3,0,158,9,4,5,8,38,0,6.6
Paris Saint-Germain,8,718,0,6,0,381,4,11,16,5,42,0,6.59
Sporting CP,7,561,1,1,1,233,9,1,5,9,23,0,6.59
Dynamo Kyiv,6,157,0,1,0,43,2,1,2,1,5,0,6.58
FC Bayern München,5,129,0,2,0,61,2,4,1,2,3,0,6.58
Beşiktaş JK,5,405,0,2,0,147,5,7,12,9,26,0,6.58
FC Barcelona,4,252,0,1,0,200,6,0,4,5,10,0,6.58
Zenit St. Petersburg,4,300,0,2,0,98,10,0,6,1,13,0,6.58
VfL Wolfsburg,3,204,0,0,0,68,1,0,3,2,8,0,6.57
BSC Young Boys,5,435,0,6,1,166,12,5,12,6,28,0,6.56
RB Leipzig,5,357,0,1,0,152,6,0,7,8,21,0,6.56
Sporting CP,8,384,2,3,0,145,6,1,11,3,24,0,6.55
Juventus,2,81,0,0,0,65,1,2,1,0,7,0,6.55
Inter,3,101,0,0,0,32,2,0,1,1,3,0,6.55
Milan,4,315,0,0,0,83,4,0,14,2,20,0,6.55
Villarreal,10,891,0,1,0,283,21,10,37,12,61,0,6.55
Inter,3,146,0,1,0,55,3,0,2,1,11,0,6.53
FC Porto,4,351,0,3,0,96,7,5,6,4,25,0,6.53
Dynamo Kyiv,4,160,0,3,0,81,3,3,2,0,14,0,6.53
VfL Wolfsburg,6,328,0,2,0,95,6,10,7,5,23,0,6.52
Manchester City,1,10,0,0,0,4,0,0,0,0,0,0,6.5
RB Leipzig,1,10,0,0,0,1,0,0,0,0,0,0,6.5
FC Porto,2,126,0,0,0,37,11,0,1,1,4,0,6.5
Villarreal,2,18,0,0,0,6,0,0,2,0,2,0,6.5
Beşiktaş JK,3,253,0,0,0,69,1,3,3,7,14,0,6.5
Milan,4,88,0,1,0,24,0,0,3,2,5,0,6.5
Lille,4,243,0,0,0,49,1,2,7,2,15,0,6.5
Red Bull Salzburg,5,161,0,4,0,35,1,9,11,1,10,0,6.5
Club Brugge KV,6,527,0,4,1,135,14,4,14,11,26,0,6.5
Villarreal,7,310,0,7,1,110,1,2,2,5,9,1,6.49
Zenit St. Petersburg,4,315,0,1,0,134,19,0,2,0,12,0,6.48
BSC Young Boys,3,167,0,3,0,68,2,0,5,5,8,0,6.47
Sheriff Tiraspol,3,51,0,0,0,13,0,0,0,0,3,0,6.47
Club Brugge KV,6,484,0,1,0,162,16,1,5,24,45,0,6.47
Malmö FF,6,284,0,1,0,82,4,1,1,3,16,0,6.47
Sporting CP,2,28,0,0,0,12,0,0,0,2,3,0,6.45
FC Porto,6,389,0,3,0,114,8,0,14,4,34,0,6.45
Red Bull Salzburg,7,279,0,0,0,74,10,1,13,11,29,0,6.44
Milan,5,214,0,1,0,54,5,2,7,3,13,0,6.44
Club Brugge KV,6,540,0,1,0,158,12,1,8,4,31,0,6.43
Dynamo Kyiv,5,450,0,0,0,162,6,2,2,7,20,0,6.42
Borussia Dortmund,5,171,0,1,0,78,6,1,0,3,8,0,6.42
Malmö FF,5,450,0,0,0,135,15,1,4,11,23,0,6.42
FC Barcelona,2,25,0,1,0,12,0,1,0,0,1,0,6.4
Villarreal,2,29,0,0,0,15,0,0,0,0,0,0,6.4
Borussia Dortmund,2,74,0,1,0,37,4,3,1,0,6,0,6.4
Borussia Dortmund,2,97,0,1,0,100,5,1,2,1,9,0,6.4
FC Porto,2,155,0,2,0,38,3,0,0,3,1,0,6.4
VfL Wolfsburg,4,330,0,1,0,150,19,0,4,7,21,0,6.4
Sheriff Tiraspol,6,312,0,4,0,55,3,5,6,1,24,0,6.4
Malmö FF,5,447,0,0,0,142,16,0,5,9,12,0,6.38
Beşiktaş JK,3,270,0,2,0,131,3,4,6,3,22,0,6.37
BSC Young Boys,3,117,0,1,0,45,5,0,2,1,2,0,6.37
Atlético Madrid,7,472,0,0,0,181,18,2,2,4,39,0,6.37
Sporting CP,2,63,0,0,0,19,0,1,0,0,1,0,6.35
RB Leipzig,4,296,0,1,0,142,7,1,2,4,20,0,6.35
Sporting CP,1,73,0,1,0,23,3,1,2,1,4,0,6.3
RB Leipzig,1,24,0,1,1,4,0,0,0,0,0,0,6.3
Malmö FF,1,8,0,0,0,0,0,0,0,0,0,0,6.3
Beşiktaş JK,2,135,0,0,0,46,1,1,4,4,17,0,6.3
VfL Wolfsburg,4,171,0,0,0,48,3,3,5,4,16,0,6.3
VfL Wolfsburg,6,363,0,0,0,98,6,6,8,3,27,0,6.3
Club Brugge KV,4,163,0,0,0,43,2,1,3,2,9,0,6.28
Beşiktaş JK,4,313,0,0,0,149,14,1,14,6,33,0,6.28
Paris Saint-Germain,3,64,0,0,0,25,0,0,0,0,6,0,6.25
Red Bull Salzburg,8,716,0,3,0,189,19,2,19,12,43,0,6.25
Red Bull Salzburg,2,84,0,0,0,34,4,2,1,2,3,0,6.2
Sheriff Tiraspol,3,82,0,0,0,27,0,0,0,0,1,0,6.2
FC Porto,4,132,0,1,0,42,3,1,7,2,10,0,6.2
Beşiktaş JK,3,189,0,0,0,36,4,1,3,4,8,0,6.13
Malmö FF,4,278,0,3,0,65,5,1,0,2,17,0,5.93
Atalanta,1,45,0,0,0,14,0,0,0,1,6,0,5.9
Liverpool FC,1,1,0,0,0,0,0,0,0,0,1,0,0.0
Juventus,1,3,0,0,0,0,0,0,0,0,0,0,0.0
BSC Young Boys,1,1,0,0,0,1,0,0,0,0,0,0,0.0
Real Madrid,2,8,0,0,0,6,0,0,0,1,0,0,0.0
FC Bayern München,9,632,3,25,6,253,4,37,11,2,37,2,7.74
Manchester City,12,987,2,19,2,391,21,17,19,8,52,7,7.68
FC Bayern München,8,702,0,20,0,582,49,3,19,16,49,0,7.66
FC Bayern München,10,798,6,15,5,334,13,24,14,4,58,6,7.65
Beşiktaş JK,3,261,2,10,3,176,17,3,2,2,19,0,7.5
Manchester City,1,45,0,2,1,21,1,4,1,0,2,0,7.5
Manchester United,7,520,6,23,8,247,32,5,12,2,30,0,7.44
Sporting CP,5,330,1,11,2,53,4,4,6,3,17,4,7.44
AFC Ajax,7,577,4,10,3,255,7,10,11,3,41,2,7.43
Sheriff Tiraspol,6,540,1,9,2,174,12,1,9,11,28,2,7.4
Borussia Dortmund,6,502,3,8,1,229,14,19,12,7,36,1,7.4
FC Bayern München,6,466,0,8,2,306,19,2,12,7,36,0,7.4
Chelsea,8,561,2,8,2,479,16,3,22,13,45,2,7.38
Real Madrid,12,902,0,15,1,749,74,5,23,6,55,2,7.37
Inter,8,635,1,9,2,491,37,4,19,14,55,1,7.35
Liverpool FC,13,1009,2,23,4,348,5,26,7,2,27,8,7.3
Inter,6,419,0,19,1,212,17,3,5,2,38,0,7.3
FC Bayern München,10,778,4,21,2,275,8,7,7,2,22,4,7.29
Paris Saint-Germain,5,431,0,10,0,398,9,14,13,6,33,0,7.28
Villarreal,12,1054,3,22,5,524,39,2,20,9,80,1,7.28
Manchester City,10,734,3,25,3,325,19,11,7,5,33,2,7.27
Zenit St. Petersburg,6,460,0,13,1,224,18,9,10,5,28,2,7.27
Club Brugge KV,6,540,0,4,2,243,16,16,6,8,41,3,7.23
Liverpool FC,7,322,0,3,0,144,0,4,13,2,13,5,7.23
Borussia Dortmund,6,499,1,4,2,171,4,8,12,2,23,3,7.22
Manchester City,7,461,1,12,4,215,7,9,9,3,22,1,7.21
Atalanta,5,303,0,6,2,101,7,5,9,1,19,1,7.2
Inter,8,531,1,14,2,154,6,6,13,7,30,0,7.19
Inter,7,409,2,6,1,217,12,5,20,4,32,1,7.19
Inter,6,496,0,13,1,256,13,5,15,5,26,0,7.18
Liverpool FC,4,184,2,4,1,124,4,7,2,0,12,0,7.18
Borussia Dortmund,4,212,2,5,2,119,9,7,7,0,23,0,7.18
Shakhtar Donetsk,4,269,1,7,2,121,6,10,3,2,16,0,7.18
Manchester City,10,842,0,6,0,753,54,6,26,14,86,0,7.17
Juventus,5,298,3,11,1,104,4,6,2,5,19,0,7.16
Zenit St. Petersburg,6,434,1,12,3,143,4,11,3,1,23,0,7.15
Chelsea,8,358,1,9,3,226,5,17,9,1,27,0,7.14
RB Leipzig,6,393,2,8,3,121,3,2,3,2,16,2,7.13
BSC Young Boys,6,532,1,7,2,159,11,32,15,10,40,1,7.12
Manchester City,11,658,2,11,5,233,12,6,6,2,16,3,7.11
Real Madrid,13,1077,4,14,4,707,38,14,15,16,55,0,7.11
FC Bayern München,8,391,0,10,3,189,3,11,7,4,24,3,7.1
Zenit St. Petersburg,1,10,0,0,0,5,0,0,0,0,2,1,7.1
VfL Wolfsburg,6,540,3,10,1,209,31,2,11,5,42,0,7.1
Juventus,7,472,0,11,2,216,9,10,7,5,35,0,7.1
Juventus,7,539,0,3,2,310,25,3,13,9,34,0,7.1
Atlético Madrid,9,577,0,10,3,215,24,4,19,7,44,1,7.09
Zenit St. Petersburg,6,485,0,3,0,261,13,3,12,6,36,1,7.08
Chelsea,6,426,1,5,0,417,12,12,13,0,33,0,7.08
Sevilla,5,275,1,4,2,124,11,1,3,5,19,2,7.08
Liverpool FC,12,666,1,13,1,528,28,0,12,13,52,1,7.08
Real Madrid,11,914,0,7,0,486,40,12,30,16,78,0,7.07
Atalanta,6,527,1,6,0,313,26,4,8,7,53,1,7.07
FC Bayern München,4,234,1,3,1,177,13,1,2,4,15,0,7.07
Liverpool FC,6,306,0,2,0,141,20,16,12,4,27,0,7.07
Real Madrid,8,350,0,10,1,211,12,6,11,0,29,0,7.06
Liverpool FC,13,849,0,8,1,555,24,5,30,18,79,1,7.05
Inter,2,101,0,0,0,40,1,2,1,3,6,1,7.05
Liverpool FC,10,604,0,4,0,499,44,10,13,16,56,1,7.05
RB Leipzig,4,182,0,4,1,105,8,2,10,3,18,0,7.05
FC Porto,6,301,0,8,2,99,8,1,9,4,21,1,7.03
Chelsea,3,96,0,6,1,62,4,2,0,0,9,0,7.03
Shakhtar Donetsk,6,473,0,11,0,379,12,1,9,9,30,0,7.03
Liverpool FC,13,824,0,18,4,221,6,16,9,0,38,5,7.03
Juventus,5,383,1,4,1,170,6,2,14,4,24,0,7.02
FC Barcelona,6,487,0,3,0,334,24,1,15,11,41,0,7.02
Lille,4,167,1,2,1,34,2,1,6,1,7,1,7.0
Manchester City,8,347,2,4,2,250,16,2,9,9,31,0,7.0
Manchester United,3,101,0,1,0,48,6,1,3,0,10,0,7.0
Sevilla,4,119,0,3,0,43,2,8,6,0,8,0,7.0
Sevilla,6,540,0,4,0,251,24,9,5,15,53,0,6.98
Dynamo Kyiv,6,486,0,4,0,286,15,9,17,9,50,0,6.98
Chelsea,5,160,0,1,0,75,2,2,8,2,10,0,6.98
Red Bull Salzburg,8,650,1,10,2,183,13,3,26,4,51,0,6.98
Chelsea,9,451,2,10,3,170,5,7,7,4,23,1,6.97
Borussia Dortmund,3,142,0,4,2,55,2,0,2,2,8,0,6.97
Liverpool FC,13,914,1,15,3,280,15,36,10,3,54,4,6.96
Chelsea,5,289,2,7,1,128,3,7,6,1,12,1,6.96
Manchester City,11,880,3,13,1,408,17,15,16,7,39,3,6.95
Real Madrid,11,803,1,8,1,322,14,12,20,9,41,0,6.95
Villarreal,12,1045,4,7,3,428,21,7,14,25,68,2,6.94
Paris Saint-Germain,5,262,1,6,3,131,2,2,6,0,12,0,6.94
Red Bull Salzburg,8,672,0,3,0,322,29,14,17,12,76,0,6.94
Chelsea,6,427,1,10,2,242,10,7,10,5,29,0,6.93
