name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,sofascoreId,firstName,lastName,averageX,averageY,pointsCount,team,match
Dávid Hancko,david-hancko,D. Hancko,D,17,5417,M,807771,"{'nameTranslation': {'ar': 'دافيد هانكو', 'bn': 'ডেভিড হ্যানকো', 'hi': 'डेविड हैन्को'}, 'shortNameTranslation': {'ar': 'د. هانكو', 'bn': 'ডি. হানকো', 'hi': 'डी. हैन्को'}}",,David,Hancko,38.869333333333,71.436,75,Feyenoord,1741196700_feyenoord_vs_inter
Jakub Moder,jakub-moder,J. Moder,M,7,7425,M,886242,"{'nameTranslation': {'ar': 'جاكوب مودر', 'bn': 'জাকুব মডার', 'hi': 'जकूब मोडेर'}, 'shortNameTranslation': {'ar': 'ج. مودير', 'bn': 'জে মডার', 'hi': 'जे. मोडेर'}}",kubamoder,Jakub,Moder,54.07972972973,58.847297297297,74,Feyenoord,1741196700_feyenoord_vs_inter
Mehdi Taremi,mehdi-taremi,M. Taremi,F,99,20354,M,812533,"{'nameTranslation': {'ar': 'مهدي طارمي', 'bn': 'মেহেদী তারেমি', 'hi': 'मेहदी तारेमी'}, 'shortNameTranslation': {'ar': 'م. طارمي', 'bn': 'এম. তারেমি', 'hi': 'एम. तारेमी'}}",mehditaremi9,Mehdi,Taremi,61.63,53.0,10,Inter,1741196700_feyenoord_vs_inter
Yann Bisseck,yann-bisseck,Y. Bisseck,D,31,5867,M,906275,"{'nameTranslation': {'ar': 'يان بيسيك', 'bn': 'ইয়ান বিসেক', 'hi': 'यान बिस्सेक'}, 'shortNameTranslation': {'ar': 'ي. بيسيك', 'bn': 'ওয়াই. বিসেক', 'hi': 'वाई. बिस्सेक'}}",,Yann,Bisseck,32.57,70.675,20,Inter,1741196700_feyenoord_vs_inter
Davide Frattesi,davide-frattesi,D. Frattesi,M,16,5944,M,835600,"{'nameTranslation': {'ar': 'دافيد فراتيسي', 'bn': 'ডেভিড ফ্রাটেসি', 'hi': 'डेविड फ्रेटेसी'}, 'shortNameTranslation': {'ar': 'د. فراتيسي', 'bn': 'ডি. ফ্রাটেসি', 'hi': 'डी. फ्रेटेसी'}}",davidefrrattesi_22,Davide,Frattesi,52.8,43.26,10,Inter,1741196700_feyenoord_vs_inter
Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,35030,M,135700,"{'nameTranslation': {'ar': 'هاكان تشالهانوجلو', 'bn': 'হাকান চালহানোগলু', 'hi': 'हकान चाल्हानोग्लू'}, 'shortNameTranslation': {'ar': 'ه. تشالهانوجلو', 'bn': 'এইচ. চালহানোগলু', 'hi': 'एच. चाल्हानोग्लू'}}",HÇalhanoğlu,,,51.4,69.295454545455,22,Inter,1741196700_feyenoord_vs_inter
Marcus Thuram,marcus-thuram,M. Thuram,F,9,27510,M,791702,"{'nameTranslation': {'ar': 'ماركوس تورام', 'bn': 'থুরাম, মার্কাস', 'hi': 'थुरम, मार्कस'}, 'shortNameTranslation': {'ar': 'م. تورام', 'bn': 'এম. থুরাম', 'hi': 'एम. मार्कस'}}",m_thuram,Marcus,Thuram,66.448148148148,57.407407407407,27,Inter,1741196700_feyenoord_vs_inter
Marko Arnautović,marko-arnautovic,M. Arnautović,F,89,8673,M,21927,"{'nameTranslation': {'ar': 'ماركو أرناؤوتوفيتش', 'bn': 'মার্কো আরনাউটোভিচ', 'hi': 'मार्को अर्नौटोविक'}, 'shortNameTranslation': {'ar': 'م. أرناؤوتوفيتش', 'bn': 'এম. আরনাউটোভিচ', 'hi': 'एम. अर्नौटोविक'}}",m.arnautovic7,,,64.1,54.725,4,Inter,1741196700_feyenoord_vs_inter
Lautaro Martínez,lautaro-martinez,L. Martínez,F,10,126063,M,823984,"{'nameTranslation': {'ar': 'لاوتارو مارتينيز', 'bn': 'লাউতারো মার্টিনেজ', 'hi': 'लौटारो मार्टिनेज़'}, 'shortNameTranslation': {'ar': 'ل. مارتينيز', 'bn': 'এল. মার্টিনেজ', 'hi': 'एल. मार्टिनेज़'}}",LautaroM,Lautaro,Martinez,60.614285714286,56.066666666667,42,Inter,1741196700_feyenoord_vs_inter
Kristjan Asllani,kristjan-asllani,K. Asllani,M,23,6375,M,996820,"{'nameTranslation': {'ar': 'كريستيان أسلاني', 'bn': 'ক্রিশ্চিয়ান আসলানি', 'hi': 'क्रिस्टजान अस्लानी'}, 'shortNameTranslation': {'ar': 'ك. أسلاني', 'bn': 'কে. আসলানি', 'hi': 'के. अस्लानी'}}",KristjanAsllani,,,42.28064516129,50.254838709677,62,Inter,1741196700_feyenoord_vs_inter
Josep Martínez,josep-martinez,J. Martínez,G,13,2989,M,845291,"{'nameTranslation': {'ar': 'جوزيف مارتينيز', 'bn': 'জোসেপ মার্টিনেজ', 'hi': 'जोसेफ मार्टिनेज'}, 'shortNameTranslation': {'ar': 'ج. مارتينيز', 'bn': 'জে. মার্টিনেজ', 'hi': 'जे. मार्टिनेज'}}",,Josep,Martinez,7.5545454545455,51.025757575758,66,Inter,1741196700_feyenoord_vs_inter
Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,18763,M,826188,"{'nameTranslation': {'ar': 'أليساندرو باستوني', 'bn': 'আলেসান্দ্রো বাস্তনি', 'hi': 'एलेसेंड्रो बस्टोनी'}, 'shortNameTranslation': {'ar': 'أ. باستوني', 'bn': 'এ. বাস্তনি', 'hi': 'ए. बस्टोनी'}}",alessandrobastoni,Alessandro,Bastoni,42.319,85.598,100,Inter,1741196700_feyenoord_vs_inter
Stefan de Vrij,stefan-de-vrij,S. de Vrij,D,6,5846,M,91046,"{'nameTranslation': {'ar': 'ستيفان دي فري', 'bn': 'স্টেফান ডি ভ্রিজ', 'hi': 'स्टीफ़न डे व्रीज'}, 'shortNameTranslation': {'ar': 'س. دي فري', 'bn': 'এস. ডি ভ্রিজ', 'hi': 'एस. डे व्रीज'}}",Stefandevrij,,,34.167272727273,46.16,55,Inter,1741196700_feyenoord_vs_inter
Benjamin Pavard,benjamin-pavard,B. Pavard,D,28,11045,M,787505,"{'nameTranslation': {'ar': 'بنيامين بافارد', 'bn': 'বেঞ্জামিন পাভার্ড', 'hi': 'बेंजामिन पावर्ड'}, 'shortNameTranslation': {'ar': 'ب. بافارد', 'bn': 'বি. পাভার্ড', 'hi': 'बी. पावर्ड'}}",benpavard21,Benjamin,Pavard,36.801204819277,24.224096385542,83,Inter,1741196700_feyenoord_vs_inter
Nicolò Barella,nicolo-barella,N. Barella,M,23,22095,M,363856,"{'nameTranslation': {'ar': 'نيكولو باريلا', 'bn': 'নিকোলো বারেলা', 'hi': 'निकोलो बरेला'}, 'shortNameTranslation': {'ar': 'ن. باريلا', 'bn': 'এন. বেরেলা', 'hi': 'एन. बरेला'}}",nicolo_barella,,,51.190384615385,34.469230769231,52,Inter,1741196700_feyenoord_vs_inter
Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,20242,M,138605,"{'nameTranslation': {'ar': 'بيوتر زيلينسكي', 'bn': 'পিওতর জিলিনিস্কি', 'hi': 'पिओट्र ज़िलिंस्की'}, 'shortNameTranslation': {'ar': 'ب. زيلينسكي', 'bn': 'পি. জিলিনিস্কি', 'hi': 'पी. ज़िलिंस्की'}}",zielu_94,,,50.527419354839,73.777419354839,62,Inter,1741196700_feyenoord_vs_inter
Denzel Dumfries,denzel-dumfries,D. Dumfries,M,2,15834,M,759520,"{'nameTranslation': {'ar': 'دينزل دومفريز', 'bn': 'ডেনজেল \u200b\u200bডামফ্রিজ', 'hi': 'डेंज़ल डमफ्रिज़'}, 'shortNameTranslation': {'ar': 'د. دومفريز', 'bn': 'ডি. ডামফ্রিজ', 'hi': 'डी. डमफ्रिज़'}}",ddumfries2,Denzel,Dumfries,52.832,17.258666666667,75,Inter,1741196700_feyenoord_vs_inter
Francesco Acerbi,francesco-acerbi,F. Acerbi,D,15,5753,M,126816,"{'nameTranslation': {'ar': 'فرانشيسكو أتشيربي', 'bn': 'ফ্রান্সেসকো অ্যাসারবি', 'hi': 'फ्रांसेस्को एसेरबी'}, 'shortNameTranslation': {'ar': 'ف. أتشيربي', 'bn': 'এফ. অ্যাসারবি', 'hi': 'एफ. एसेरबी'}}",,Francesco,Acerbi,36.355421686747,73.738554216867,83,Inter,1741196700_feyenoord_vs_inter
