accurateChippedPasses,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,countRating,crossesNotClaimed,directRedCards,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goalKicks,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,outfielderBlocks,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,runsOut,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,successfulRunsOut,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalChippedPasses,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalRating,totalShots,totwAppearances,touches,wasFouled,yellowCards,yellowRedCards,player,team,player id,team id,position_group
8,0,0.0,0,8,38.1,3,85,88,86.27,1,100.0,0,3,0,0,0,0,19,0,0,0,2,2,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,2,2,0,0,0,0.96,0,0.0,0,1,0,14,0,0,0,3,270,0,,0,0,0,0,0.0,0,0,0,0,14,0,2,7.33,0,0,1,5,3,8,0,4,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,15,0,0,1,100.0,21,11,91,102,22.0,0,0,129,0,1,0,Sven Ulreich,FC Bayern München,26768,2672,Goalkeepers
35,0,0.0,6,62,54.87,16,233,249,82.72,0,0.0,0,11,0,0,0,0,67,0,0,0,7,7,11,0,0,0,0,0,0,0,0.01,0.0,0,0,0.0,5,0,0,4,3,1,0,0,2.7,2,100.0,0,4,0,52,0,0,0,11,990,0,,0,0,0,0,0.0,1,0,0,0,56,0,2,7.29,0,0,7,14,13,28,0,9,0.0,0.0,0,0,0,0,0,1,100.0,7,0,0,0.0,0,66,1,0,2,100.0,113,58,243,301,80.2,0,1,393,1,2,0,Ederson,Manchester City,254491,17,Goalkeepers
17,0,0.0,1,18,51.43,3,110,113,83.7,2,100.0,0,4,0,0,0,0,22,0,0,0,2,8,4,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0,0,4,3,1,0,0,1.89,1,100.0,0,1,0,22,0,0,0,4,360,0,,0,0,0,0,0.0,1,0,0,0,23,0,2,7.28,0,0,3,12,1,13,0,3,0.0,0.0,0,0,0,0,0,0,0.0,3,0,0,0.0,0,29,0,0,3,100.0,35,10,125,135,29.1,0,0,176,1,0,0,Yann Sommer,FC Bayern München,16206,2672,Goalkeepers
24,0,0.0,2,33,37.08,13,162,175,74.79,2,100.0,0,6,0,0,0,0,35,0,0,0,0,10,6,0,0,0,1,1,0,1,0.0,0.0,0,0,0.0,0,0,0,10,9,1,0,0,-0.66,0,0.0,0,3,0,59,0,0,0,6,540,0,,0,0,0,0,0.0,0,0,0,0,60,0,9,7.27,0,0,1,21,9,30,0,6,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,51,0,0,2,66.67,89,49,185,234,43.6,0,0,305,0,1,0,Anatoliy Trubin,Shakhtar Donetsk,966616,3313,Goalkeepers
40,0,0.0,10,54,56.25,33,151,184,81.06,5,100.0,0,7,0,0,0,0,61,0,0,0,2,7,7,0,0,0,0,0,0,0,0.02,0.0,0,0,0.0,0,0,0,6,6,0,0,0,1.47,1,100.0,0,8,0,43,0,0,0,7,630,0,,0,0,0,0,0.0,1,0,1,0,43,0,4,7.21,0,0,2,15,6,22,0,6,0.0,0.0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,72,0,0,6,100.0,96,69,158,227,50.5,0,1,299,1,1,0,Mike Maignan,Milan,191210,2692,Goalkeepers
15,0,0.0,3,30,28.3,18,95,113,58.55,5,100.0,0,8,0,0,0,0,58,0,0,0,2,9,8,0,0,0,0,0,0,0,0.01,0.0,0,0,0.0,0,0,0,13,13,0,0,0,1.81,0,0.0,0,4,0,80,0,0,0,8,720,0,,0,0,0,0,0.0,4,0,1,0,81,0,8,7.13,0,0,3,20,8,29,0,6,0.0,0.0,0,0,0,0,0,0,0.0,3,0,0,0.0,0,51,0,0,5,100.0,106,77,116,193,57.0,0,0,271,1,0,0,Kevin Trapp,Eintracht Frankfurt,38440,2674,Goalkeepers
24,0,0.0,1,36,51.43,7,224,231,86.52,4,100.0,0,10,0,0,0,0,71,0,0,0,4,12,10,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0,0,8,7,1,0,0,3.84,3,100.0,0,6,0,36,0,0,0,10,900,0,,0,0,0,0,0.0,2,0,1,0,37,0,9,7.12,0,0,3,15,7,22,0,5,0.0,0.0,0,0,0,0,0,0,0.0,3,0,0,0.0,0,34,0,0,7,100.0,70,21,246,267,71.2,0,0,363,3,0,0,Alex Meret,SSC Napoli,592794,2714,Goalkeepers
3,0,0.0,0,6,42.86,2,29,31,79.49,0,0.0,0,2,0,0,0,0,20,0,0,0,1,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1.81,0,0.0,0,0,0,8,0,0,0,2,180,0,,0,0,0,0,0.0,0,0,0,0,8,0,0,7.1,0,0,1,5,1,6,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,6,0,0,0,0.0,14,7,32,39,14.2,0,0,61,0,0,0,Fraser Forster,Tottenham Hotspur,19314,33,Goalkeepers
15,0,0.0,4,23,48.94,12,110,122,83.56,0,0.0,1,6,0,0,0,0,53,0,0,0,2,5,6,1,0,0,0,1,0,0,0.0,0.0,0,0,0.0,0,0,0,6,5,1,0,0,2.18,0,0.0,0,6,0,24,1,0,0,6,540,0,,0,0,0,0,0.0,0,0,0,0,27,0,3,7.1,0,0,5,9,8,17,0,9,0.0,0.0,0,0,0,0,0,0,0.0,5,0,0,0.0,0,22,0,0,0,0.0,47,23,123,146,42.6,0,0,206,0,0,0,Hugo Lloris,Tottenham Hotspur,9048,33,Goalkeepers
19,0,0.0,4,37,35.24,17,133,150,67.57,2,66.67,1,9,0,0,0,0,72,0,0,0,3,7,9,1,0,0,1,2,0,0,0.0,0.0,0,0,0.0,0,0,0,8,7,1,0,0,2.45,0,0.0,0,5,0,72,1,0,0,9,810,0,,0,0,0,0,0.0,0,0,0,0,74,0,5,7.1,0,0,5,15,12,28,0,6,0.0,0.0,0,0,0,0,0,0,0.0,5,0,0,0.0,0,37,0,0,2,50.0,105,57,165,222,63.9,0,0,316,0,2,0,Kepa Arrizabalaga,Chelsea,232422,38,Goalkeepers
6,0,0.0,2,8,47.06,2,33,35,79.55,0,0.0,0,2,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,0,0,0,0.01,0.0,0,0,0.0,0,0,0,4,4,0,0,0,0.68,0,0.0,0,0,0,9,0,0,0,2,180,0,,0,0,0,0,0.0,1,0,0,0,9,0,0,7.05,0,0,0,7,2,9,0,3,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,8,0,0,0,0.0,17,8,36,44,14.1,0,0,65,0,1,0,Mattia Perin,Juventus,79645,2687,Goalkeepers
3,0,0.0,0,5,71.43,3,41,44,95.65,0,0.0,0,2,0,0,0,0,10,0,0,0,1,0,2,0,0,0,0,0,0,1,0.0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,0.09,0,0.0,0,0,0,2,0,0,0,2,180,0,,0,0,0,0,0.0,0,0,0,0,2,0,0,7.0,0,0,1,4,1,5,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,5,0,0,0,0.0,7,4,42,46,14.0,0,0,58,0,0,0,Stefan Ortega,Manchester City,125274,17,Goalkeepers
6,0,0.0,3,16,33.33,11,46,57,63.33,0,0.0,0,5,0,0,0,0,30,0,0,0,1,2,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,7,7,0,0,0,1.1,0,0.0,0,3,0,33,0,0,0,5,450,0,,0,0,0,0,0.0,1,0,0,0,34,0,0,7.0,0,0,1,12,3,15,0,7,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,25,0,0,0,0.0,48,34,56,90,35.0,0,0,133,0,0,0,Jan Oblak,Atlético Madrid,69768,2836,Goalkeepers
8,0,0.0,4,17,30.91,8,187,195,82.28,1,100.0,0,6,0,0,0,0,29,0,0,0,2,5,6,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,11,10,1,0,0,0.44,0,0.0,0,5,0,42,0,0,0,5,527,0,,0,0,0,0,0.0,2,0,0,0,44,0,3,7.0,0,0,2,18,2,20,0,5,0.0,0.0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,25,0,0,1,100.0,55,35,202,237,42.0,0,0,293,0,0,0,Janis Blaswich,RB Leipzig,96832,36360,Goalkeepers
16,0,0.0,5,48,38.1,30,116,146,64.6,1,100.0,0,6,0,0,0,0,55,0,0,0,1,6,6,0,0,0,0,0,0,0,0.01,0.0,0,0,0.0,0,0,0,11,11,0,0,0,1.58,1,100.0,0,2,0,80,0,0,0,6,540,0,,0,0,0,0,0.0,3,0,0,0,81,0,2,6.98,0,0,1,16,9,25,0,4,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,28,0,0,2,100.0,126,93,133,226,41.9,0,0,290,1,0,0,Dominik Livaković,GNK Dinamo Zagreb,190419,2032,Goalkeepers
26,0,0.0,10,35,42.17,28,56,84,63.64,0,0.0,0,6,0,0,0,0,45,0,0,0,1,3,6,0,0,0,0,0,0,0,0.01,0.0,0,0,0.0,0,0,0,9,6,3,0,0,0.44,4,100.0,0,1,0,48,0,0,0,6,540,0,,0,0,0,0,0.0,0,0,0,0,48,0,2,6.95,0,0,5,16,5,21,1,3,0.0,0.0,0,0,0,0,0,0,0.0,5,1,0,0.0,0,57,0,0,4,100.0,83,69,63,132,41.7,0,0,176,3,0,0,Philipp Köhn,Red Bull Salzburg,868964,2046,Goalkeepers
35,0,0.0,4,42,56.76,16,132,148,82.22,0,0.0,0,5,0,0,0,0,39,0,0,0,1,1,5,0,0,0,0,0,0,0,0.01,0.0,0,0,0.0,0,0,0,5,4,1,0,0,0.63,0,0.0,0,4,0,32,0,0,0,4,405,0,,0,0,0,0,0.0,1,0,0,0,33,0,1,6.92,0,0,2,10,2,12,0,4,0.0,0.0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,56,0,0,0,0.0,74,38,142,180,34.6,0,0,216,0,0,0,Alexander Meyer,Borussia Dortmund,138491,2673,Goalkeepers
10,0,0.0,0,19,34.55,7,150,157,79.7,0,0.0,0,8,0,0,0,0,51,0,0,0,0,11,8,0,0,0,0,0,1,0,0.0,0.0,0,0,0.0,0,0,0,10,10,0,0,0,0.1,1,100.0,0,2,0,40,0,0,0,8,720,0,,0,0,0,0,0.0,1,0,0,0,41,0,4,6.88,0,0,2,14,12,26,0,5,0.0,0.0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,32,0,0,1,100.0,55,28,169,197,55.0,0,0,283,1,0,0,Gianluigi Donnarumma,Paris Saint-Germain,824509,1644,Goalkeepers
29,0,0.0,5,32,45.71,14,120,134,77.01,0,0.0,0,6,0,0,0,0,42,0,0,0,2,1,6,0,0,0,0,0,1,0,0.01,0.0,0,0,0.0,0,0,0,8,6,2,0,0,-1.02,1,100.0,0,5,0,40,0,0,0,6,540,0,,0,0,0,0,0.0,3,0,1,0,43,0,0,6.83,0,0,0,7,9,17,0,3,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,58,0,0,1,100.0,70,44,130,174,41.0,0,1,227,1,1,0,Lukáš Hrádecký,Bayer 04 Leverkusen,15219,2681,Goalkeepers
0,0,0.0,6,14,43.75,14,10,24,55.81,0,0.0,0,1,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0.01,0.0,0,0,0.0,0,0,0,5,4,1,0,0,-0.4,0,0.0,0,0,0,19,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,19,0,0,6.8,0,0,0,4,4,8,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,2,0,0,0,0.0,32,31,12,43,6.8,0,0,59,0,0,0,Marián Tvrdoň,FC Viktoria Plzeň,772347,4502,Goalkeepers
21,0,0.0,2,31,30.39,17,84,101,58.05,0,0.0,0,5,0,0,0,0,37,0,0,0,0,2,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,18,17,1,0,0,-2.16,0,0.0,0,1,0,73,0,0,0,5,450,0,,0,0,0,0,0.0,3,0,1,0,76,0,0,6.74,0,0,2,19,5,24,0,8,0.0,0.0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,53,0,0,0,0.0,102,72,102,174,33.7,0,0,224,0,0,0,Allan McGregor,Rangers,12769,2351,Goalkeepers
14,0,0.0,6,29,41.43,11,104,115,73.72,1,100.0,0,6,0,0,0,0,37,0,0,0,1,4,6,0,0,0,0,0,0,0,0.01,0.0,0,0,0.0,0,0,0,8,7,1,0,0,-2.53,4,100.0,0,2,0,41,0,0,0,6,540,0,,0,0,0,0,0.0,0,0,0,0,42,0,3,6.7,0,0,3,7,5,12,0,1,0.0,0.0,0,0,0,0,0,1,100.0,3,0,0,0.0,0,30,1,0,5,100.0,70,43,113,156,40.2,0,0,204,2,0,0,Pau López,Olympique de Marseille,548848,1641,Goalkeepers
22,0,0.0,5,37,35.58,21,133,154,69.68,1,100.0,0,10,0,0,0,0,61,0,0,0,2,9,10,0,0,0,1,1,0,0,0.01,0.0,0,0,0.0,0,0,0,13,12,1,0,0,-0.17,0,0.0,0,4,0,67,0,0,0,10,900,0,,0,0,0,0,0.0,3,0,0,0,69,0,4,6.67,0,0,5,12,6,19,0,4,0.0,0.0,0,0,0,0,0,0,0.0,5,0,0,0.0,0,54,0,0,1,50.0,104,81,140,221,66.7,0,0,302,0,0,0,Odysseas Vlachodimos,Benfica,138149,3006,Goalkeepers
26,0,0.0,8,45,63.38,18,188,206,87.29,0,0.0,0,8,0,0,0,0,54,0,0,0,3,1,8,0,0,0,2,2,1,0,0.01,0.0,0,0,0.0,0,0,0,12,11,1,0,0,1.24,1,33.33,0,7,0,30,0,0,0,8,720,0,,0,0,0,0,0.0,2,0,1,0,32,0,0,6.66,0,0,2,12,4,16,1,1,0.0,0.0,0,0,0,0,0,1,100.0,2,0,0,0.0,0,42,1,0,1,33.33,71,38,198,236,53.3,0,0,301,0,0,0,Alisson,Liverpool FC,243609,44,Goalkeepers
1,0,0.0,0,2,50.0,0,32,32,94.12,1,100.0,0,2,0,0,0,0,12,0,0,0,0,1,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,2,2,0,0,0,0.09,1,100.0,0,1,0,2,0,0,0,2,180,0,,0,0,0,0,0.0,0,0,0,0,2,0,0,6.65,0,0,0,2,1,3,0,1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,3,0,0,2,100.0,4,1,33,34,13.3,0,0,49,0,0,0,Andriy Lunin,Real Madrid,857574,2829,Goalkeepers
7,0,0.0,3,17,37.78,9,22,31,52.54,0,0.0,0,2,0,0,0,0,16,0,0,0,1,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,3,3,0,0,0,-0.29,0,0.0,0,2,0,28,0,0,0,2,180,0,,0,0,0,0,0.0,0,0,0,0,28,0,0,6.55,0,0,1,1,2,3,0,1,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,16,0,0,0,0.0,45,34,25,59,13.1,0,0,71,0,0,0,Mathew Ryan,FC København,134029,1284,Goalkeepers
22,0,0.0,0,37,77.08,7,120,127,90.71,1,100.0,0,5,0,0,0,0,31,0,0,0,0,2,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,10,9,1,0,0,0.17,0,0.0,0,0,0,13,0,0,0,5,450,0,,0,0,0,0,0.0,0,0,0,0,13,0,2,6.54,0,0,0,8,4,13,1,2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,29,0,0,1,100.0,48,10,130,140,32.7,0,0,177,0,0,0,Marc-André Ter Stegen,FC Barcelona,88625,2817,Goalkeepers
16,0,0.0,1,22,26.51,5,121,126,66.32,0,0.0,1,5,0,0,0,0,51,0,0,0,2,6,5,1,1,0,0,1,1,0,0.0,0.0,1,0,0.0,0,0,0,5,5,0,0,0,1.05,0,0.0,0,7,0,64,0,0,0,5,383,0,,0,0,0,0,0.0,1,0,0,0,66,0,2,6.52,1,0,2,14,2,17,0,3,0.0,0.0,0,0,0,0,0,0,0.0,2,0,0,0.0,0,69,0,0,0,0.0,83,49,141,190,32.6,0,1,252,0,0,0,Antonio Adán,Sporting CP,59623,3001,Goalkeepers
0,0,0.0,1,2,50.0,1,19,20,90.91,0,0.0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,-0.14,0,0.0,0,1,0,2,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,2,0,0,6.5,0,0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0.0,4,3,19,22,6.5,0,0,27,0,0,0,Edouard Mendy,Chelsea,845074,38,Goalkeepers
5,0,0.0,0,6,37.5,1,15,16,61.54,1,100.0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0,0.0,0,0,0.0,0,0,0,4,4,0,0,0,-1.54,0,0.0,0,0,0,10,0,0,0,1,90,0,,0,0,0,0,0.0,0,0,0,0,10,0,0,6.5,0,0,1,2,3,5,0,3,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,11,0,0,1,50.0,16,6,20,26,6.5,0,0,37,0,0,0,Jon McLaughlin,Rangers,42691,2351,Goalkeepers
17,0,0.0,3,30,25.64,13,145,158,62.7,0,0.0,0,6,0,0,0,0,46,0,0,0,1,5,6,0,0,0,0,0,1,1,0.0,0.0,0,0,0.0,0,0,0,16,16,0,0,0,-1.41,0,0.0,0,4,0,94,0,0,0,6,540,0,,0,0,0,0,0.0,2,0,0,0,96,0,0,6.47,0,0,1,13,8,21,0,2,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,0,53,0,0,0,0.0,117,66,186,252,38.8,0,0,316,0,0,0,Remko Pasveer,AFC Ajax,2622,2953,Goalkeepers
8,0,0.0,14,42,46.67,34,42,76,61.29,0,0.0,0,5,0,0,0,0,36,0,0,0,0,4,5,0,0,0,0,0,0,0,0.01,0.0,0,0,0.0,0,0,0,19,18,1,0,0,0.15,0,0.0,0,2,0,48,0,0,0,5,450,0,,0,0,0,0,0.0,0,0,0,0,49,0,2,6.44,0,0,3,15,8,23,0,6,0.0,0.0,0,0,0,0,0,0,0.0,3,0,0,0.0,0,12,0,0,0,0.0,90,73,51,124,32.2,0,0,170,0,0,0,Jindřich Staněk,FC Viktoria Plzeň,280601,4502,Goalkeepers
