season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
2022-2023,Liverpool 2022 2023,2022-10-04,Champions Lg,Sctrangers,2022-10-04_champions_lg_sctrangers_goalkeeper_stats.csv,707b3173,https://fbref.com/en/matches/707b3173/Liverpool-Rangers-October-4-2022-Champions-League,2022-10-04,Champions Lg,Group stage,Home,sctRangers,W,2022-10-04_champions_lg_sctrangers,Liverpool,Alisson,br BRA,30-002,90,1,0,1,100.0
2022-2023,Liverpool 2022 2023,2022-10-09,Premier League,Arsenal,2022-10-09_premier_league_arsenal_goalkeeper_stats.csv,84a48413,https://fbref.com/en/matches/84a48413/Arsenal-Liverpool-October-9-2022-Premier-League,2022-10-09,Premier League,Matchweek 10,Away,Arsenal,L,2022-10-09_premier_league_arsenal,Liverpool,Alisson,br BRA,30-007,90,6,3,4,66.7
2022-2023,Liverpool 2022 2023,2022-10-12,Champions Lg,Sctrangers,2022-10-12_champions_lg_sctrangers_goalkeeper_stats.csv,b79490f8,https://fbref.com/en/matches/b79490f8/Rangers-Liverpool-October-12-2022-Champions-League,2022-10-12,Champions Lg,Group stage,Away,sctRangers,W,2022-10-12_champions_lg_sctrangers,Liverpool,Alisson,br BRA,30-010,90,2,1,1,50.0
2022-2023,Liverpool 2022 2023,2022-10-16,Premier League,Manchester City,2022-10-16_premier_league_manchester_city_goalkeeper_stats.csv,2ed4b79f,https://fbref.com/en/matches/2ed4b79f/Liverpool-Manchester-City-October-16-2022-Premier-League,2022-10-16,Premier League,Matchweek 11,Home,Manchester City,W,2022-10-16_premier_league_manchester_city,Liverpool,Alisson,br BRA,30-014,90,6,0,6,100.0
2022-2023,Liverpool 2022 2023,2022-10-19,Premier League,West Ham United,2022-10-19_premier_league_west_ham_united_goalkeeper_stats.csv,dba5c5ec,https://fbref.com/en/matches/dba5c5ec/Liverpool-West-Ham-United-October-19-2022-Premier-League,2022-10-19,Premier League,Matchweek 12,Home,West Ham United,W,2022-10-19_premier_league_west_ham_united,Liverpool,Alisson,br BRA,30-017,90,1,0,2,100.0
2022-2023,Liverpool 2022 2023,2022-10-22,Premier League,Nottingham Forest,2022-10-22_premier_league_nottingham_forest_goalkeeper_stats.csv,f92b67c2,https://fbref.com/en/matches/f92b67c2/Nottingham-Forest-Liverpool-October-22-2022-Premier-League,2022-10-22,Premier League,Matchweek 13,Away,Nottingham Forest,L,2022-10-22_premier_league_nottingham_forest,Liverpool,Alisson,br BRA,30-020,90,7,1,6,85.7
2022-2023,Liverpool 2022 2023,2022-10-26,Champions Lg,Nlajax,2022-10-26_champions_lg_nlajax_goalkeeper_stats.csv,d88e832b,https://fbref.com/en/matches/d88e832b/Ajax-Liverpool-October-26-2022-Champions-League,2022-10-26,Champions Lg,Group stage,Away,nlAjax,W,2022-10-26_champions_lg_nlajax,Liverpool,Alisson,br BRA,30-024,90,1,0,1,100.0
2022-2023,Liverpool 2022 2023,2022-10-29,Premier League,Leeds United,2022-10-29_premier_league_leeds_united_goalkeeper_stats.csv,b5b1e744,https://fbref.com/en/matches/b5b1e744/Liverpool-Leeds-United-October-29-2022-Premier-League,2022-10-29,Premier League,Matchweek 14,Home,Leeds United,L,2022-10-29_premier_league_leeds_united,Liverpool,Alisson,br BRA,30-027,90,6,2,4,66.7
2022-2023,Liverpool 2022 2023,2022-11-01,Champions Lg,Itnapoli,2022-11-01_champions_lg_itnapoli_goalkeeper_stats.csv,91efb39a,https://fbref.com/en/matches/91efb39a/Liverpool-Napoli-November-1-2022-Champions-League,2022-11-01,Champions Lg,Group stage,Home,itNapoli,W,2022-11-01_champions_lg_itnapoli,Liverpool,Alisson,br BRA,30-030,90,2,0,2,100.0
2022-2023,Liverpool 2022 2023,2022-11-06,Premier League,Tottenham Hotspur,2022-11-06_premier_league_tottenham_hotspur_goalkeeper_stats.csv,2954504d,https://fbref.com/en/matches/2954504d/Tottenham-Hotspur-Liverpool-November-6-2022-Premier-League,2022-11-06,Premier League,Matchweek 15,Away,Tottenham Hotspur,W,2022-11-06_premier_league_tottenham_hotspur,Liverpool,Alisson,br BRA,30-035,90,5,1,4,80.0
2022-2023,Liverpool 2022 2023,2022-11-09,Efl Cup,Derby County,2022-11-09_efl_cup_derby_county_goalkeeper_stats.csv,d2166577,https://fbref.com/en/matches/d2166577/Liverpool-Derby-County-November-9-2022-EFL-Cup,2022-11-09,EFL Cup,Third round,Home,Derby County,D,2022-11-09_efl_cup_derby_county,Liverpool,Caoimhín Kelleher,ie IRL,23-351,120,3,0,3,100.0
2022-2023,Liverpool 2022 2023,2022-11-12,Premier League,Southampton,2022-11-12_premier_league_southampton_goalkeeper_stats.csv,1579d34b,https://fbref.com/en/matches/1579d34b/Liverpool-Southampton-November-12-2022-Premier-League,2022-11-12,Premier League,Matchweek 16,Home,Southampton,W,2022-11-12_premier_league_southampton,Liverpool,Alisson,br BRA,30-041,90,5,1,4,80.0
2022-2023,Liverpool 2022 2023,2022-12-22,Efl Cup,Manchester City,2022-12-22_efl_cup_manchester_city_goalkeeper_stats.csv,b8a0c4f1,https://fbref.com/en/matches/b8a0c4f1/Manchester-City-Liverpool-December-22-2022-EFL-Cup,2022-12-22,EFL Cup,Fourth round,Away,Manchester City,L,2022-12-22_efl_cup_manchester_city,Liverpool,Caoimhín Kelleher,ie IRL,24-029,90,8,3,5,62.5
2022-2023,Liverpool 2022 2023,2022-12-26,Premier League,Aston Villa,2022-12-26_premier_league_aston_villa_goalkeeper_stats.csv,ab7d4465,https://fbref.com/en/matches/ab7d4465/Aston-Villa-Liverpool-December-26-2022-Premier-League,2022-12-26,Premier League,Matchweek 17,Away,Aston Villa,W,2022-12-26_premier_league_aston_villa,Liverpool,Alisson,br BRA,30-085,90,6,1,5,83.3
2022-2023,Liverpool 2022 2023,2022-12-30,Premier League,Leicester City,2022-12-30_premier_league_leicester_city_goalkeeper_stats.csv,c5e4ccf5,https://fbref.com/en/matches/c5e4ccf5/Liverpool-Leicester-City-December-30-2022-Premier-League,2022-12-30,Premier League,Matchweek 18,Home,Leicester City,W,2022-12-30_premier_league_leicester_city,Liverpool,Alisson,br BRA,30-089,90,2,1,1,50.0
2022-2023,Liverpool 2022 2023,2023-01-02,Premier League,Brentford,2023-01-02_premier_league_brentford_goalkeeper_stats.csv,af6aa183,https://fbref.com/en/matches/af6aa183/Brentford-Liverpool-January-2-2023-Premier-League,2023-01-02,Premier League,Matchweek 19,Away,Brentford,L,2023-01-02_premier_league_brentford,Liverpool,Alisson,br BRA,30-092,90,8,3,5,62.5
2022-2023,Liverpool 2022 2023,2023-01-07,Fa Cup,Wolves,2023-01-07_fa_cup_wolves_goalkeeper_stats.csv,5e06a7e4,https://fbref.com/en/matches/5e06a7e4/Liverpool-Wolverhampton-Wanderers-January-7-2023-FA-Cup,2023-01-07,FA Cup,Third round proper,Home,Wolves,D,2023-01-07_fa_cup_wolves,Liverpool,Alisson,br BRA,30-097,90,5,2,3,60.0
2022-2023,Liverpool 2022 2023,2023-01-14,Premier League,Brighton,2023-01-14_premier_league_brighton_goalkeeper_stats.csv,cfc2a193,https://fbref.com/en/matches/cfc2a193/Brighton-and-Hove-Albion-Liverpool-January-14-2023-Premier-League,2023-01-14,Premier League,Matchweek 20,Away,Brighton,L,2023-01-14_premier_league_brighton,Liverpool,Alisson,br BRA,30-104,90,8,3,5,62.5
2022-2023,Liverpool 2022 2023,2023-01-17,Fa Cup,Wolves,2023-01-17_fa_cup_wolves_goalkeeper_stats.csv,fb6d14cd,https://fbref.com/en/matches/fb6d14cd/Wolverhampton-Wanderers-Liverpool-January-17-2023-FA-Cup,2023-01-17,FA Cup,Third round proper,Away,Wolves,W,2023-01-17_fa_cup_wolves,Liverpool,Caoimhín Kelleher,ie IRL,24-055,90,2,0,2,100.0
2022-2023,Liverpool 2022 2023,2023-01-21,Premier League,Chelsea,2023-01-21_premier_league_chelsea_goalkeeper_stats.csv,7febc290,https://fbref.com/en/matches/7febc290/Liverpool-Chelsea-January-21-2023-Premier-League,2023-01-21,Premier League,Matchweek 21,Home,Chelsea,D,2023-01-21_premier_league_chelsea,Liverpool,Alisson,br BRA,30-111,90,2,0,2,100.0
2022-2023,Liverpool 2022 2023,2023-01-29,Fa Cup,Brighton,2023-01-29_fa_cup_brighton_goalkeeper_stats.csv,1583bba4,https://fbref.com/en/matches/1583bba4/Brighton-and-Hove-Albion-Liverpool-January-29-2023-FA-Cup,2023-01-29,FA Cup,Fourth round proper,Away,Brighton,L,2023-01-29_fa_cup_brighton,Liverpool,Alisson,br BRA,30-119,90,5,2,3,60.0
2022-2023,Liverpool 2022 2023,2023-02-04,Premier League,Wolves,2023-02-04_premier_league_wolves_goalkeeper_stats.csv,d67a16c8,https://fbref.com/en/matches/d67a16c8/Wolverhampton-Wanderers-Liverpool-February-4-2023-Premier-League,2023-02-04,Premier League,Matchweek 22,Away,Wolves,L,2023-02-04_premier_league_wolves,Liverpool,Alisson,br BRA,30-125,90,6,3,3,50.0
2022-2023,Liverpool 2022 2023,2023-02-13,Premier League,Everton,2023-02-13_premier_league_everton_goalkeeper_stats.csv,a895ec23,https://fbref.com/en/matches/a895ec23/Merseyside-Derby-Liverpool-Everton-February-13-2023-Premier-League,2023-02-13,Premier League,Matchweek 23,Home,Everton,W,2023-02-13_premier_league_everton,Liverpool,Alisson,br BRA,30-134,90,1,0,1,100.0
2022-2023,Liverpool 2022 2023,2023-02-18,Premier League,Newcastle United,2023-02-18_premier_league_newcastle_united_goalkeeper_stats.csv,2f909763,https://fbref.com/en/matches/2f909763/Newcastle-United-Liverpool-February-18-2023-Premier-League,2023-02-18,Premier League,Matchweek 24,Away,Newcastle United,W,2023-02-18_premier_league_newcastle_united,Liverpool,Alisson,br BRA,30-139,90,4,0,4,100.0
2022-2023,Liverpool 2022 2023,2023-02-21,Champions Lg,Esreal Madrid,2023-02-21_champions_lg_esreal_madrid_goalkeeper_stats.csv,f01e8736,https://fbref.com/en/matches/f01e8736/Liverpool-Real-Madrid-February-21-2023-Champions-League,2023-02-21,Champions Lg,Round of 16,Home,esReal Madrid,L,2023-02-21_champions_lg_esreal_madrid,Liverpool,Alisson,br BRA,30-142,90,6,5,1,16.7
2022-2023,Liverpool 2022 2023,2023-02-25,Premier League,Crystal Palace,2023-02-25_premier_league_crystal_palace_goalkeeper_stats.csv,8a59c49c,https://fbref.com/en/matches/8a59c49c/Crystal-Palace-Liverpool-February-25-2023-Premier-League,2023-02-25,Premier League,Matchweek 25,Away,Crystal Palace,D,2023-02-25_premier_league_crystal_palace,Liverpool,Alisson,br BRA,30-146,90,0,0,0,
2022-2023,Liverpool 2022 2023,2023-03-01,Premier League,Wolves,2023-03-01_premier_league_wolves_goalkeeper_stats.csv,5e05f5f4,https://fbref.com/en/matches/5e05f5f4/Liverpool-Wolverhampton-Wanderers-March-1-2023-Premier-League,2023-03-01,Premier League,Matchweek 7,Home,Wolves,W,2023-03-01_premier_league_wolves,Liverpool,Alisson,br BRA,30-150,90,1,0,1,100.0
2022-2023,Liverpool 2022 2023,2023-03-05,Premier League,Manchester Utd,2023-03-05_premier_league_manchester_utd_goalkeeper_stats.csv,inf,https://fbref.com/en/matches/756e8036/North-West-Derby-Liverpool-Manchester-United-March-5-2023-Premier-League,2023-03-05,Premier League,Matchweek 26,Home,Manchester Utd,W,2023-03-05_premier_league_manchester_utd,Liverpool,Alisson,br BRA,30-154,90,4,0,4,100.0
2022-2023,Liverpool 2022 2023,2023-03-11,Premier League,Bournemouth,2023-03-11_premier_league_bournemouth_goalkeeper_stats.csv,d376dff8,https://fbref.com/en/matches/d376dff8/Bournemouth-Liverpool-March-11-2023-Premier-League,2023-03-11,Premier League,Matchweek 27,Away,Bournemouth,L,2023-03-11_premier_league_bournemouth,Liverpool,Alisson,br BRA,30-160,90,2,1,1,50.0
2022-2023,Liverpool 2022 2023,2023-03-15,Champions Lg,Esreal Madrid,2023-03-15_champions_lg_esreal_madrid_goalkeeper_stats.csv,a03780a0,https://fbref.com/en/matches/a03780a0/Real-Madrid-Liverpool-March-15-2023-Champions-League,2023-03-15,Champions Lg,Round of 16,Away,esReal Madrid,L,2023-03-15_champions_lg_esreal_madrid,Liverpool,Alisson,br BRA,30-164,90,7,1,6,85.7
2022-2023,Liverpool 2022 2023,2023-04-01,Premier League,Manchester City,2023-04-01_premier_league_manchester_city_goalkeeper_stats.csv,40966f45,https://fbref.com/en/matches/40966f45/Manchester-City-Liverpool-April-1-2023-Premier-League,2023-04-01,Premier League,Matchweek 29,Away,Manchester City,L,2023-04-01_premier_league_manchester_city,Liverpool,Alisson,br BRA,30-181,90,8,4,4,50.0
2022-2023,Liverpool 2022 2023,2023-04-04,Premier League,Chelsea,2023-04-04_premier_league_chelsea_goalkeeper_stats.csv,inf,https://fbref.com/en/matches/1028e683/Chelsea-Liverpool-April-4-2023-Premier-League,2023-04-04,Premier League,Matchweek 8,Away,Chelsea,D,2023-04-04_premier_league_chelsea,Liverpool,Alisson,br BRA,30-184,90,2,0,2,100.0
2022-2023,Liverpool 2022 2023,2023-04-09,Premier League,Arsenal,2023-04-09_premier_league_arsenal_goalkeeper_stats.csv,f3774baa,https://fbref.com/en/matches/f3774baa/Liverpool-Arsenal-April-9-2023-Premier-League,2023-04-09,Premier League,Matchweek 30,Home,Arsenal,D,2023-04-09_premier_league_arsenal,Liverpool,Alisson,br BRA,30-189,90,5,2,3,60.0
2022-2023,Liverpool 2022 2023,2023-04-17,Premier League,Leeds United,2023-04-17_premier_league_leeds_united_goalkeeper_stats.csv,fd3d05f5,https://fbref.com/en/matches/fd3d05f5/Leeds-United-Liverpool-April-17-2023-Premier-League,2023-04-17,Premier League,Matchweek 31,Away,Leeds United,W,2023-04-17_premier_league_leeds_united,Liverpool,Alisson,br BRA,30-197,90,3,1,2,66.7
2022-2023,Liverpool 2022 2023,2023-04-22,Premier League,Nottingham Forest,2023-04-22_premier_league_nottingham_forest_goalkeeper_stats.csv,99bfc321,https://fbref.com/en/matches/99bfc321/Liverpool-Nottingham-Forest-April-22-2023-Premier-League,2023-04-22,Premier League,Matchweek 32,Home,Nottingham Forest,W,2023-04-22_premier_league_nottingham_forest,Liverpool,Alisson,br BRA,30-202,90,5,2,3,60.0
2022-2023,Liverpool 2022 2023,2023-04-26,Premier League,West Ham United,2023-04-26_premier_league_west_ham_united_goalkeeper_stats.csv,f2f795ae,https://fbref.com/en/matches/f2f795ae/West-Ham-United-Liverpool-April-26-2023-Premier-League,2023-04-26,Premier League,Matchweek 33,Away,West Ham United,W,2023-04-26_premier_league_west_ham_united,Liverpool,Alisson,br BRA,30-206,90,2,1,1,50.0
2022-2023,Liverpool 2022 2023,2023-04-30,Premier League,Tottenham Hotspur,2023-04-30_premier_league_tottenham_hotspur_goalkeeper_stats.csv,e07267b3,https://fbref.com/en/matches/e07267b3/Liverpool-Tottenham-Hotspur-April-30-2023-Premier-League,2023-04-30,Premier League,Matchweek 34,Home,Tottenham Hotspur,W,2023-04-30_premier_league_tottenham_hotspur,Liverpool,Alisson,br BRA,30-210,90,6,3,3,50.0
2022-2023,Liverpool 2022 2023,2023-05-03,Premier League,Fulham,2023-05-03_premier_league_fulham_goalkeeper_stats.csv,24fb8eca,https://fbref.com/en/matches/24fb8eca/Liverpool-Fulham-May-3-2023-Premier-League,2023-05-03,Premier League,Matchweek 28,Home,Fulham,W,2023-05-03_premier_league_fulham,Liverpool,Alisson,br BRA,30-213,90,3,0,3,100.0
2022-2023,Liverpool 2022 2023,2023-05-06,Premier League,Brentford,2023-05-06_premier_league_brentford_goalkeeper_stats.csv,6e2d1c8c,https://fbref.com/en/matches/6e2d1c8c/Liverpool-Brentford-May-6-2023-Premier-League,2023-05-06,Premier League,Matchweek 35,Home,Brentford,W,2023-05-06_premier_league_brentford,Liverpool,Alisson,br BRA,30-216,90,2,0,1,100.0
2022-2023,Liverpool 2022 2023,2023-05-15,Premier League,Leicester City,2023-05-15_premier_league_leicester_city_goalkeeper_stats.csv,7dd0fbd7,https://fbref.com/en/matches/7dd0fbd7/Leicester-City-Liverpool-May-15-2023-Premier-League,2023-05-15,Premier League,Matchweek 36,Away,Leicester City,W,2023-05-15_premier_league_leicester_city,Liverpool,Alisson,br BRA,30-225,90,4,0,4,100.0
2022-2023,Liverpool 2022 2023,2023-05-20,Premier League,Aston Villa,2023-05-20_premier_league_aston_villa_goalkeeper_stats.csv,72646bde,https://fbref.com/en/matches/72646bde/Liverpool-Aston-Villa-May-20-2023-Premier-League,2023-05-20,Premier League,Matchweek 37,Home,Aston Villa,D,2023-05-20_premier_league_aston_villa,Liverpool,Alisson,br BRA,30-230,90,3,1,2,66.7
2022-2023,Liverpool 2022 2023,2023-05-28,Premier League,Southampton,2023-05-28_premier_league_southampton_goalkeeper_stats.csv,8e5c6ea7,https://fbref.com/en/matches/8e5c6ea7/Southampton-Liverpool-May-28-2023-Premier-League,2023-05-28,Premier League,Matchweek 38,Away,Southampton,D,2023-05-28_premier_league_southampton,Liverpool,Caoimhín Kelleher,ie IRL,24-186,90,10,4,6,60.0
