team,appearances,minutesPlayed,tackles,interceptions,clearances,aerialDuelsWon,groundDuelsWon,blockedShots,errorLeadToGoal,rating
AC Sparta Praha,8,720,0,0,11,3,1,0,1,7.08
AS Monaco,8,720,0,0,5,3,2,0,2,7.06
GNK Dinamo Zagreb,3,270,0,1,6,1,1,0,0,7.03
FC Bayern München,1,90,0,0,2,1,0,0,0,7.0
Milan,1,39,0,0,1,0,0,0,0,7.0
RB Leipzig,2,180,0,0,1,0,2,0,0,7.0
PSV Eindhoven,11,1020,0,0,10,5,3,0,3,6.99
Feyenoord,11,954,0,0,10,3,5,0,1,6.99
Borussia Dortmund,13,1170,0,1,13,1,0,0,2,6.98
Manchester City,2,180,0,0,1,0,0,0,0,6.95
Benfica,12,1080,1,0,9,3,3,0,3,6.95
Juventus,8,719,0,0,3,2,0,0,1,6.94
SK Sturm Graz,2,180,0,0,0,1,1,0,0,6.9
Red Bull Salzburg,4,336,0,0,5,1,0,0,1,6.85
Manchester City,8,720,0,0,10,0,0,0,1,6.85
Atalanta,9,810,0,1,13,3,0,0,0,6.83
FC Bayern München,4,302,0,0,6,2,0,0,0,6.8
GNK Dinamo Zagreb,5,450,0,0,5,1,0,0,1,6.72
PSV Eindhoven,1,90,0,0,1,0,0,0,0,6.7
RB Leipzig,6,540,0,0,7,1,0,0,1,6.7
FC Bayern München,10,823,0,0,3,1,1,0,1,6.7
Bayer 04 Leverkusen,6,540,0,0,1,0,1,0,1,6.65
Atalanta,1,90,0,0,1,0,0,0,0,6.6
FC Barcelona,5,450,0,0,9,0,0,0,0,6.6
FC Bayern München,1,45,0,0,0,0,0,0,0,6.4
AS Monaco,2,180,1,0,1,1,2,0,0,6.4
BSC Young Boys,4,360,1,0,1,0,2,0,1,6.4
VfB Stuttgart,7,630,1,0,2,1,1,0,3,6.39
VfB Stuttgart,1,90,0,0,1,0,2,0,0,6.3
FK Crvena zvezda,3,270,0,0,1,1,0,0,0,6.27
Red Bull Salzburg,5,384,0,0,6,1,0,0,1,6.2
Arsenal,1,90,0,0,0,0,0,0,1,6.1
FK Crvena zvezda,2,180,0,0,5,0,0,0,0,5.95
Stade Brestois,1,90,0,0,2,0,0,0,0,5.8
Manchester City,7,531,18,7,5,2,35,1,0,7.75
Paris Saint-Germain,17,1541,37,16,24,8,79,11,0,7.55
Atlético Madrid,8,693,20,5,9,1,26,3,0,7.49
Borussia Dortmund,12,1080,28,12,36,11,44,0,1,7.41
Real Madrid,2,180,7,5,2,2,10,0,0,7.4
Paris Saint-Germain,16,1449,48,23,46,21,98,7,1,7.38
Lille,2,116,3,6,4,0,10,0,0,7.35
AS Monaco,6,508,12,9,42,14,21,1,1,7.33
Paris Saint-Germain,16,1440,29,6,92,42,35,1,1,7.32
Manchester City,6,364,5,1,7,8,5,0,0,7.32
Liverpool FC,9,840,6,7,21,13,8,1,0,7.31
Juventus,2,96,4,1,6,2,4,0,0,7.3
FC Bayern München,9,701,18,7,9,4,40,6,0,7.28
Benfica,12,1080,29,23,69,52,40,2,0,7.25
Atalanta,4,266,5,3,7,6,8,2,0,7.23
Liverpool FC,6,443,5,12,8,0,9,0,0,7.22
Arsenal,9,804,5,6,32,27,10,4,0,7.21
Inter,9,688,3,7,42,21,6,0,0,7.21
Liverpool FC,7,649,4,9,29,13,9,0,1,7.2
FC Bayern München,11,990,21,13,32,29,28,1,0,7.2
Milan,7,541,15,8,22,17,22,1,0,7.2
PSV Eindhoven,11,858,22,20,36,19,28,1,1,7.19
FC Barcelona,11,958,11,4,37,15,18,0,0,7.19
Celtic,10,838,28,14,32,13,46,1,0,7.19
PSV Eindhoven,11,912,16,19,38,11,23,4,0,7.18
Bayer 04 Leverkusen,5,360,7,7,9,11,10,1,0,7.18
Stade Brestois,2,180,4,3,12,6,8,0,0,7.15
Inter,12,910,11,14,52,18,14,0,0,7.13
FC Bayern München,11,785,18,8,12,12,31,0,0,7.13
Milan,5,343,5,2,23,5,6,2,0,7.12
Benfica,7,500,15,12,13,16,23,1,0,7.11
Bologna,7,530,16,8,21,13,19,1,0,7.11
Atalanta,8,618,30,8,15,7,44,2,0,7.11
Lille,10,900,11,9,43,20,31,1,0,7.11
Borussia Dortmund,12,747,23,16,28,12,34,2,0,7.1
Shakhtar Donetsk,2,162,5,1,7,0,10,0,0,7.1
SK Sturm Graz,5,450,10,7,16,2,15,0,0,7.08
Stade Brestois,4,256,8,5,12,1,12,0,0,7.08
Liverpool FC,8,551,6,5,17,1,10,1,0,7.08
Manchester City,8,646,5,3,13,5,9,1,0,7.08
Girona FC,6,540,10,4,10,1,27,3,0,7.07
VfB Stuttgart,8,705,31,5,19,3,48,1,1,7.06
Manchester City,10,814,15,10,20,11,23,3,2,7.06
Sporting CP,7,488,11,2,18,8,19,2,0,7.06
Bayer 04 Leverkusen,9,774,19,9,21,18,26,1,0,7.06
Juventus,9,801,7,17,36,9,21,1,1,7.06
Bayer 04 Leverkusen,9,669,7,5,26,18,12,1,0,7.06
Paris Saint-Germain,17,1542,27,20,72,35,34,0,0,7.05
Arsenal,8,430,13,8,11,5,19,0,0,7.05
GNK Dinamo Zagreb,6,540,21,4,45,7,26,1,1,7.05
FC Bayern München,13,1074,21,21,41,32,25,1,2,7.04
AS Monaco,9,781,23,15,19,7,41,0,0,7.03
Borussia Dortmund,12,940,28,16,33,12,48,0,1,7.03
Bologna,4,236,14,5,7,5,20,0,0,7.03
Manchester City,4,286,1,1,7,5,1,0,0,7.03
FC Bayern München,6,301,4,1,12,9,5,2,0,7.02
Benfica,10,900,20,20,17,7,42,4,0,7.02
Sporting CP,5,221,19,11,11,4,22,0,0,7.02
Aston Villa,11,990,11,10,17,11,31,3,0,7.02
FC Barcelona,13,1106,14,7,38,13,28,1,0,7.02
Atlético Madrid,8,750,15,6,43,17,19,0,0,7.01
Stade Brestois,8,720,13,8,19,3,26,1,0,7.01
Atalanta,9,678,9,6,28,15,11,0,0,7.01
Club Brugge KV,12,1079,26,13,11,8,38,3,0,7.01
Atalanta,9,639,13,9,9,9,22,1,0,7.0
Girona FC,5,389,5,3,14,3,5,0,0,7.0
Milan,1,27,4,0,3,1,4,0,0,7.0
Bologna,8,647,7,6,22,14,13,0,0,6.99
VfB Stuttgart,7,622,14,11,16,11,20,1,1,6.99
Arsenal,13,852,24,13,11,14,51,2,0,6.98
Bologna,5,371,7,1,10,6,15,1,0,6.98
Manchester City,9,639,11,4,5,2,21,1,1,6.98
Inter,14,1077,26,9,36,7,50,1,0,6.97
Bayer 04 Leverkusen,10,900,6,10,32,17,10,2,1,6.97
FC Bayern München,6,422,11,4,7,9,16,2,1,6.97
Club Brugge KV,12,1080,21,22,56,23,25,2,0,6.97
FC Bayern München,3,102,3,0,1,0,5,0,0,6.97
Celtic,6,370,8,5,23,17,9,0,0,6.96
Inter,9,770,6,13,50,12,8,0,0,6.96
Aston Villa,6,485,5,4,17,8,7,1,0,6.95
Lille,9,623,15,10,24,11,26,1,0,6.94
Stade Brestois,9,810,22,10,54,28,32,1,1,6.94
PSV Eindhoven,10,829,22,6,22,8,36,2,0,6.94
Celtic,7,609,11,7,19,20,12,1,0,6.93
Arsenal,11,990,17,10,45,18,25,1,1,6.93
Aston Villa,9,678,10,4,19,7,14,0,0,6.92
Arsenal,10,566,6,3,7,1,33,0,0,6.92
Aston Villa,10,384,15,5,11,5,24,0,0,6.92
Arsenal,6,193,0,1,1,5,0,2,0,6.92
Girona FC,6,435,8,6,11,3,20,3,0,6.92
Red Bull Salzburg,7,630,14,5,12,4,39,2,0,6.91
VfB Stuttgart,8,646,9,10,30,24,16,3,0,6.91
Juventus,8,646,8,7,15,3,12,1,1,6.91
FC Bayern München,9,527,5,5,2,3,8,1,0,6.91
GNK Dinamo Zagreb,3,225,11,2,6,1,14,1,0,6.9
Bayer 04 Leverkusen,10,796,6,5,11,2,25,4,0,6.9
Paris Saint-Germain,1,18,1,1,1,0,1,0,0,6.9
Juventus,2,102,0,1,4,3,1,0,0,6.9
Atlético Madrid,2,112,5,1,3,1,5,0,0,6.9
Bayer 04 Leverkusen,2,128,3,2,6,3,4,0,0,6.9
Celtic,3,66,4,2,2,1,6,0,0,6.9
Milan,6,411,3,6,21,10,5,0,1,6.9
Real Madrid,4,282,3,5,5,6,6,0,0,6.9
Juventus,2,210,2,0,16,13,5,1,0,6.9
Feyenoord,3,244,16,1,5,0,23,1,0,6.9
Shakhtar Donetsk,3,210,12,3,2,0,23,1,0,6.9
AS Monaco,10,855,21,18,38,20,22,2,0,6.89
Celtic,10,818,22,9,49,18,27,1,0,6.89
FC Barcelona,8,446,9,8,17,3,16,0,0,6.89
Girona FC,7,630,8,5,17,7,14,0,0,6.89
Real Madrid,13,1188,13,5,55,17,15,2,0,6.88
Feyenoord,12,1080,12,16,48,9,17,5,0,6.88
Liverpool FC,4,124,2,2,9,3,2,0,0,6.88
Milan,4,282,5,3,9,2,7,0,0,6.88
Borussia Dortmund,5,282,4,2,10,1,4,0,0,6.88
Bayer 04 Leverkusen,7,277,9,6,5,2,10,0,0,6.87
Atalanta,6,300,4,3,8,4,6,1,0,6.87
RB Leipzig,8,720,17,10,28,19,23,1,0,6.86
Milan,10,861,14,7,17,11,28,5,0,6.86
VfB Stuttgart,7,545,14,6,9,7,28,3,0,6.86
Sporting CP,8,568,11,7,8,3,17,1,1,6.85
Red Bull Salzburg,4,152,8,7,5,0,11,0,0,6.85
Atlético Madrid,6,452,11,9,9,0,30,0,0,6.85
AC Sparta Praha,7,562,4,11,31,17,6,1,0,6.84
FC Barcelona,8,520,12,2,35,22,13,1,1,6.84
Atalanta,8,710,10,10,22,18,20,0,1,6.84
Aston Villa,8,515,14,5,10,6,25,4,0,6.84
SK Sturm Graz,3,188,4,4,10,0,7,0,0,6.83
Liverpool FC,4,229,1,4,11,3,2,0,0,6.83
Aston Villa,9,748,12,6,19,7,20,1,0,6.83
Liverpool FC,8,581,14,8,4,1,19,5,0,6.83
Lille,4,228,6,3,4,4,10,0,0,6.83
Milan,5,314,10,4,15,2,14,2,0,6.83
Inter,13,705,7,12,39,17,18,1,0,6.82
Feyenoord,9,551,9,11,6,5,24,2,0,6.82
FC Barcelona,10,804,8,5,7,2,36,1,0,6.82
Celtic,5,209,8,2,8,3,14,0,0,6.82
Lille,10,855,8,10,35,12,18,0,0,6.82
Milan,7,564,10,6,17,4,15,0,0,6.81
Feyenoord,9,658,13,11,35,15,16,2,0,6.81
Arsenal,10,774,15,3,15,11,18,2,0,6.81
Benfica,11,927,38,12,31,12,44,0,0,6.81
ŠK Slovan Bratislava,5,450,7,10,30,1,20,0,0,6.8
RB Leipzig,4,266,7,2,7,2,11,1,0,6.8
Club Brugge KV,1,32,1,2,1,0,3,0,0,6.8
PSV Eindhoven,1,19,1,1,0,0,1,0,0,6.8
BSC Young Boys,6,497,9,8,23,7,14,0,1,6.8
Atlético Madrid,7,630,6,5,23,7,10,0,1,6.8
Stade Brestois,8,620,6,13,22,7,25,2,0,6.8
Aston Villa,4,312,3,2,12,7,4,0,0,6.8
Benfica,3,155,10,1,2,0,13,1,0,6.8
Manchester City,1,90,1,1,3,0,2,0,0,6.8
Sporting CP,8,440,8,3,13,5,10,1,0,6.8
FC Barcelona,2,48,3,1,2,0,4,0,0,6.8
Lille,8,428,9,2,2,1,13,0,0,6.79
Borussia Dortmund,10,590,14,8,26,9,27,0,0,6.79
GNK Dinamo Zagreb,6,465,9,5,18,3,13,0,0,6.78
Liverpool FC,5,281,10,1,4,4,17,0,0,6.78
Club Brugge KV,10,767,22,10,29,4,27,0,0,6.78
FK Crvena zvezda,5,371,14,5,6,2,20,0,0,6.78
Bologna,5,303,11,3,7,6,13,0,0,6.78
Inter,13,660,9,4,22,17,17,2,0,6.78
Bologna,4,218,3,2,8,5,6,0,0,6.78
Juventus,4,231,10,2,6,2,12,0,0,6.78
Feyenoord,11,723,9,5,15,3,13,0,0,6.76
RB Leipzig,5,378,5,2,20,6,12,0,0,6.76
Club Brugge KV,12,1048,7,12,67,13,13,0,0,6.76
Manchester City,7,450,5,6,11,9,5,0,0,6.76
SK Sturm Graz,7,627,23,6,36,7,32,1,0,6.76
Benfica,9,730,5,7,60,19,6,0,1,6.76
Sporting CP,10,625,17,6,12,3,43,1,0,6.75
RB Leipzig,4,268,1,1,20,4,3,0,0,6.75
Arsenal,5,119,2,0,1,0,4,0,0,6.75
Shakhtar Donetsk,6,447,8,16,16,5,17,0,1,6.75
Real Madrid,10,757,12,3,24,5,22,0,0,6.74
AC Sparta Praha,5,302,6,3,8,5,10,1,0,6.74
FK Crvena zvezda,8,720,10,11,25,9,16,0,0,6.74
Stade Brestois,8,642,9,10,29,4,16,1,0,6.74
Lille,9,489,7,6,15,1,24,0,0,6.73
Sporting CP,3,239,5,3,9,1,7,3,0,6.73
Paris Saint-Germain,4,140,2,2,2,2,2,0,0,6.73
Arsenal,9,345,4,3,6,4,6,0,0,6.73
Real Madrid,9,262,8,7,5,2,10,0,0,6.73
Shakhtar Donetsk,8,720,5,13,40,12,5,0,0,6.73
Atlético Madrid,5,232,2,1,11,5,4,0,0,6.73
AS Monaco,6,477,8,10,32,15,12,0,2,6.72
GNK Dinamo Zagreb,8,650,12,9,20,4,21,1,0,6.7
GNK Dinamo Zagreb,8,535,20,5,14,2,30,0,0,6.7
FC Barcelona,1,10,0,0,0,1,0,0,0,6.7
Girona FC,1,90,2,0,6,0,4,0,0,6.7
ŠK Slovan Bratislava,1,12,1,0,2,0,1,0,0,6.7
Feyenoord,2,15,0,1,1,0,0,0,0,6.7
Shakhtar Donetsk,2,20,0,0,4,0,0,0,0,6.7
Real Madrid,5,176,2,1,3,1,3,0,0,6.7
PSV Eindhoven,6,417,15,12,4,1,18,0,1,6.7
ŠK Slovan Bratislava,8,709,14,15,59,10,19,1,0,6.7
Milan,7,321,6,7,4,2,10,2,0,6.7
Aston Villa,3,126,5,3,2,4,6,0,0,6.7
Real Madrid,11,888,8,3,7,2,16,0,0,6.69
RB Leipzig,6,475,10,12,10,1,17,3,1,6.68
Shakhtar Donetsk,8,720,8,6,33,10,14,2,0,6.68
BSC Young Boys,7,524,10,10,23,6,16,2,0,6.67
BSC Young Boys,3,270,4,6,15,5,7,0,0,6.67
VfB Stuttgart,4,55,1,0,3,0,1,0,0,6.67
Atlético Madrid,6,366,13,7,6,3,19,0,0,6.67
SK Sturm Graz,6,540,12,9,34,10,19,0,2,6.67
Celtic,8,576,14,8,8,7,20,1,0,6.66
ŠK Slovan Bratislava,5,283,4,7,22,6,9,0,0,6.66
FK Crvena zvezda,8,701,7,9,21,1,22,4,0,6.65
Milan,2,60,2,0,2,3,2,0,0,6.65
Feyenoord,12,825,11,6,30,8,12,0,0,6.64
RB Leipzig,3,50,2,0,5,2,2,0,0,6.63
SK Sturm Graz,6,449,7,3,25,5,11,0,0,6.63
PSV Eindhoven,6,268,5,5,13,4,5,0,0,6.63
Shakhtar Donetsk,7,465,6,4,18,7,8,2,0,6.63
Girona FC,4,324,9,6,6,2,12,0,0,6.63
Red Bull Salzburg,4,283,7,3,21,5,7,0,0,6.63
SK Sturm Graz,4,280,5,7,20,5,8,0,0,6.63
Girona FC,5,371,7,5,7,4,12,1,1,6.62
Feyenoord,5,353,11,8,16,7,13,0,0,6.62
Paris Saint-Germain,5,119,2,1,7,3,2,0,0,6.62
Feyenoord,5,281,4,2,2,2,13,1,0,6.62
Sporting CP,9,752,9,8,30,14,19,1,0,6.61
Atlético Madrid,8,426,9,6,8,3,11,0,0,6.6
FC Barcelona,1,10,1,0,0,0,1,0,0,6.6
Atalanta,1,34,1,1,1,0,1,0,0,6.6
Stade Brestois,1,84,1,0,2,1,5,0,0,6.6
ŠK Slovan Bratislava,1,11,0,0,0,0,0,0,0,6.6
Juventus,2,158,4,2,3,1,8,0,0,6.6
Bayer 04 Leverkusen,2,11,0,0,0,0,0,0,0,6.6
AC Sparta Praha,8,720,12,4,40,13,14,1,0,6.6
Juventus,7,427,7,3,8,2,10,1,0,6.6
AS Monaco,8,487,9,8,6,0,10,0,1,6.6
ŠK Slovan Bratislava,3,256,1,3,13,4,2,0,0,6.6
BSC Young Boys,8,498,13,13,22,3,18,0,0,6.6
Red Bull Salzburg,7,617,17,11,21,11,23,0,0,6.6
Atalanta,4,211,3,1,8,4,3,0,0,6.6
BSC Young Boys,1,28,0,0,2,0,0,1,0,6.6
FC Barcelona,13,981,6,11,24,21,13,1,0,6.59
PSV Eindhoven,7,334,6,4,2,1,6,0,0,6.59
RB Leipzig,8,614,6,7,9,1,12,0,0,6.58
VfB Stuttgart,5,156,4,2,3,1,4,1,0,6.58
PSV Eindhoven,5,148,4,2,9,1,6,0,0,6.58
GNK Dinamo Zagreb,7,630,9,12,40,5,10,1,0,6.57
ŠK Slovan Bratislava,8,714,18,12,35,10,27,0,0,6.56
FC Bayern München,2,33,0,0,3,0,1,0,0,6.55
FC Barcelona,2,33,1,1,2,2,1,0,0,6.55
Atalanta,2,22,0,0,0,0,0,0,0,6.55
SK Sturm Graz,5,348,3,0,17,2,4,0,0,6.54
Red Bull Salzburg,8,513,14,7,2,2,23,2,0,6.54
AS Monaco,3,60,2,1,1,0,4,1,0,6.53
PSV Eindhoven,3,222,6,6,6,1,9,1,0,6.53
Sporting CP,4,169,4,1,9,1,4,0,0,6.53
Club Brugge KV,4,81,3,3,3,0,3,0,0,6.53
VfB Stuttgart,5,131,2,2,4,1,3,0,0,6.53
Girona FC,5,415,11,6,14,4,19,0,0,6.52
Red Bull Salzburg,6,477,12,2,26,8,15,1,1,6.52
Manchester City,1,9,0,0,0,0,0,0,0,6.5
Inter,1,10,0,0,0,0,0,0,0,6.5
AC Sparta Praha,1,90,1,1,4,2,1,0,0,6.5
AC Sparta Praha,1,11,2,0,1,0,2,0,0,6.5
Club Brugge KV,2,16,0,0,1,1,0,0,0,6.5
FK Crvena zvezda,2,179,2,2,14,2,2,0,0,6.5
Red Bull Salzburg,6,401,8,5,12,4,13,0,0,6.48
Lille,5,320,7,2,4,0,9,0,0,6.46
Aston Villa,2,29,1,0,1,0,1,0,0,6.45
Sporting CP,6,289,5,4,8,0,6,0,0,6.45
AS Monaco,2,20,0,0,0,0,2,1,0,6.45
FK Crvena zvezda,7,630,11,16,33,8,21,0,2,6.43
ŠK Slovan Bratislava,8,719,20,11,25,2,36,2,0,6.43
Bologna,1,45,2,1,1,0,3,0,0,6.4
Red Bull Salzburg,1,45,2,0,1,0,4,0,0,6.4
BSC Young Boys,1,20,0,0,3,0,0,0,0,6.4
PSV Eindhoven,1,16,0,0,1,0,0,0,0,6.4
VfB Stuttgart,3,94,0,1,1,0,0,0,0,6.4
BSC Young Boys,5,326,1,6,19,2,2,0,0,6.4
Real Madrid,1,12,0,0,1,1,0,1,0,6.4
BSC Young Boys,7,446,9,1,13,2,16,1,0,6.4
Feyenoord,7,186,10,1,3,1,12,0,0,6.4
GNK Dinamo Zagreb,3,270,1,7,13,5,3,0,0,6.37
Manchester City,2,111,1,2,2,3,2,0,0,6.35
FC Barcelona,9,274,7,5,7,2,13,0,0,6.33
AC Sparta Praha,4,360,1,1,18,6,1,0,0,6.33
ŠK Slovan Bratislava,4,191,3,0,5,0,5,0,0,6.3
VfB Stuttgart,1,8,0,0,0,0,0,0,0,6.3
BSC Young Boys,6,481,9,11,16,5,28,3,0,6.23
Shakhtar Donetsk,2,135,5,6,10,2,8,0,1,6.15
Red Bull Salzburg,3,90,3,2,3,2,3,0,1,6.15
Juventus,1,9,0,0,0,0,0,0,0,6.1
AC Sparta Praha,2,158,1,4,2,3,2,0,0,6.1
AS Monaco,6,302,5,6,6,1,10,0,0,6.07
Lille,1,45,2,0,1,0,2,0,1,6.0
Club Brugge KV,6,239,10,7,5,1,13,0,0,5.9
AC Sparta Praha,1,90,2,0,5,0,2,0,0,5.9
FK Crvena zvezda,3,90,3,1,5,1,4,0,1,5.9
Stade Brestois,1,90,2,2,2,0,3,0,0,5.6
Liverpool FC,1,4,0,0,0,0,0,0,0,5.3
Celtic,1,11,0,0,2,2,0,0,1,4.6
FC Bayern München,1,1,0,0,0,0,0,0,0,0.0
GNK Dinamo Zagreb,1,1,0,0,1,0,0,0,0,0.0
SK Sturm Graz,1,1,0,0,0,0,0,0,0,0.0
FC Barcelona,14,1225,18,8,4,1,46,13,0,8.24
PSV Eindhoven,6,534,21,9,9,8,43,2,0,8.18
Bayer 04 Leverkusen,9,764,6,4,3,3,32,4,0,7.84
FC Bayern München,14,1260,16,12,11,6,30,5,1,7.84
Red Bull Salzburg,1,90,2,0,0,0,3,1,0,7.7
FC Barcelona,13,1101,15,4,2,1,95,14,0,7.69
PSV Eindhoven,4,333,9,7,4,2,18,4,0,7.68
Bayer 04 Leverkusen,10,870,18,3,16,8,35,8,0,7.67
FC Bayern München,14,1033,10,5,4,7,57,17,0,7.62
Milan,1,75,2,0,0,0,5,0,0,7.6
Manchester City,1,90,3,0,1,0,4,0,0,7.6
Manchester City,9,689,4,1,5,2,22,6,0,7.59
Atalanta,8,288,4,1,2,1,26,4,0,7.57
FC Bayern München,12,866,21,6,0,7,69,14,0,7.57
Liverpool FC,8,674,19,8,6,2,29,2,0,7.54
Paris Saint-Germain,17,1448,17,21,26,2,52,9,0,7.5
Liverpool FC,1,38,1,0,0,0,2,0,0,7.5
Sporting CP,2,163,3,1,2,1,6,1,0,7.45
Liverpool FC,9,808,5,2,1,1,17,5,0,7.43
FC Barcelona,14,1117,37,9,3,1,73,2,0,7.43
VfB Stuttgart,8,695,12,7,7,2,26,3,0,7.43
Sporting CP,3,200,7,1,3,1,12,1,0,7.4
VfB Stuttgart,5,412,6,4,5,0,14,9,0,7.38
Real Madrid,13,1136,28,11,14,9,80,4,0,7.37
Atalanta,9,698,7,2,5,3,18,6,0,7.37
FK Crvena zvezda,5,346,4,5,7,3,13,2,0,7.36
Paris Saint-Germain,17,1435,57,11,24,17,90,3,0,7.36
Aston Villa,12,1046,20,11,8,9,40,3,0,7.34
Arsenal,11,798,7,3,1,1,20,2,0,7.34
Juventus,9,671,27,5,22,11,39,0,0,7.33
Arsenal,13,1005,20,15,14,9,28,6,0,7.33
FK Crvena zvezda,4,157,0,0,0,0,7,0,0,7.33
Atalanta,8,316,9,6,2,2,29,0,0,7.31
Liverpool FC,9,634,9,2,1,8,38,2,0,7.3
Manchester City,1,90,2,0,1,1,3,0,0,7.3
FK Crvena zvezda,8,720,23,6,14,7,36,1,0,7.29
VfB Stuttgart,8,690,7,6,2,0,31,5,0,7.28
Feyenoord,4,360,10,5,9,5,17,0,0,7.28
Feyenoord,11,921,17,7,13,6,42,0,0,7.27
Celtic,10,788,16,5,15,3,34,3,0,7.25
Stade Brestois,5,374,13,7,4,2,27,3,0,7.24
Bayer 04 Leverkusen,10,664,24,13,6,2,43,2,0,7.24
Atlético Madrid,10,748,19,9,4,2,41,3,0,7.23
Manchester City,4,192,3,0,0,0,16,1,0,7.23
Real Madrid,14,1236,25,27,29,12,31,6,0,7.22
Liverpool FC,8,367,4,2,1,7,20,3,0,7.21
Borussia Dortmund,13,917,18,10,15,7,24,4,1,7.2
PSV Eindhoven,8,546,12,4,12,3,18,5,1,7.2
Benfica,12,996,15,4,10,4,41,5,0,7.19
Inter,12,974,22,7,18,26,47,0,0,7.18
Paris Saint-Germain,17,1151,28,13,20,2,38,5,0,7.17
FC Barcelona,9,443,7,1,1,4,24,4,0,7.17
GNK Dinamo Zagreb,8,625,12,4,3,0,44,5,0,7.16
Arsenal,12,817,21,6,11,24,41,2,0,7.16
Juventus,6,364,3,1,5,13,18,2,0,7.15
Celtic,2,115,7,7,11,1,9,1,0,7.15
Milan,10,870,9,7,3,1,25,7,0,7.14
GNK Dinamo Zagreb,3,265,7,2,1,0,13,2,0,7.13
SK Sturm Graz,7,616,17,5,8,2,31,2,0,7.13
Inter,12,835,7,21,9,3,15,7,0,7.13
FC Bayern München,5,298,6,4,0,3,8,0,0,7.12
RB Leipzig,5,337,8,1,5,5,22,3,0,7.12
GNK Dinamo Zagreb,6,344,4,9,1,8,10,3,0,7.12
Bayer 04 Leverkusen,10,819,19,7,10,2,27,2,1,7.11
Real Madrid,11,805,23,13,17,3,32,2,0,7.11
Arsenal,7,222,6,0,1,0,14,2,0,7.1
Club Brugge KV,12,939,15,3,7,5,40,8,0,7.1
FC Barcelona,10,632,33,3,9,3,45,2,0,7.1
VfB Stuttgart,7,555,16,5,11,11,34,0,1,7.1
Inter,10,570,12,7,13,0,19,2,0,7.09
Lille,7,388,11,2,1,3,26,2,0,7.09
Real Madrid,14,655,11,11,7,1,23,0,0,7.09
Paris Saint-Germain,11,462,9,1,0,1,23,1,0,7.08
Aston Villa,10,740,10,5,6,6,27,2,0,7.08
PSV Eindhoven,10,727,30,3,3,4,50,7,0,7.08
Atlético Madrid,9,571,8,6,3,5,23,1,0,7.08
Sporting CP,9,791,12,3,5,2,37,4,0,7.08
Liverpool FC,9,784,22,20,4,4,32,0,0,7.08
Aston Villa,12,1026,9,3,5,5,52,5,0,7.08
Borussia Dortmund,4,352,12,4,8,2,16,1,0,7.08
AS Monaco,10,807,13,10,2,2,42,6,0,7.07
Celtic,10,729,20,4,5,4,34,4,0,7.07
Feyenoord,9,764,12,5,9,3,29,1,0,7.07
Lille,6,310,6,1,2,2,23,4,0,7.07
Club Brugge KV,12,1080,14,6,13,20,31,2,0,7.07
VfB Stuttgart,8,244,9,1,1,2,20,4,0,7.06
Shakhtar Donetsk,7,460,12,7,3,0,44,4,0,7.06
VfB Stuttgart,7,506,11,2,5,2,23,0,0,7.06
Borussia Dortmund,9,618,19,8,9,9,42,2,0,7.06
FC Bayern München,12,384,8,3,1,6,10,3,0,7.05
