team,appearances,minutesPlayed,tackles,interceptions,clearances,aerialDuelsWon,groundDuelsWon,blockedShots,errorLeadToGoal,rating
Manchester City,4,277,2,4,9,3,3,0,0,7.03
Manchester City,9,585,12,4,12,17,16,0,0,7.02
Lokomotiv Moscow,5,450,6,11,43,18,11,0,1,7.02
FC Barcelona,7,485,5,6,6,1,14,0,0,7.0
FC Midtjylland,1,90,5,3,3,1,5,0,0,7.0
Manchester City,2,180,3,3,3,4,4,0,0,7.0
Liverpool FC,4,321,6,6,6,4,9,0,0,7.0
FC Bayern München,6,322,8,6,2,2,29,2,0,7.0
Borussia Dortmund,7,348,6,1,4,6,13,1,0,6.98
Lokomotiv Moscow,4,270,0,6,22,7,0,0,0,6.98
Chelsea,8,567,6,8,22,13,13,1,0,6.98
Real Madrid,8,720,18,12,19,13,33,0,0,6.98
FC Bayern München,9,810,14,14,19,7,15,1,0,6.97
Inter,3,270,6,2,4,2,13,0,0,6.97
Inter,6,540,6,17,15,5,9,2,0,6.97
Real Madrid,2,167,5,0,0,0,8,1,0,6.95
Chelsea,2,179,1,0,4,2,5,0,0,6.95
Juventus,6,497,5,8,9,7,7,1,0,6.95
Atalanta,8,720,11,24,33,26,16,1,0,6.95
Borussia Dortmund,7,630,12,8,16,4,17,1,0,6.94
RB Leipzig,7,605,22,14,13,19,32,0,1,6.94
FC Barcelona,3,236,3,3,6,3,3,0,0,6.93
Real Madrid,9,810,11,14,31,20,16,0,1,6.93
Sevilla,7,515,3,6,12,17,14,1,0,6.93
Chelsea,7,591,3,10,19,16,4,0,0,6.93
AFC Ajax,5,415,9,5,12,8,15,0,0,6.92
FC Krasnodar,5,450,6,8,15,6,19,1,0,6.92
Real Madrid,11,963,13,13,12,4,50,1,0,6.92
Atlético Madrid,6,347,11,7,11,8,16,0,1,6.92
Zenit St. Petersburg,6,472,3,9,15,10,6,1,0,6.92
Sevilla,6,468,4,7,2,3,10,0,0,6.92
FC Porto,9,745,15,7,16,5,30,0,0,6.91
Paris Saint-Germain,12,786,10,20,44,13,17,0,0,6.91
Borussia M'gladbach,5,448,15,11,16,7,22,1,0,6.9
Borussia Dortmund,8,668,7,5,4,3,18,1,0,6.9
Olympiacos FC,1,66,3,0,5,0,3,0,0,6.9
Manchester City,3,208,2,3,5,4,2,0,0,6.9
FC Barcelona,6,254,7,2,3,2,13,0,0,6.9
Lazio,7,481,14,7,29,11,18,0,0,6.89
Atalanta,6,531,9,7,9,12,15,1,0,6.88
Manchester United,6,472,14,9,10,2,19,0,0,6.88
Club Brugge KV,5,450,9,9,5,7,13,1,0,6.88
Lazio,4,181,4,4,7,3,4,0,0,6.88
Liverpool FC,10,753,6,6,12,6,14,0,0,6.87
Dynamo Kyiv,6,540,8,14,18,4,8,1,0,6.87
FC Midtjylland,3,206,4,6,6,2,5,0,0,6.87
Sevilla,8,720,9,12,25,21,12,5,0,6.86
Atalanta,8,623,19,13,22,13,27,0,0,6.86
Borussia M'gladbach,8,685,21,11,23,3,31,0,0,6.85
Borussia Dortmund,2,27,1,1,7,0,1,0,0,6.85
Shakhtar Donetsk,6,540,6,10,33,8,9,0,0,6.85
RB Leipzig,7,551,14,19,11,16,23,2,1,6.84
Paris Saint-Germain,5,381,14,8,11,11,21,1,0,6.84
Atlético Madrid,8,711,6,8,39,23,10,0,0,6.84
Liverpool FC,6,332,4,5,13,16,4,0,0,6.83
FC Krasnodar,6,495,9,5,11,8,22,3,0,6.82
Lokomotiv Moscow,6,534,9,8,18,2,19,1,0,6.82
FC Porto,6,570,6,4,30,15,11,1,0,6.82
Borussia Dortmund,3,227,0,4,2,3,1,0,0,6.8
Inter,6,411,5,4,7,8,9,0,0,6.8
Lazio,8,720,10,12,16,8,28,1,0,6.8
Stade Rennais,1,17,0,0,3,0,0,0,0,6.8
Liverpool FC,2,174,4,0,7,4,4,0,0,6.8
Real Madrid,2,31,4,1,1,0,4,0,0,6.8
Manchester United,2,27,2,2,0,0,3,0,0,6.8
RB Leipzig,3,114,9,2,2,5,12,2,0,6.8
Olympiacos FC,3,189,5,1,12,4,7,0,0,6.8
Başakşehir FK,3,179,4,6,2,2,5,1,0,6.8
AFC Ajax,5,302,7,8,20,8,14,1,0,6.8
Atlético Madrid,8,384,11,8,9,1,26,0,0,6.8
Chelsea,10,775,11,15,22,10,26,1,0,6.79
Manchester United,5,450,4,5,15,17,7,2,0,6.78
Olympiacos FC,6,451,8,17,20,12,11,2,0,6.78
FC Barcelona,7,587,9,2,5,3,24,2,0,6.77
Red Bull Salzburg,6,540,8,12,29,14,14,2,0,6.77
FC Porto,6,419,2,6,21,0,4,0,0,6.77
Paris Saint-Germain,8,509,12,5,13,7,21,0,0,6.76
Atlético Madrid,5,382,10,7,27,16,11,0,0,6.76
Dynamo Kyiv,6,411,5,12,19,9,7,0,0,6.75
Lazio,2,135,2,2,6,1,2,0,0,6.75
Shakhtar Donetsk,4,298,10,11,13,5,14,0,0,6.75
Olympiacos FC,6,529,4,12,21,20,13,0,0,6.75
FC Midtjylland,5,450,6,20,19,16,10,0,1,6.74
Paris Saint-Germain,10,814,11,10,13,5,20,2,0,6.74
FC Bayern München,3,128,8,2,3,3,8,0,0,6.73
Lokomotiv Moscow,3,194,4,7,4,3,8,0,0,6.73
Liverpool FC,4,131,2,2,4,3,7,0,0,6.73
AFC Ajax,6,504,8,10,15,10,14,2,0,6.73
FC Bayern München,8,193,2,11,5,4,6,0,0,6.73
Olympique de Marseille,4,360,3,5,14,12,4,0,0,6.73
FC Bayern München,5,186,1,2,5,3,3,1,0,6.73
Stade Rennais,5,241,9,5,5,3,13,2,0,6.72
RB Leipzig,6,324,9,3,10,12,12,0,0,6.72
AFC Ajax,6,514,13,7,15,11,26,1,0,6.72
Borussia M'gladbach,8,720,3,5,26,17,4,0,0,6.71
Red Bull Salzburg,5,450,13,13,16,8,16,2,0,6.7
Liverpool FC,1,45,0,3,7,4,0,0,0,6.7
FC Porto,2,83,0,2,0,0,4,0,0,6.7
Zenit St. Petersburg,3,167,2,2,3,2,2,2,0,6.7
Manchester United,4,292,7,1,3,3,10,0,0,6.7
Zenit St. Petersburg,5,397,13,9,7,5,21,0,0,6.7
Juventus,5,400,5,9,11,11,8,0,0,6.7
Başakşehir FK,6,375,4,9,9,10,9,1,0,6.7
Stade Rennais,6,520,3,8,24,10,5,0,0,6.7
Lokomotiv Moscow,6,540,5,16,25,10,15,0,0,6.68
Zenit St. Petersburg,5,383,1,11,23,9,3,0,0,6.68
Inter,5,420,4,3,4,4,10,2,0,6.68
FC Krasnodar,3,151,1,6,12,4,2,0,0,6.67
Borussia Dortmund,6,468,7,5,13,3,16,1,0,6.67
Inter,5,358,8,7,1,5,17,1,1,6.66
Manchester United,5,392,4,3,10,4,5,1,0,6.66
FC Porto,4,136,2,2,0,1,9,0,0,6.65
Borussia M'gladbach,3,55,0,2,1,0,1,0,0,6.65
Club Brugge KV,4,318,1,5,12,6,2,0,0,6.65
Başakşehir FK,5,402,7,8,19,9,8,0,0,6.64
Paris Saint-Germain,11,980,13,5,40,8,22,0,0,6.64
RB Leipzig,6,475,10,7,12,7,15,1,0,6.63
Lazio,6,342,9,8,7,5,14,2,0,6.63
Inter,5,318,8,7,3,4,13,0,0,6.62
Olympique de Marseille,5,450,8,10,6,17,15,0,0,6.62
Borussia Dortmund,7,458,12,18,8,2,22,0,0,6.61
FC Krasnodar,5,450,3,9,25,11,4,1,0,6.6
Juventus,1,21,0,0,1,0,0,0,0,6.6
FC Barcelona,1,35,1,0,0,0,1,0,0,6.6
Club Brugge KV,1,11,0,1,0,0,1,0,0,6.6
FC Krasnodar,1,72,1,0,0,0,1,0,0,6.6
Atalanta,2,19,0,1,0,0,0,1,0,6.6
Ferencváros TC,2,176,8,5,4,0,10,0,0,6.6
Ferencváros TC,2,180,4,4,4,0,6,0,0,6.6
Juventus,3,144,1,2,5,1,1,0,0,6.6
RB Leipzig,3,188,2,3,6,4,4,0,0,6.6
AFC Ajax,3,55,2,2,1,1,2,0,0,6.6
Stade Rennais,4,273,1,4,9,6,2,0,0,6.6
Dynamo Kyiv,4,354,5,12,11,3,11,0,0,6.6
Shakhtar Donetsk,4,296,1,7,20,5,2,0,0,6.6
Club Brugge KV,6,533,9,9,6,11,28,0,0,6.6
FC Barcelona,3,147,6,2,2,0,7,0,0,6.57
Dynamo Kyiv,6,540,2,8,34,5,4,2,0,6.57
Ferencváros TC,6,370,11,7,7,7,12,1,1,6.57
Red Bull Salzburg,6,540,18,11,7,4,20,4,0,6.57
Dynamo Kyiv,4,228,0,4,4,3,7,0,0,6.55
Manchester United,5,202,5,2,11,3,6,1,0,6.54
FC Barcelona,8,561,7,11,13,6,15,0,0,6.54
Stade Rennais,6,540,6,11,11,12,9,2,0,6.53
Atalanta,6,215,4,6,4,3,8,0,0,6.53
Ferencváros TC,6,540,5,16,21,3,7,2,0,6.53
Sevilla,4,221,3,4,5,5,7,0,0,6.53
Ferencváros TC,5,369,3,12,9,1,9,0,0,6.52
Olympiacos FC,5,430,8,11,11,9,16,0,0,6.52
FC Krasnodar,6,524,8,13,19,19,21,0,1,6.52
Red Bull Salzburg,1,90,2,3,3,0,3,0,0,6.5
Borussia M'gladbach,1,8,0,1,0,0,0,0,0,6.5
Olympiacos FC,2,21,1,0,1,0,1,0,0,6.5
Olympique de Marseille,2,103,0,0,1,0,1,0,0,6.5
Sevilla,3,199,1,1,6,4,2,2,0,6.5
Paris Saint-Germain,5,70,1,2,1,1,3,0,0,6.5
Olympique de Marseille,6,540,8,7,13,11,11,1,0,6.5
FC Krasnodar,5,293,1,3,9,5,11,2,0,6.48
Zenit St. Petersburg,4,281,5,3,6,2,6,1,0,6.48
RB Leipzig,2,180,2,4,9,3,2,1,0,6.45
Olympique de Marseille,6,540,9,12,9,17,16,0,0,6.45
FC Midtjylland,5,398,7,9,5,2,9,0,0,6.44
Olympiacos FC,6,540,5,3,5,0,19,0,0,6.43
Lazio,6,428,5,6,18,2,9,0,0,6.43
Paris Saint-Germain,5,220,7,3,7,0,10,0,0,6.42
Paris Saint-Germain,10,413,7,4,12,5,13,1,0,6.42
Red Bull Salzburg,6,512,10,11,30,18,10,2,0,6.42
Ferencváros TC,6,270,1,5,4,2,4,0,0,6.42
Shakhtar Donetsk,3,270,0,4,6,4,4,0,0,6.4
Başakşehir FK,1,10,1,1,0,0,1,0,0,6.4
Sevilla,3,185,1,2,1,2,4,1,0,6.4
Başakşehir FK,6,518,21,12,11,5,32,0,0,6.4
FC Midtjylland,6,476,11,11,8,3,16,0,0,6.4
Başakşehir FK,5,405,2,10,21,7,4,0,1,6.38
Atalanta,2,96,0,2,0,0,2,0,0,6.35
Lazio,5,325,4,2,2,1,14,0,0,6.34
Ferencváros TC,6,383,9,6,3,3,20,3,0,6.33
FC Bayern München,1,61,0,0,1,0,0,0,0,6.3
Atalanta,1,11,0,0,0,0,0,0,0,6.3
Manchester United,2,60,1,1,1,1,3,0,0,6.3
Olympique de Marseille,3,250,2,7,2,3,5,0,0,6.27
Borussia Dortmund,3,207,3,1,9,1,5,0,0,6.23
Başakşehir FK,3,111,1,1,2,0,2,0,0,6.23
Paris Saint-Germain,1,10,0,0,1,0,1,0,0,6.2
Shakhtar Donetsk,1,90,2,3,1,0,4,0,0,6.2
Lokomotiv Moscow,1,45,3,0,4,0,3,0,0,6.2
Stade Rennais,4,224,2,2,1,3,5,0,0,6.08
Red Bull Salzburg,4,43,0,3,3,3,0,0,0,6.05
Ferencváros TC,1,63,4,2,1,0,4,0,0,6.0
Stade Rennais,2,167,0,0,3,1,2,0,0,6.0
Başakşehir FK,4,189,1,6,8,3,2,0,0,6.0
Lazio,1,31,1,0,1,0,1,0,1,5.7
AFC Ajax,1,1,0,0,0,1,0,0,0,0.0
Lokomotiv Moscow,1,2,1,0,1,0,1,0,0,0.0
FC Bayern München,7,617,13,12,8,4,31,4,0,8.01
Juventus,6,551,12,5,3,6,37,0,0,7.82
Manchester United,6,439,9,4,2,2,21,3,0,7.8
Manchester City,8,669,9,2,2,4,28,5,0,7.64
Real Madrid,12,961,19,19,2,8,33,4,0,7.53
Manchester City,13,1066,16,9,3,6,55,4,0,7.44
Borussia M'gladbach,8,699,24,9,8,5,43,2,0,7.43
FC Barcelona,2,135,0,1,0,1,6,2,0,7.4
Borussia Dortmund,6,386,3,4,1,1,18,3,0,7.38
RB Leipzig,7,627,15,2,5,2,18,2,0,7.37
Borussia M'gladbach,8,539,2,2,0,4,13,4,0,7.35
Sevilla,4,280,6,2,0,2,25,1,0,7.35
Borussia Dortmund,5,362,8,7,5,7,15,1,0,7.35
AFC Ajax,4,358,7,3,2,2,21,0,0,7.33
Sevilla,8,542,3,3,0,1,26,3,0,7.31
Chelsea,1,80,4,0,0,0,5,1,0,7.3
Juventus,7,504,18,16,4,11,28,0,0,7.29
Liverpool FC,5,405,6,7,4,5,20,1,0,7.28
Manchester City,12,812,13,6,3,3,46,9,0,7.25
Club Brugge KV,6,532,5,8,5,18,15,1,0,7.25
Borussia Dortmund,7,444,8,3,0,2,16,2,0,7.23
FC Porto,8,737,15,4,8,8,31,2,0,7.23
Atalanta,4,136,3,3,0,1,11,0,0,7.23
Inter,5,371,6,4,0,2,8,3,0,7.22
Manchester City,12,977,15,11,4,7,41,4,0,7.22
Borussia Dortmund,6,492,13,5,5,1,25,5,0,7.22
FC Bayern München,7,549,7,2,3,4,32,6,0,7.2
Manchester United,5,429,0,3,3,8,27,2,0,7.2
Paris Saint-Germain,7,508,21,6,2,3,50,2,0,7.2
Lazio,6,480,17,4,0,2,30,1,0,7.2
Liverpool FC,8,554,19,13,27,7,22,0,0,7.2
Chelsea,7,345,5,4,1,3,12,3,0,7.17
Club Brugge KV,6,519,11,8,0,4,13,3,1,7.17
Sevilla,8,467,8,6,5,5,19,4,0,7.16
Real Madrid,10,828,23,18,9,24,42,4,0,7.15
Real Madrid,2,135,2,0,1,1,3,0,0,7.15
Real Madrid,12,911,13,18,1,4,34,5,0,7.14
Başakşehir FK,5,424,4,3,1,1,19,3,0,7.14
Red Bull Salzburg,6,463,15,13,3,4,28,1,0,7.13
FC Krasnodar,3,255,6,0,0,0,22,2,0,7.13
FC Bayern München,8,578,7,5,1,3,42,3,0,7.13
FC Bayern München,9,631,7,3,3,9,18,1,0,7.12
Olympique de Marseille,6,341,3,1,1,2,11,1,0,7.12
Manchester United,2,33,0,0,0,0,1,0,0,7.1
FC Bayern München,3,254,1,1,2,6,8,2,0,7.1
FC Barcelona,3,182,6,4,2,0,11,0,0,7.1
Stade Rennais,6,401,4,2,1,1,28,3,0,7.08
Liverpool FC,4,222,10,3,4,2,14,0,0,7.08
FC Bayern München,7,439,6,13,5,11,15,6,0,7.07
Borussia M'gladbach,8,539,13,5,1,3,18,1,0,7.07
Sevilla,6,280,7,2,0,3,22,3,0,7.07
Real Madrid,8,720,16,6,9,3,43,3,0,7.06
Juventus,7,475,13,10,8,6,23,1,1,7.06
Manchester City,10,785,11,9,9,22,26,2,0,7.05
FC Barcelona,7,585,8,15,6,7,19,0,0,7.04
Paris Saint-Germain,10,697,15,8,2,0,51,10,0,7.04
Atlético Madrid,5,298,5,6,3,5,15,3,0,7.04
Chelsea,10,349,9,4,2,1,19,3,0,7.03
FC Barcelona,3,126,1,0,2,1,6,1,0,7.03
Borussia Dortmund,10,692,24,5,7,7,57,1,0,7.02
Chelsea,12,1031,26,26,11,5,42,0,0,7.02
Real Madrid,7,489,13,17,4,7,25,1,0,7.01
FC Porto,9,706,24,0,8,7,55,0,0,7.01
Liverpool FC,10,778,6,5,2,7,25,5,0,7.0
Stade Rennais,5,371,4,5,5,1,6,4,0,7.0
Inter,4,107,0,3,0,2,2,3,0,7.0
Club Brugge KV,5,416,10,5,1,13,32,2,0,7.0
Paris Saint-Germain,8,673,18,18,10,6,38,2,0,6.99
Sevilla,7,405,11,6,3,3,21,1,0,6.99
Başakşehir FK,6,487,8,3,0,6,17,4,0,6.98
Başakşehir FK,6,524,1,5,2,3,24,0,0,6.98
Chelsea,10,604,13,7,5,4,38,2,0,6.98
Stade Rennais,4,331,6,6,1,4,23,2,0,6.98
Atalanta,7,567,11,6,7,9,23,1,0,6.97
Liverpool FC,10,724,5,3,1,16,35,3,0,6.97
RB Leipzig,6,427,16,9,3,8,26,1,0,6.97
Zenit St. Petersburg,4,139,4,2,0,1,12,1,0,6.97
FC Barcelona,6,335,8,1,1,4,17,0,0,6.97
Lokomotiv Moscow,6,459,3,4,4,4,16,1,0,6.95
Chelsea,2,99,0,2,1,1,3,1,0,6.95
Olympique de Marseille,6,443,11,20,3,1,29,1,1,6.95
FC Krasnodar,5,375,7,13,4,9,12,1,0,6.94
Liverpool FC,6,362,14,8,4,6,23,3,0,6.93
Atalanta,7,486,9,11,2,6,29,1,0,6.93
FC Barcelona,5,242,6,10,0,3,6,1,0,6.92
Real Madrid,11,620,6,4,0,0,27,8,0,6.92
Red Bull Salzburg,6,507,4,3,7,7,11,3,0,6.92
Liverpool FC,6,364,1,7,8,4,2,1,0,6.92
Borussia Dortmund,10,695,12,7,6,2,22,3,0,6.91
Lazio,5,245,5,5,9,5,7,1,0,6.9
FC Porto,9,746,20,8,12,8,32,3,0,6.9
AFC Ajax,6,529,15,11,3,7,35,2,0,6.9
Ferencváros TC,6,461,1,1,0,1,12,2,0,6.9
Dynamo Kyiv,6,328,7,7,6,3,17,0,0,6.9
Manchester City,1,9,0,0,0,0,0,0,0,6.9
Olympiacos FC,3,186,6,5,2,4,13,1,0,6.9
Stade Rennais,1,90,2,1,0,0,3,0,0,6.9
Manchester United,5,342,11,5,8,6,22,2,0,6.9
Olympiacos FC,6,529,7,12,8,7,13,0,0,6.9
Lazio,7,587,9,15,7,20,30,0,0,6.9
Paris Saint-Germain,10,544,20,13,10,2,37,2,0,6.9
Juventus,7,361,4,9,4,5,8,2,0,6.89
Inter,6,528,14,6,0,8,26,1,0,6.88
FC Midtjylland,4,328,7,5,3,2,26,0,0,6.88
Olympique de Marseille,4,181,4,7,1,4,9,1,0,6.88
Shakhtar Donetsk,4,280,4,0,2,3,21,1,0,6.88
Manchester City,7,346,9,7,4,8,17,0,0,6.87
FC Porto,9,748,9,5,11,15,32,1,0,6.87
Zenit St. Petersburg,6,500,12,15,10,5,27,0,0,6.87
FC Bayern München,6,227,1,1,0,1,11,1,0,6.86
Lazio,8,288,8,7,4,4,26,0,0,6.85
Atlético Madrid,8,664,16,11,2,2,32,2,0,6.85
Manchester City,13,930,12,4,4,3,33,2,0,6.85
FC Barcelona,7,495,12,5,0,0,30,2,0,6.84
Sevilla,7,276,7,2,0,3,21,0,0,6.84
Juventus,7,338,7,2,1,1,16,1,0,6.84
FC Porto,8,386,11,5,8,21,21,1,0,6.84
Dynamo Kyiv,5,430,14,6,4,3,30,0,0,6.84
FC Barcelona,8,495,4,12,2,1,13,2,0,6.84
Manchester United,4,222,5,4,4,7,7,0,0,6.83
Shakhtar Donetsk,4,291,2,5,11,7,6,1,0,6.83
Dynamo Kyiv,4,347,9,4,0,0,18,4,0,6.83
Ferencváros TC,5,328,7,5,2,1,8,2,0,6.82
Sevilla,7,496,7,4,5,10,12,0,0,6.82
Chelsea,13,708,10,14,11,10,38,1,0,6.82
Shakhtar Donetsk,6,369,3,5,0,1,28,1,0,6.8
Stade Rennais,1,20,2,0,0,0,3,0,0,6.8
Atalanta,3,29,0,2,1,0,2,0,0,6.8
Inter,4,173,2,2,2,3,6,2,0,6.8
Juventus,7,402,13,3,2,8,18,2,0,6.8
Manchester United,5,178,3,3,3,5,15,1,0,6.8
FC Krasnodar,4,289,2,6,2,4,5,1,0,6.8
FC Bayern München,6,360,4,6,2,6,11,3,0,6.8
Shakhtar Donetsk,6,365,2,4,14,3,4,0,0,6.8
Atlético Madrid,8,190,5,0,2,1,13,0,0,6.8
FC Barcelona,1,11,1,0,0,1,1,0,0,6.8
Lokomotiv Moscow,1,45,4,3,0,1,4,1,0,6.8
Dynamo Kyiv,3,122,3,2,3,1,3,0,0,6.8
AFC Ajax,4,124,3,3,5,2,5,0,0,6.8
FC Midtjylland,5,165,6,2,3,3,12,1,0,6.8
Sevilla,7,490,8,10,7,9,13,1,0,6.79
Atlético Madrid,6,461,8,12,8,12,13,3,0,6.78
FC Barcelona,4,86,1,2,0,0,7,1,0,6.78
Lokomotiv Moscow,4,360,1,7,6,6,12,1,0,6.78
Inter,6,252,2,3,3,7,6,1,0,6.77
Lazio,5,139,6,1,0,0,9,2,0,6.76
Lazio,5,356,6,10,7,5,10,2,0,6.76
Red Bull Salzburg,5,412,15,11,2,3,36,1,0,6.76
Ferencváros TC,5,219,6,5,1,2,20,0,0,6.76
Stade Rennais,5,422,3,2,6,8,10,0,0,6.76
Paris Saint-Germain,8,135,2,3,2,1,13,1,0,6.76
FC Midtjylland,6,451,5,4,2,2,13,0,0,6.75
Inter,4,255,6,5,3,7,10,0,0,6.75
Red Bull Salzburg,2,45,2,1,0,0,6,0,0,6.75
Manchester United,4,340,12,7,4,1,20,1,0,6.75
Borussia Dortmund,7,433,11,4,8,10,15,1,0,6.74
Borussia M'gladbach,7,625,9,11,5,5,18,2,0,6.74
Manchester United,6,277,5,2,1,2,11,1,0,6.74
Lokomotiv Moscow,6,157,5,8,2,1,12,1,0,6.74
FC Porto,6,177,5,1,1,0,11,1,0,6.73
Zenit St. Petersburg,3,244,1,1,0,2,10,2,0,6.73
FC Midtjylland,6,510,18,18,8,6,40,1,0,6.73
Olympiacos FC,6,418,7,9,3,10,13,3,1,6.73
FC Krasnodar,4,206,3,2,0,0,14,3,0,6.73
