fixture_id,date,competition,season,round,team_name,team_id,is_home,opponent,opponent_id,goals_for,goals_against,result,points,status,home_shots_on_goal,home_shots_off_goal,home_total_shots,home_blocked_shots,home_shots_insidebox,home_shots_outsidebox,home_fouls,home_corner_kicks,home_offsides,home_ball_possession,home_red_cards,home_goalkeeper_saves,home_total_passes,home_passes_accurate,home_passes_%,home_expected_goals,away_shots_on_goal,away_shots_off_goal,away_total_shots,away_blocked_shots,away_shots_insidebox,away_shots_outsidebox,away_fouls,away_corner_kicks,away_offsides,away_ball_possession,away_red_cards,away_goalkeeper_saves,away_total_passes,away_passes_accurate,away_passes_%,away_expected_goals,home_yellow_cards,away_yellow_cards,home_goals_prevented,away_goals_prevented
1156182,2024-01-16T19:45:00+00:00,FA Cup,2023,3rd Round Replays,West Ham,48,False,Bristol City,56,0,1,Loss,0,FT,,,,,,,,,,,,,,,,,2.0,4.0,11.0,5.0,6.0,5.0,4.0,9.0,1.0,57%,1.0,4.0,565.0,463.0,82%,,,1.0,,
1156180,2024-01-16T19:45:00+00:00,FA Cup,2023,3rd Round Replays,Bolton,68,True,Luton,1359,1,2,Loss,0,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156180,2024-01-16T19:45:00+00:00,FA Cup,2023,3rd Round Replays,Luton,1359,False,Bolton,68,2,1,Win,3,FT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155572,2024-01-17T19:45:00+00:00,FA Cup,2023,3rd Round Replays,Everton,45,True,Crystal Palace,52,1,0,Win,3,FT,5.0,2.0,9.0,2.0,3.0,6.0,9.0,5.0,3.0,46%,,5.0,433.0,306.0,71%,,,,,,,,,,,,,,,,,,3.0,,,
1155572,2024-01-17T19:45:00+00:00,FA Cup,2023,3rd Round Replays,Crystal Palace,52,False,Everton,45,0,1,Loss,0,FT,,,,,,,,,,,,,,,,,5.0,6.0,12.0,1.0,8.0,4.0,17.0,1.0,2.0,54%,,4.0,511.0,382.0,75%,,,2.0,,
1156181,2024-01-17T19:45:00+00:00,FA Cup,2023,3rd Round Replays,Blackpool,1356,True,Nottingham Forest,65,2,3,Loss,0,AET,4.0,4.0,14.0,6.0,6.0,8.0,14.0,10.0,1.0,38%,,5.0,416.0,276.0,66%,,,,,,,,,,,,,,,,,,4.0,,,
1156181,2024-01-17T19:45:00+00:00,FA Cup,2023,3rd Round Replays,Nottingham Forest,65,False,Blackpool,1356,3,2,Win,3,AET,,,,,,,,,,,,,,,,,8.0,7.0,27.0,12.0,19.0,8.0,21.0,11.0,6.0,62%,,1.0,693.0,568.0,82%,,,6.0,,
1156202,2024-01-25T19:45:00+00:00,FA Cup,2023,4th Round,Bournemouth,35,True,Swansea,76,5,0,Win,3,FT,5.0,4.0,19.0,10.0,19.0,0.0,11.0,12.0,3.0,54%,,2.0,401.0,318.0,79%,,,,,,,,,,,,,,,,,,2.0,,,
1156202,2024-01-25T19:45:00+00:00,FA Cup,2023,4th Round,Swansea,76,False,Bournemouth,35,0,5,Loss,0,FT,,,,,,,,,,,,,,,,,2.0,0.0,8.0,6.0,7.0,1.0,14.0,6.0,1.0,46%,,0.0,346.0,264.0,76%,,,4.0,,
1156204,2024-01-26T19:45:00+00:00,FA Cup,2023,4th Round,Chelsea,49,True,Aston Villa,66,0,0,Draw,1,FT,4.0,2.0,10.0,4.0,9.0,1.0,12.0,7.0,3.0,57%,,5.0,504.0,453.0,90%,,,,,,,,,,,,,,,,,,1.0,,,
1156204,2024-01-26T19:45:00+00:00,FA Cup,2023,4th Round,Aston Villa,66,False,Chelsea,49,0,0,Draw,1,FT,,,,,,,,,,,,,,,,,5.0,6.0,13.0,2.0,8.0,5.0,8.0,7.0,0.0,43%,,5.0,367.0,305.0,83%,,,1.0,,
1161123,2024-01-26T19:45:00+00:00,FA Cup,2023,4th Round,Bristol City,56,True,Nottingham Forest,65,0,0,Draw,1,FT,0.0,5.0,9.0,4.0,8.0,1.0,10.0,6.0,2.0,50%,,2.0,512.0,445.0,87%,,,,,,,,,,,,,,,,,,3.0,,,
1161123,2024-01-26T19:45:00+00:00,FA Cup,2023,4th Round,Nottingham Forest,65,False,Bristol City,56,0,0,Draw,1,FT,,,,,,,,,,,,,,,,,2.0,4.0,7.0,1.0,5.0,2.0,15.0,1.0,0.0,50%,,0.0,526.0,451.0,86%,,,2.0,,
1156206,2024-01-26T20:00:00+00:00,FA Cup,2023,4th Round,Tottenham,47,True,Manchester City,50,0,1,Loss,0,FT,1.0,0.0,1.0,0.0,1.0,0.0,9.0,2.0,3.0,43%,,4.0,466.0,385.0,83%,,,,,,,,,,,,,,,,,,3.0,,,
1156206,2024-01-26T20:00:00+00:00,FA Cup,2023,4th Round,Manchester City,50,False,Tottenham,47,1,0,Win,3,FT,,,,,,,,,,,,,,,,,5.0,4.0,18.0,9.0,12.0,6.0,19.0,14.0,3.0,57%,,1.0,602.0,528.0,88%,,,4.0,,
1161124,2024-01-27T15:00:00+00:00,FA Cup,2023,4th Round,Everton,45,True,Luton,1359,1,2,Loss,0,FT,2.0,7.0,14.0,5.0,6.0,8.0,14.0,4.0,3.0,46%,,2.0,338.0,230.0,68%,,,,,,,,,,,,,,,,,,1.0,,,
1161124,2024-01-27T15:00:00+00:00,FA Cup,2023,4th Round,Luton,1359,False,Everton,45,2,1,Win,3,FT,,,,,,,,,,,,,,,,,5.0,6.0,14.0,3.0,8.0,6.0,13.0,7.0,1.0,54%,,1.0,400.0,290.0,73%,,,1.0,,
1156208,2024-01-27T15:00:00+00:00,FA Cup,2023,4th Round,Sheffield Utd,62,True,Brighton,51,2,5,Loss,0,FT,3.0,7.0,16.0,6.0,13.0,3.0,14.0,9.0,3.0,31%,,1.0,353.0,289.0,82%,,,,,,,,,,,,,,,,,,2.0,,,
1156208,2024-01-27T15:00:00+00:00,FA Cup,2023,4th Round,Brighton,51,False,Sheffield Utd,62,5,2,Win,3,FT,,,,,,,,,,,,,,,,,6.0,4.0,10.0,0.0,6.0,4.0,5.0,3.0,2.0,69%,,1.0,817.0,756.0,93%,,,1.0,,
1156209,2024-01-27T19:00:00+00:00,FA Cup,2023,4th Round,Fulham,36,True,Newcastle,34,0,2,Loss,0,FT,2.0,9.0,14.0,3.0,10.0,4.0,6.0,10.0,2.0,56%,,4.0,532.0,444.0,83%,,,,,,,,,,,,,,,,,,0.0,,,
1156209,2024-01-27T19:00:00+00:00,FA Cup,2023,4th Round,Newcastle,34,False,Fulham,36,2,0,Win,3,FT,,,,,,,,,,,,,,,,,6.0,1.0,8.0,1.0,6.0,2.0,6.0,5.0,1.0,44%,,2.0,430.0,342.0,80%,,,1.0,,
1160763,2024-01-28T11:45:00+00:00,FA Cup,2023,4th Round,West Brom,60,True,Wolves,39,0,2,Loss,0,FT,4.0,3.0,12.0,5.0,7.0,5.0,11.0,8.0,2.0,51%,,2.0,464.0,393.0,85%,,,,,,,,,,,,,,,,,,2.0,,,
1160763,2024-01-28T11:45:00+00:00,FA Cup,2023,4th Round,Wolves,39,False,West Brom,60,2,0,Win,3,FT,,,,,,,,,,,,,,,,,4.0,4.0,8.0,0.0,5.0,3.0,8.0,7.0,2.0,49%,,4.0,448.0,378.0,84%,,,0.0,,
1161125,2024-01-28T14:30:00+00:00,FA Cup,2023,4th Round,Liverpool,40,True,Norwich,71,5,2,Win,3,FT,10.0,12.0,29.0,7.0,18.0,11.0,7.0,13.0,0.0,73%,,3.0,723.0,654.0,90%,,,,,,,,,,,,,,,,,,,,,
1161125,2024-01-28T14:30:00+00:00,FA Cup,2023,4th Round,Norwich,71,False,Liverpool,40,2,5,Loss,0,FT,,,,,,,,,,,,,,,,,5.0,1.0,6.0,0.0,2.0,4.0,3.0,2.0,1.0,27%,,4.0,277.0,222.0,80%,,,,,
1160764,2024-01-28T16:30:00+00:00,FA Cup,2023,4th Round,Newport County,1367,True,Manchester United,33,2,4,Loss,0,FT,7.0,5.0,17.0,5.0,11.0,6.0,7.0,3.0,1.0,29%,,5.0,219.0,123.0,56%,,,,,,,,,,,,,,,,,,0.0,,,
1160764,2024-01-28T16:30:00+00:00,FA Cup,2023,4th Round,Manchester United,33,False,Newport County,1367,4,2,Win,3,FT,,,,,,,,,,,,,,,,,9.0,4.0,22.0,9.0,18.0,4.0,9.0,5.0,1.0,71%,,5.0,554.0,444.0,80%,,,1.0,,
1168363,2024-02-07T19:45:00+00:00,FA Cup,2023,4th Round Replays,Nottingham Forest,65,True,Bristol City,56,1,1,Draw,1,PEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168363,2024-02-07T19:45:00+00:00,FA Cup,2023,4th Round Replays,Bristol City,56,False,Nottingham Forest,65,1,1,Draw,1,PEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169257,2024-02-07T20:00:00+00:00,FA Cup,2023,4th Round Replays,Aston Villa,66,True,Chelsea,49,1,3,Loss,0,FT,5.0,5.0,15.0,5.0,10.0,5.0,13.0,7.0,2.0,49%,,5.0,418.0,352.0,84%,,,,,,,,,,,,,,,,,,1.0,,,
1169257,2024-02-07T20:00:00+00:00,FA Cup,2023,4th Round Replays,Chelsea,49,False,Aston Villa,66,3,1,Win,3,FT,,,,,,,,,,,,,,,,,8.0,4.0,15.0,3.0,10.0,5.0,15.0,5.0,0.0,51%,,4.0,443.0,392.0,88%,,,2.0,,
1169251,2024-02-27T19:30:00+00:00,FA Cup,2023,5th Round,Bournemouth,35,True,Leicester,46,0,1,Loss,0,FT,4.0,15.0,27.0,8.0,13.0,14.0,15.0,13.0,3.0,49%,,4.0,528.0,410.0,78%,,,,,,,,,,,,,,,,,,4.0,,,
1169251,2024-02-27T19:30:00+00:00,FA Cup,2023,5th Round,Leicester,46,False,Bournemouth,35,1,0,Win,3,FT,,,,,,,,,,,,,,,,,6.0,9.0,22.0,7.0,12.0,10.0,16.0,5.0,4.0,51%,,3.0,572.0,446.0,78%,,,5.0,,
1169386,2024-02-27T19:45:00+00:00,FA Cup,2023,5th Round,Blackburn,67,True,Newcastle,34,1,1,Draw,1,PEN,9.0,4.0,16.0,3.0,10.0,6.0,16.0,2.0,2.0,38%,,5.0,465.0,347.0,75%,,,,,,,,,,,,,,,,,,3.0,,,
1169386,2024-02-27T19:45:00+00:00,FA Cup,2023,5th Round,Newcastle,34,False,Blackburn,67,1,1,Draw,1,PEN,,,,,,,,,,,,,,,,,8.0,6.0,19.0,5.0,16.0,3.0,8.0,14.0,6.0,62%,,8.0,743.0,618.0,83%,,,2.0,,
1169253,2024-02-27T20:00:00+00:00,FA Cup,2023,5th Round,Luton,1359,True,Manchester City,50,2,6,Loss,0,FT,7.0,3.0,14.0,4.0,9.0,5.0,7.0,2.0,4.0,43%,,9.0,377.0,311.0,82%,,,,,,,,,,,,,,,,,,,,,
1169253,2024-02-27T20:00:00+00:00,FA Cup,2023,5th Round,Manchester City,50,False,Luton,1359,6,2,Win,3,FT,,,,,,,,,,,,,,,,,15.0,2.0,17.0,0.0,16.0,1.0,4.0,2.0,0.0,57%,,4.0,521.0,453.0,87%,,,,,
1172435,2024-02-28T19:30:00+00:00,FA Cup,2023,5th Round,Chelsea,49,True,Leeds,63,3,2,Win,3,FT,5.0,4.0,10.0,1.0,7.0,3.0,9.0,5.0,0.0,51%,,1.0,545.0,481.0,88%,,,,,,,,,,,,,,,,,,3.0,,,
1172435,2024-02-28T19:30:00+00:00,FA Cup,2023,5th Round,Leeds,63,False,Chelsea,49,2,3,Loss,0,FT,,,,,,,,,,,,,,,,,3.0,6.0,13.0,4.0,8.0,5.0,8.0,3.0,1.0,49%,,2.0,517.0,454.0,88%,,,1.0,,
1169252,2024-02-28T19:45:00+00:00,FA Cup,2023,5th Round,Wolves,39,True,Brighton,51,1,0,Win,3,FT,2.0,3.0,9.0,4.0,8.0,1.0,15.0,3.0,0.0,28%,,2.0,267.0,194.0,73%,,,,,,,,,,,,,,,,,,3.0,,,
1169252,2024-02-28T19:45:00+00:00,FA Cup,2023,5th Round,Brighton,51,False,Wolves,39,0,1,Loss,0,FT,,,,,,,,,,,,,,,,,2.0,10.0,18.0,6.0,14.0,4.0,7.0,7.0,1.0,72%,,1.0,675.0,591.0,88%,,,2.0,,
1172436,2024-02-28T19:45:00+00:00,FA Cup,2023,5th Round,Nottingham Forest,65,True,Manchester United,33,0,1,Loss,0,FT,5.0,5.0,16.0,6.0,14.0,2.0,7.0,5.0,3.0,39%,,6.0,320.0,265.0,83%,,,,,,,,,,,,,,,,,,0.0,,,
1172436,2024-02-28T19:45:00+00:00,FA Cup,2023,5th Round,Manchester United,33,False,Nottingham Forest,65,1,0,Win,3,FT,,,,,,,,,,,,,,,,,7.0,9.0,20.0,4.0,14.0,6.0,7.0,5.0,1.0,61%,,5.0,517.0,454.0,88%,,,1.0,,
1171748,2024-02-28T20:00:00+00:00,FA Cup,2023,5th Round,Liverpool,40,True,Southampton,41,3,0,Win,3,FT,6.0,8.0,18.0,4.0,11.0,7.0,10.0,7.0,1.0,52%,,3.0,585.0,529.0,90%,,,,,,,,,,,,,,,,,,0.0,,,
1171748,2024-02-28T20:00:00+00:00,FA Cup,2023,5th Round,Southampton,41,False,Liverpool,40,0,3,Loss,0,FT,,,,,,,,,,,,,,,,,3.0,6.0,12.0,3.0,11.0,1.0,2.0,8.0,4.0,48%,,2.0,543.0,481.0,89%,,,1.0,,
1180022,2024-03-16T12:15:00+00:00,FA Cup,2023,Quarter-finals,Wolves,39,True,Coventry,1346,2,3,Loss,0,FT,5.0,7.0,17.0,5.0,12.0,5.0,11.0,7.0,4.0,58%,,9.0,541.0,456.0,84%,,,,,,,,,,,,,,,,,,2.0,,,
1180022,2024-03-16T12:15:00+00:00,FA Cup,2023,Quarter-finals,Coventry,1346,False,Wolves,39,3,2,Win,3,FT,,,,,,,,,,,,,,,,,12.0,9.0,24.0,3.0,17.0,7.0,9.0,4.0,1.0,42%,,3.0,385.0,307.0,80%,,,1.0,,
1180023,2024-03-16T17:30:00+00:00,FA Cup,2023,Quarter-finals,Manchester City,50,True,Newcastle,34,2,0,Win,3,FT,5.0,5.0,16.0,6.0,11.0,5.0,7.0,11.0,3.0,72%,,1.0,789.0,721.0,91%,,,,,,,,,,,,,,,,,,0.0,,,
1180023,2024-03-16T17:30:00+00:00,FA Cup,2023,Quarter-finals,Newcastle,34,False,Manchester City,50,0,2,Loss,0,FT,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,2.0,0.0,16.0,2.0,4.0,28%,,3.0,293.0,235.0,80%,,,3.0,,
1180024,2024-03-17T12:45:00+00:00,FA Cup,2023,Quarter-finals,Chelsea,49,True,Leicester,46,4,2,Win,3,FT,8.0,10.0,26.0,8.0,18.0,8.0,10.0,7.0,0.0,60%,0.0,0.0,584.0,497.0,85%,,,,,,,,,,,,,,,,,,0.0,,,
1180024,2024-03-17T12:45:00+00:00,FA Cup,2023,Quarter-finals,Leicester,46,False,Chelsea,49,2,4,Loss,0,FT,,,,,,,,,,,,,,,,,1.0,4.0,5.0,0.0,5.0,0.0,12.0,3.0,1.0,40%,1.0,4.0,400.0,325.0,81%,,,2.0,,
1180025,2024-03-17T15:30:00+00:00,FA Cup,2023,Quarter-finals,Manchester United,33,True,Liverpool,40,4,3,Win,3,AET,11.0,9.0,28.0,8.0,20.0,8.0,11.0,5.0,3.0,42%,1.0,8.0,509.0,385.0,76%,,,,,,,,,,,,,,,,,,3.0,,,
1180025,2024-03-17T15:30:00+00:00,FA Cup,2023,Quarter-finals,Liverpool,40,False,Manchester United,33,3,4,Loss,0,AET,,,,,,,,,,,,,,,,,11.0,8.0,25.0,6.0,19.0,6.0,12.0,8.0,4.0,58%,0.0,7.0,721.0,612.0,85%,,,3.0,,
1185655,2024-04-20T16:15:00+00:00,FA Cup,2023,Semi-finals,Manchester City,50,True,Chelsea,49,1,0,Win,3,FT,3.0,5.0,14.0,6.0,9.0,5.0,9.0,8.0,3.0,62%,,5.0,586.0,525.0,90%,,,,,,,,,,,,,,,,,,3.0,,,
1185655,2024-04-20T16:15:00+00:00,FA Cup,2023,Semi-finals,Chelsea,49,False,Manchester City,50,0,1,Loss,0,FT,,,,,,,,,,,,,,,,,5.0,3.0,10.0,2.0,5.0,5.0,11.0,4.0,2.0,38%,,2.0,356.0,290.0,81%,,,3.0,,
1185654,2024-04-21T14:30:00+00:00,FA Cup,2023,Semi-finals,Coventry,1346,True,Manchester United,33,3,3,Draw,1,PEN,5.0,6.0,18.0,7.0,10.0,8.0,8.0,6.0,1.0,42%,,3.0,581.0,476.0,82%,,,,,,,,,,,,,,,,,,3.0,,,
1185654,2024-04-21T14:30:00+00:00,FA Cup,2023,Semi-finals,Manchester United,33,False,Coventry,1346,3,3,Draw,1,PEN,,,,,,,,,,,,,,,,,6.0,11.0,28.0,11.0,16.0,12.0,10.0,8.0,1.0,58%,,2.0,812.0,714.0,88%,,,2.0,,
