Date,start_time,Competition,Round,Day,Venue,Result,goals_for,goals_against,Opponent,possession,attendance,captain,formation,opp_formation,referee,Match_Report_URL,Match_Report,notes
2023-11-11,17:30(18:30),Premier League,Matchweek 12,Sat,Away,L,0,2,Bournemouth,52,"11,201",Jamaal Lascelles,4-3-3,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/641024cf/Bournemouth-Newcastle-United-November-11-2023-Premier-League,Match Report,
2023-11-25,15:00(16:00),Premier League,Matchweek 13,Sat,Home,W,4,1,Chelsea,55,"52,227",Jamaal Lascelles,4-3-3,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/8c8f48f4/Newcastle-United-Chelsea-November-25-2023-Premier-League,Match Report,
2023-12-02,20:00(21:00),Premier League,Matchweek 14,Sat,Home,W,1,0,Manchester Utd,58,"52,214",Jamaal Lascelles,4-3-3,4-2-3-1,Robert Jones,https://fbref.com/en/matches/66a1f3ac/Newcastle-United-Manchester-United-December-2-2023-Premier-League,Match Report,
2023-12-07,19:30(20:30),Premier League,Matchweek 15,Thu,Away,L,0,3,Everton,61,"38,198",Jamaal Lascelles,4-3-3,4-4-1-1,Tim Robinson,https://fbref.com/en/matches/2fe9d766/Everton-Newcastle-United-December-7-2023-Premier-League,Match Report,
2023-12-10,16:30(17:30),Premier League,Matchweek 16,Sun,Away,L,1,4,Tottenham Hotspur,43,"61,171",Jamaal Lascelles,4-3-3,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/be6d1aac/Tottenham-Hotspur-Newcastle-United-December-10-2023-Premier-League,Match Report,
2023-12-16,15:00(16:00),Premier League,Matchweek 17,Sat,Home,W,3,0,Fulham,71,"52,055",Jamaal Lascelles,4-3-3,4-2-3-1,Samuel Barrott,https://fbref.com/en/matches/5db0f25b/Newcastle-United-Fulham-December-16-2023-Premier-League,Match Report,
2023-12-23,15:00(16:00),Premier League,Matchweek 18,Sat,Away,L,0,1,Luton Town,65,"11,042",Jamaal Lascelles,4-3-3,3-4-3,Darren England,https://fbref.com/en/matches/46bfb645/Luton-Town-Newcastle-United-December-23-2023-Premier-League,Match Report,
2023-12-26,12:30(13:30),Premier League,Matchweek 19,Tue,Home,L,1,3,Nottingham Forest,62,"52,207",Kieran Trippier,4-3-3,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/f22a20f0/Newcastle-United-Nottingham-Forest-December-26-2023-Premier-League,Match Report,
2024-01-01,20:00(21:00),Premier League,Matchweek 20,Mon,Away,L,2,4,Liverpool,37,"57,471",Dan Burn,4-3-3,4-3-3,Anthony Taylor,https://fbref.com/en/matches/107b2d79/Liverpool-Newcastle-United-January-1-2024-Premier-League,Match Report,
2024-01-13,17:30(18:30),Premier League,Matchweek 21,Sat,Home,L,2,3,Manchester City,27,"52,190",Kieran Trippier,4-3-3,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/738f8c3e/Newcastle-United-Manchester-City-January-13-2024-Premier-League,Match Report,
2024-01-30,20:15(21:15),Premier League,Matchweek 22,Tue,Away,W,3,1,Aston Villa,39,"42,191",Kieran Trippier,4-3-3,4-4-2,John Brooks,https://fbref.com/en/matches/d8679e54/Aston-Villa-Newcastle-United-January-30-2024-Premier-League,Match Report,
2024-02-03,15:00(16:00),Premier League,Matchweek 23,Sat,Home,D,4,4,Luton Town,54,"52,211",Kieran Trippier,4-3-3,3-4-3,Thomas Bramall,https://fbref.com/en/matches/67cb7a4e/Newcastle-United-Luton-Town-February-3-2024-Premier-League,Match Report,
2024-02-10,17:30(18:30),Premier League,Matchweek 24,Sat,Away,W,3,2,Nottingham Forest,62,"29,451",Kieran Trippier,4-3-3,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/1c53666a/Nottingham-Forest-Newcastle-United-February-10-2024-Premier-League,Match Report,
2024-02-17,15:00(16:00),Premier League,Matchweek 25,Sat,Home,D,2,2,Bournemouth,63,"52,224",Kieran Trippier,4-3-3,4-2-3-1,Michael Salisbury,https://fbref.com/en/matches/083c4444/Newcastle-United-Bournemouth-February-17-2024-Premier-League,Match Report,
2024-02-24,20:00(21:00),Premier League,Matchweek 26,Sat,Away,L,1,4,Arsenal,45,"60,298",Kieran Trippier,4-3-3,4-3-3,Paul Tierney,https://fbref.com/en/matches/8f922133/Arsenal-Newcastle-United-February-24-2024-Premier-League,Match Report,
2024-03-02,15:00(16:00),Premier League,Matchweek 27,Sat,Home,W,3,0,Wolves,45,"52,206",Kieran Trippier,4-3-3,3-4-3,Tim Robinson,https://fbref.com/en/matches/bbae8356/Newcastle-United-Wolverhampton-Wanderers-March-2-2024-Premier-League,Match Report,
2024-03-11,20:00(21:00),Premier League,Matchweek 28,Mon,Away,L,2,3,Chelsea,55,"37,753",Dan Burn,4-3-3,4-2-3-1,John Brooks,https://fbref.com/en/matches/d4b4c06f/Chelsea-Newcastle-United-March-11-2024-Premier-League,Match Report,
2024-03-30,12:30(13:30),Premier League,Matchweek 30,Sat,Home,W,4,3,West Ham United,60,"52,199",Jamaal Lascelles,4-3-3,4-2-3-1,Robert Jones,https://fbref.com/en/matches/10600f89/Newcastle-United-West-Ham-United-March-30-2024-Premier-League,Match Report,
2024-04-02,19:30(20:30),Premier League,Matchweek 31,Tue,Home,D,1,1,Everton,58,"52,135",Dan Burn,4-3-3,4-4-1-1,Tony Harrington,https://fbref.com/en/matches/52846bc3/Newcastle-United-Everton-April-2-2024-Premier-League,Match Report,
2024-04-06,15:00(16:00),Premier League,Matchweek 32,Sat,Away,W,1,0,Fulham,33,"24,418",Dan Burn,4-3-3,4-2-3-1,Samuel Allison,https://fbref.com/en/matches/a9d2819f/Fulham-Newcastle-United-April-6-2024-Premier-League,Match Report,
2024-04-13,12:30(13:30),Premier League,Matchweek 33,Sat,Home,W,4,0,Tottenham Hotspur,27,"52,147",Dan Burn,4-3-3,4-2-3-1,Tim Robinson,https://fbref.com/en/matches/50db3243/Newcastle-United-Tottenham-Hotspur-April-13-2024-Premier-League,Match Report,
2024-04-24,20:00(21:00),Premier League,Matchweek 29,Wed,Away,L,0,2,Crystal Palace,53,"25,002",Dan Burn,3-4-3,3-4-3,Thomas Bramall,https://fbref.com/en/matches/ee21eba2/Crystal-Palace-Newcastle-United-April-24-2024-Premier-League,Match Report,
2024-04-27,15:00(16:00),Premier League,Matchweek 35,Sat,Home,W,5,1,Sheffield United,59,"52,196",Dan Burn,4-3-3,3-5-2,Tony Harrington,https://fbref.com/en/matches/e92d40be/Newcastle-United-Sheffield-United-April-27-2024-Premier-League,Match Report,
2024-05-04,15:00(16:00),Premier League,Matchweek 36,Sat,Away,W,4,1,Burnley,54,"21,781",Dan Burn,4-4-2,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/070bf86d/Burnley-Newcastle-United-May-4-2024-Premier-League,Match Report,
2024-05-11,15:00(16:00),Premier League,Matchweek 37,Sat,Home,D,1,1,Brighton,55,"51,997",Dan Burn,4-3-3,4-2-3-1,Darren England,https://fbref.com/en/matches/6dbd7d72/Newcastle-United-Brighton-and-Hove-Albion-May-11-2024-Premier-League,Match Report,
2024-05-15,20:00(21:00),Premier League,Matchweek 34,Wed,Away,L,2,3,Manchester Utd,56,"73,582",Kieran Trippier,4-3-3,4-2-2-2,Robert Jones,https://fbref.com/en/matches/e43e8597/Manchester-United-Newcastle-United-May-15-2024-Premier-League,Match Report,
2024-05-19,16:00(17:00),Premier League,Matchweek 38,Sun,Away,W,4,2,Brentford,47,"17,124",Dan Burn,4-3-3,4-3-3,Simon Hooper,https://fbref.com/en/matches/546e1a3d/Brentford-Newcastle-United-May-19-2024-Premier-League,Match Report,
