team,appearances,minutesPlayed,assists,keyPasses,bigChancesCreated,accuratePasses,accurateLongBalls,successfulDribbles,tackles,interceptions,ballRecovery,goals,rating
Juventus,10,668,1,4,1,204,7,22,13,8,41,1,6.92
Milan,7,395,1,6,1,75,2,4,9,1,8,1,6.91
RB Leipzig,8,522,0,3,0,72,0,4,3,1,20,4,6.91
Bayer 04 Leverkusen,4,243,0,1,0,36,2,6,2,0,4,1,6.9
GNK Dinamo Zagreb,5,185,0,1,0,32,1,5,3,2,10,1,6.9
Club Brugge KV,12,857,1,7,0,183,6,2,8,2,26,2,6.89
GNK Dinamo Zagreb,7,495,0,1,0,65,1,1,8,2,11,3,6.89
VfB Stuttgart,6,426,1,7,4,83,0,1,1,1,11,1,6.88
FK Crvena zvezda,8,571,1,3,1,84,3,5,3,1,14,2,6.86
Atalanta,10,575,0,6,0,98,4,5,5,2,20,3,6.86
Lille,5,360,1,4,2,88,2,17,8,0,22,1,6.86
Paris Saint-Germain,12,211,1,4,3,33,0,1,1,1,9,3,6.86
Arsenal,14,665,2,9,1,194,5,10,2,3,21,2,6.84
AS Monaco,6,109,0,1,0,10,1,1,0,0,2,2,6.84
Red Bull Salzburg,8,484,0,5,1,138,3,14,12,3,12,0,6.84
Feyenoord,7,263,0,4,0,48,5,1,6,3,11,1,6.83
RB Leipzig,8,683,2,7,3,75,2,5,3,3,15,1,6.83
Borussia Dortmund,9,300,0,4,1,57,2,10,7,2,12,0,6.82
PSV Eindhoven,5,153,0,1,0,46,0,1,0,2,14,1,6.82
Shakhtar Donetsk,5,221,0,2,0,37,1,2,7,1,4,1,6.82
Milan,5,108,1,2,1,44,1,8,2,1,4,0,6.82
Aston Villa,12,697,4,14,4,97,2,2,1,3,11,1,6.82
Bayer 04 Leverkusen,7,329,0,5,1,64,0,1,4,2,9,1,6.82
Arsenal,6,296,2,5,2,81,0,7,3,2,11,0,6.82
Celtic,10,337,0,1,0,44,1,2,3,0,5,3,6.8
Sporting CP,9,332,0,4,0,47,2,8,3,1,10,1,6.8
PSV Eindhoven,1,10,0,0,0,3,0,1,1,0,1,0,6.8
PSV Eindhoven,2,33,0,0,0,9,0,2,0,0,1,0,6.8
Celtic,2,85,0,1,1,22,0,3,1,1,5,0,6.8
Celtic,9,761,0,7,1,123,1,7,13,8,16,4,6.79
AC Sparta Praha,8,423,1,3,1,21,3,8,0,1,11,2,6.79
Benfica,7,414,0,6,3,66,0,3,8,1,24,0,6.79
Red Bull Salzburg,5,318,0,2,0,37,0,3,1,1,7,2,6.78
Lille,7,266,1,4,2,50,3,6,6,0,10,0,6.77
AC Sparta Praha,6,494,0,6,0,51,1,4,6,7,18,0,6.77
SK Sturm Graz,8,669,1,8,1,112,5,6,11,4,34,0,6.76
Real Madrid,9,134,0,2,1,27,2,1,2,2,7,1,6.76
Benfica,11,243,0,4,1,45,3,5,3,0,8,1,6.75
Arsenal,5,260,1,5,1,69,0,4,7,2,15,0,6.74
Celtic,6,152,1,3,1,38,1,2,1,1,5,0,6.74
VfB Stuttgart,8,403,0,5,1,58,0,6,2,2,10,1,6.74
RB Leipzig,6,161,0,2,0,22,2,0,3,0,2,1,6.73
Borussia Dortmund,12,617,0,5,1,117,1,5,13,4,29,1,6.73
Red Bull Salzburg,7,393,0,3,0,76,1,7,8,6,17,1,6.73
Red Bull Salzburg,4,93,0,1,1,12,0,0,1,0,1,0,6.73
Bayer 04 Leverkusen,5,210,0,3,0,64,1,2,3,0,6,0,6.72
Liverpool FC,9,466,1,5,1,63,6,4,9,1,18,1,6.71
AS Monaco,10,547,0,6,1,199,1,11,8,3,30,2,6.7
Bayer 04 Leverkusen,8,407,0,5,0,69,0,3,5,2,13,1,6.7
Bologna,8,410,0,2,0,54,1,3,6,1,11,1,6.7
Sporting CP,1,9,0,1,0,3,0,0,0,0,1,0,6.7
BSC Young Boys,7,306,0,3,0,55,7,3,4,3,8,0,6.7
Inter,1,14,0,0,0,4,0,0,0,0,2,0,6.7
ŠK Slovan Bratislava,8,674,0,4,0,118,5,4,4,3,20,2,6.69
RB Leipzig,8,516,0,11,1,117,2,13,10,2,21,0,6.69
Benfica,6,86,0,1,0,9,0,0,2,0,4,1,6.68
Bayer 04 Leverkusen,4,130,1,1,1,53,4,1,0,0,4,0,6.67
Lille,3,138,0,1,0,23,1,3,0,0,3,0,6.67
Bologna,8,352,0,2,0,66,2,6,8,1,13,1,6.66
Atalanta,7,131,0,1,0,26,4,3,1,0,4,1,6.66
AS Monaco,8,556,0,3,0,47,2,2,1,3,20,2,6.65
Bayer 04 Leverkusen,4,108,1,1,1,16,0,1,2,1,6,0,6.65
SK Sturm Graz,4,131,0,2,0,24,0,3,1,1,7,0,6.65
Stade Brestois,9,378,0,4,1,98,4,3,11,6,20,1,6.64
Club Brugge KV,7,185,0,0,0,26,2,1,3,1,5,1,6.64
Stade Brestois,9,452,1,5,0,72,5,9,7,7,32,0,6.63
Girona FC,3,146,0,2,1,30,1,0,2,0,6,0,6.63
Shakhtar Donetsk,7,408,1,4,2,64,0,4,6,0,13,0,6.63
Milan,4,52,0,0,0,8,0,1,0,0,3,0,6.63
AC Sparta Praha,6,327,0,2,0,47,3,2,4,1,13,1,6.62
BSC Young Boys,7,244,0,3,1,30,1,0,1,0,5,0,6.61
SK Sturm Graz,8,388,0,2,0,40,1,5,4,1,9,0,6.61
Feyenoord,8,388,0,0,0,38,1,1,0,0,6,2,6.6
BSC Young Boys,8,489,0,1,0,47,1,3,1,1,7,1,6.6
ŠK Slovan Bratislava,7,160,0,1,0,34,0,4,0,2,4,1,6.6
Girona FC,1,11,0,0,0,3,0,3,1,0,2,0,6.6
Sporting CP,1,68,0,0,0,17,1,0,1,0,2,0,6.6
Sporting CP,1,34,0,0,0,13,2,0,0,0,0,0,6.6
Benfica,4,65,0,2,0,6,0,0,1,0,3,0,6.58
Girona FC,4,275,0,0,0,34,0,0,1,0,2,0,6.58
Feyenoord,7,316,0,6,1,36,2,4,2,1,11,0,6.57
Shakhtar Donetsk,6,148,0,3,0,26,1,1,1,0,4,0,6.57
FC Barcelona,4,51,0,0,0,21,3,1,1,0,2,0,6.55
Manchester City,2,100,0,0,0,14,0,0,2,0,3,0,6.55
Inter,7,207,0,1,1,53,1,3,1,0,7,1,6.54
FK Crvena zvezda,7,161,0,0,0,31,3,1,2,0,2,0,6.53
Celtic,7,467,0,0,0,24,0,4,3,1,2,1,6.53
FC Barcelona,6,52,0,1,1,15,1,0,2,0,2,0,6.53
RB Leipzig,4,92,0,0,0,15,0,0,1,1,2,0,6.53
Girona FC,5,94,0,2,0,23,0,1,2,0,2,0,6.52
Sporting CP,2,73,0,1,0,20,0,0,0,2,7,0,6.5
Bayer 04 Leverkusen,2,18,0,0,0,4,0,0,0,0,1,0,6.5
AS Monaco,3,47,0,0,0,4,0,0,0,2,4,0,6.5
Feyenoord,2,79,0,0,0,8,0,0,1,0,0,0,6.5
Stade Brestois,6,79,0,3,0,24,1,2,1,1,3,0,6.5
Bologna,7,336,0,7,0,39,3,0,2,1,10,0,6.49
BSC Young Boys,5,138,0,2,0,25,0,2,0,0,5,0,6.48
Club Brugge KV,5,57,0,0,0,4,0,0,1,0,0,0,6.48
SK Sturm Graz,5,96,0,0,0,13,0,0,0,0,1,0,6.46
Girona FC,8,278,0,1,0,32,0,0,1,2,3,0,6.45
GNK Dinamo Zagreb,5,60,0,0,0,17,1,3,1,2,3,0,6.45
Juventus,6,270,0,2,0,24,1,5,4,1,3,0,6.43
Celtic,1,11,0,0,0,1,0,0,0,0,1,0,6.4
Lille,1,23,0,0,0,5,0,0,0,0,1,0,6.4
Atlético Madrid,8,290,0,2,0,50,0,3,2,2,13,0,6.39
Benfica,4,42,0,0,0,6,0,0,4,1,2,0,6.37
AC Sparta Praha,2,41,0,0,0,8,0,0,0,0,0,0,6.3
Liverpool FC,4,237,0,2,0,37,1,0,2,0,11,0,6.3
Girona FC,1,11,0,0,0,3,0,0,0,0,2,0,6.1
Liverpool FC,1,83,0,0,0,8,0,0,0,0,0,0,6.1
Arsenal,1,1,0,0,0,0,0,0,0,0,0,0,0.0
SK Sturm Graz,1,1,0,0,0,0,0,0,0,0,0,0,0.0
Lille,1,1,0,0,0,0,0,0,0,0,0,0,0.0
