team,appearances,minutesPlayed,saves,goalsConceded,rating
Bayer 04 Leverkusen,5,351,0,4,7.02
Borussia Dortmund,8,675,0,6,7.01
Benfica,10,896,0,13,7.01
Sevilla,2,180,0,5,7.0
Chelsea,6,437,0,5,7.0
Paris Saint-Germain,8,720,0,10,7.0
Sporting CP,1,38,0,0,7.0
Olympique de Marseille,6,490,0,8,6.98
Red Bull Salzburg,4,267,0,3,6.98
Real Madrid,8,438,0,4,6.97
FC Bayern München,10,715,0,5,6.97
RB Leipzig,6,540,0,11,6.97
SSC Napoli,6,388,0,1,6.97
Milan,6,499,0,6,6.97
Liverpool FC,3,259,0,2,6.97
Manchester City,5,286,0,2,6.96
Inter,12,926,0,7,6.96
Real Madrid,9,748,0,10,6.96
Real Madrid,11,872,0,8,6.95
Bayer 04 Leverkusen,5,338,0,6,6.95
Inter,8,537,0,5,6.95
Sevilla,2,180,0,4,6.95
Club Brugge KV,8,720,0,11,6.95
Tottenham Hotspur,8,545,0,5,6.94
Shakhtar Donetsk,6,540,0,10,6.93
Milan,11,948,0,8,6.93
Borussia Dortmund,8,564,0,6,6.93
FC Bayern München,5,393,0,2,6.92
Olympique de Marseille,5,305,0,4,6.92
Red Bull Salzburg,6,540,0,9,6.92
Paris Saint-Germain,7,449,0,6,6.92
Milan,10,750,0,8,6.91
Red Bull Salzburg,3,166,0,5,6.9
AFC Ajax,2,76,0,0,6.9
Atlético Madrid,5,402,0,6,6.9
Chelsea,8,412,0,4,6.9
FC København,4,360,0,9,6.9
Borussia Dortmund,7,564,0,6,6.9
Bayer 04 Leverkusen,6,479,0,6,6.9
GNK Dinamo Zagreb,1,76,0,1,6.9
Real Madrid,1,17,0,1,6.9
Shakhtar Donetsk,6,540,0,10,6.9
Real Madrid,10,676,0,9,6.89
Club Brugge KV,8,572,0,7,6.89
GNK Dinamo Zagreb,6,540,0,11,6.88
Manchester City,5,306,0,1,6.88
Bayer 04 Leverkusen,5,429,0,6,6.88
Sevilla,4,226,0,4,6.87
FC Porto,8,588,0,6,6.86
Liverpool FC,8,720,0,12,6.85
Tottenham Hotspur,2,80,0,1,6.85
FC Porto,4,360,0,7,6.85
Eintracht Frankfurt,4,259,0,3,6.85
Chelsea,5,398,0,5,6.84
AFC Ajax,6,540,0,16,6.83
Atlético Madrid,6,512,0,7,6.83
FC København,6,482,0,11,6.83
Club Brugge KV,3,134,0,0,6.83
Tottenham Hotspur,7,618,0,6,6.83
Tottenham Hotspur,7,600,0,6,6.83
Juventus,4,239,0,5,6.83
Chelsea,5,259,0,3,6.82
Paris Saint-Germain,6,441,0,5,6.82
Tottenham Hotspur,6,428,0,3,6.82
Atlético Madrid,6,468,0,6,6.82
RB Leipzig,8,720,0,17,6.81
Bayer 04 Leverkusen,5,375,0,5,6.8
FC Barcelona,3,248,0,5,6.8
FC København,4,305,0,4,6.8
Real Madrid,11,712,0,9,6.8
Tottenham Hotspur,3,154,0,3,6.8
Red Bull Salzburg,6,540,0,9,6.8
Sporting CP,5,395,0,5,6.8
Tottenham Hotspur,1,17,0,0,6.8
Real Madrid,5,347,0,3,6.8
Bayer 04 Leverkusen,5,450,0,8,6.8
Celtic,1,90,0,5,6.8
SSC Napoli,8,512,0,7,6.79
FC Bayern München,8,350,0,2,6.79
Shakhtar Donetsk,4,360,0,8,6.78
Paris Saint-Germain,8,655,0,8,6.78
Manchester City,4,292,0,2,6.78
Sporting CP,6,540,0,9,6.77
Atlético Madrid,3,270,0,4,6.77
Club Brugge KV,7,524,0,7,6.76
RB Leipzig,4,166,0,2,6.75
Celtic,4,360,0,7,6.75
FC Barcelona,4,257,0,5,6.75
Inter,7,298,0,5,6.75
GNK Dinamo Zagreb,5,374,0,8,6.74
Maccabi Haifa,6,396,0,20,6.73
Juventus,6,443,0,13,6.73
FC Barcelona,4,222,0,5,6.73
Red Bull Salzburg,4,273,0,6,6.73
Liverpool FC,5,379,0,10,6.72
Maccabi Haifa,5,375,0,15,6.72
Paris Saint-Germain,5,274,0,5,6.72
FC Porto,6,152,0,3,6.72
Juventus,3,270,0,5,6.7
Celtic,6,540,0,15,6.7
Red Bull Salzburg,3,270,0,2,6.7
FC Barcelona,2,180,0,5,6.7
RB Leipzig,5,227,0,7,6.7
GNK Dinamo Zagreb,1,14,0,0,6.7
Manchester City,2,44,0,0,6.7
Benfica,2,106,0,3,6.7
Juventus,3,93,0,0,6.7
RB Leipzig,8,533,0,14,6.7
Club Brugge KV,6,495,0,9,6.68
Juventus,5,428,0,11,6.68
Olympique de Marseille,5,250,0,5,6.68
Eintracht Frankfurt,8,720,0,13,6.68
Sporting CP,4,190,0,6,6.68
Sevilla,6,391,0,8,6.67
GNK Dinamo Zagreb,3,35,0,0,6.67
GNK Dinamo Zagreb,6,410,0,9,6.67
Tottenham Hotspur,7,389,0,4,6.66
Celtic,6,540,0,15,6.63
Sporting CP,6,508,0,9,6.63
Paris Saint-Germain,4,114,0,1,6.63
FC København,6,336,0,9,6.62
Sevilla,5,450,0,12,6.6
FC København,5,431,0,10,6.6
Milan,10,828,0,9,6.6
FC Barcelona,1,90,0,2,6.6
Liverpool FC,1,13,0,0,6.6
Borussia Dortmund,1,18,0,0,6.6
Celtic,1,90,0,3,6.6
FC København,2,99,0,1,6.6
Paris Saint-Germain,3,146,0,2,6.6
Eintracht Frankfurt,3,120,0,1,6.6
Benfica,5,198,0,4,6.58
Liverpool FC,5,299,0,9,6.58
Sevilla,4,219,0,5,6.58
Rangers,4,315,0,10,6.58
SSC Napoli,3,204,0,3,6.57
Paris Saint-Germain,8,587,0,8,6.55
RB Leipzig,2,55,0,2,6.55
Sporting CP,2,100,0,1,6.55
Celtic,2,60,0,2,6.55
Maccabi Haifa,5,450,0,15,6.54
Atlético Madrid,3,157,0,5,6.53
FC Viktoria Plzeň,6,361,0,18,6.53
AFC Ajax,3,41,0,1,6.53
Atlético Madrid,3,213,0,3,6.53
Milan,4,132,0,3,6.53
FC Porto,5,450,0,6,6.52
Red Bull Salzburg,6,374,0,4,6.5
Paris Saint-Germain,1,45,0,2,6.5
Eintracht Frankfurt,2,112,0,2,6.5
Shakhtar Donetsk,2,11,0,0,6.5
Borussia Dortmund,2,13,0,0,6.5
Bayer 04 Leverkusen,3,25,0,1,6.5
Borussia Dortmund,3,63,0,1,6.5
Rangers,6,487,0,19,6.48
AFC Ajax,6,530,0,15,6.48
Shakhtar Donetsk,5,419,0,7,6.48
FC København,5,104,0,4,6.48
AFC Ajax,5,269,0,8,6.48
Sevilla,3,224,0,8,6.47
Rangers,6,464,0,20,6.47
Inter,6,162,0,4,6.46
Milan,4,188,0,3,6.45
Tottenham Hotspur,2,25,0,1,6.45
Maccabi Haifa,2,82,0,3,6.45
FC København,4,191,0,2,6.45
Eintracht Frankfurt,7,599,0,12,6.44
FC Porto,5,270,0,4,6.44
FC Viktoria Plzeň,3,169,0,6,6.43
Eintracht Frankfurt,4,199,0,4,6.43
Olympique de Marseille,4,149,0,4,6.4
FC Bayern München,5,410,0,15,6.4
Rangers,1,90,0,3,6.4
FC Viktoria Plzeň,6,513,0,24,6.38
Sporting CP,3,118,0,2,6.37
Maccabi Haifa,6,540,0,21,6.37
Eintracht Frankfurt,2,159,0,5,6.35
FC Viktoria Plzeň,6,292,0,11,6.33
RB Leipzig,3,262,0,11,6.33
Olympique de Marseille,6,540,0,8,6.32
FC Barcelona,4,167,0,5,6.3
Celtic,1,10,0,1,6.3
Juventus,2,180,0,6,6.3
RB Leipzig,7,198,0,11,6.28
Shakhtar Donetsk,5,309,0,6,6.26
Rangers,3,261,0,12,6.23
FC Viktoria Plzeň,6,495,0,20,6.22
FC København,1,24,0,1,6.2
Club Brugge KV,3,164,0,5,6.2
Rangers,6,373,0,17,6.1
Club Brugge KV,1,90,0,2,6.1
Sevilla,1,90,0,3,6.0
Sporting CP,3,110,0,4,4.65
Club Brugge KV,1,1,0,0,0.0
RB Leipzig,1,2,0,0,0.0
Benfica,2,4,0,0,0.0
FC Porto,2,3,0,1,0.0
FC Bayern München,9,810,0,6,7.77
Liverpool FC,8,624,0,11,7.7
Manchester City,10,721,0,3,7.61
Juventus,3,146,0,2,7.57
Chelsea,6,415,0,3,7.47
FC Bayern München,8,557,0,5,7.45
SSC Napoli,10,638,0,8,7.4
Manchester City,12,997,0,4,7.4
Olympique de Marseille,6,379,0,7,7.4
Tottenham Hotspur,7,574,0,5,7.4
Tottenham Hotspur,1,90,0,1,7.4
Real Madrid,11,968,0,10,7.38
Real Madrid,12,846,0,8,7.37
Sporting CP,3,111,0,3,7.37
Benfica,10,900,0,13,7.33
Atlético Madrid,3,225,0,3,7.3
FC Bayern München,7,537,0,4,7.29
Juventus,5,447,0,11,7.28
Liverpool FC,5,308,0,1,7.28
Manchester City,13,936,0,5,7.25
Benfica,10,865,0,12,7.23
Borussia Dortmund,7,630,0,6,7.23
AFC Ajax,6,452,0,11,7.22
Manchester City,9,506,0,3,7.2
Shakhtar Donetsk,3,189,0,4,7.2
Sevilla,1,90,0,0,7.2
Borussia Dortmund,1,90,0,1,7.2
Chelsea,9,763,0,10,7.19
FC Barcelona,5,298,0,8,7.18
FC Bayern München,9,608,0,4,7.18
Manchester City,13,909,0,3,7.17
FC Bayern München,9,551,0,4,7.17
Liverpool FC,3,269,0,5,7.17
SSC Napoli,9,374,0,3,7.16
SSC Napoli,8,653,0,6,7.15
Manchester City,8,384,0,1,7.14
Red Bull Salzburg,6,540,0,9,7.13
FC Barcelona,3,207,0,4,7.13
Tottenham Hotspur,7,625,0,5,7.13
FC Porto,7,530,0,3,7.13
FC Porto,7,596,0,7,7.1
Inter,12,807,0,7,7.1
Olympique de Marseille,6,490,0,7,7.1
Liverpool FC,2,153,0,5,7.1
FC Porto,8,568,0,3,7.09
Manchester City,13,997,0,5,7.08
Milan,12,1053,0,11,7.08
Liverpool FC,4,281,0,6,7.08
Real Madrid,10,750,0,5,7.07
Tottenham Hotspur,6,506,0,5,7.07
Olympique de Marseille,6,471,0,6,7.07
Benfica,9,403,0,5,7.06
Juventus,6,437,0,12,7.05
Celtic,6,485,0,13,7.05
Inter,11,735,0,3,7.05
Paris Saint-Germain,7,625,0,8,7.04
Club Brugge KV,5,298,0,4,7.04
Atlético Madrid,5,255,0,5,7.04
Bayer 04 Leverkusen,6,510,0,8,7.03
Borussia Dortmund,3,264,0,4,7.03
Atlético Madrid,6,461,0,9,7.03
Eintracht Frankfurt,8,700,0,13,7.03
Juventus,4,310,0,7,7.03
FC Porto,4,282,0,2,7.03
Olympique de Marseille,6,419,0,7,7.02
Benfica,10,827,0,13,7.01
Liverpool FC,8,416,0,7,7.0
FC København,2,171,0,2,7.0
GNK Dinamo Zagreb,6,521,0,11,7.0
FC København,2,162,0,2,7.0
FC Bayern München,8,343,0,3,6.99
Inter,12,997,0,5,6.98
FC København,6,486,0,11,6.98
Red Bull Salzburg,6,495,0,8,6.98
SSC Napoli,9,413,0,2,6.97
Sporting CP,6,298,0,5,6.97
FC Bayern München,6,278,0,1,6.97
RB Leipzig,3,62,0,2,6.97
Bayer 04 Leverkusen,4,215,0,5,6.97
Sevilla,6,402,0,7,6.95
Chelsea,8,627,0,7,6.95
Chelsea,2,82,0,1,6.95
Shakhtar Donetsk,6,484,0,7,6.95
Sevilla,6,421,0,6,6.95
Real Madrid,12,319,0,6,6.95
Inter,13,915,0,9,6.94
Liverpool FC,8,397,0,7,6.94
GNK Dinamo Zagreb,6,495,0,11,6.93
Paris Saint-Germain,6,159,0,2,6.93
FC Barcelona,5,404,0,9,6.92
SSC Napoli,10,876,0,6,6.92
Celtic,6,226,0,4,6.92
Club Brugge KV,7,595,0,5,6.91
Benfica,10,862,0,12,6.91
RB Leipzig,7,340,0,8,6.9
FC Barcelona,5,331,0,7,6.9
FC Porto,7,613,0,7,6.89
AFC Ajax,6,533,0,16,6.88
Bayer 04 Leverkusen,6,467,0,7,6.88
Juventus,5,266,0,7,6.88
FC Bayern München,8,363,0,0,6.88
Eintracht Frankfurt,8,720,0,13,6.88
FC Barcelona,4,235,0,5,6.88
Milan,10,593,0,10,6.87
Real Madrid,10,446,0,6,6.87
FC Barcelona,6,282,0,7,6.87
Inter,9,546,0,6,6.87
Sporting CP,6,388,0,7,6.85
Inter,12,886,0,9,6.85
FC København,6,297,0,4,6.85
Benfica,10,618,0,11,6.85
Atlético Madrid,2,105,0,1,6.85
Juventus,2,108,0,2,6.85
SSC Napoli,2,16,0,0,6.85
Inter,11,417,0,8,6.85
RB Leipzig,7,586,0,8,6.84
AFC Ajax,6,524,0,15,6.83
Borussia Dortmund,6,383,0,3,6.83
Tottenham Hotspur,4,41,0,1,6.83
Sporting CP,6,468,0,7,6.83
Bayer 04 Leverkusen,5,266,0,4,6.82
Atlético Madrid,5,284,0,2,6.82
Olympique de Marseille,6,416,0,5,6.82
Maccabi Haifa,6,468,0,19,6.82
Chelsea,7,288,0,2,6.81
Borussia Dortmund,5,206,0,1,6.8
FC København,3,42,0,1,6.8
Manchester City,4,137,0,1,6.8
FC Barcelona,4,292,0,7,6.8
Atlético Madrid,4,330,0,5,6.8
Sporting CP,1,27,0,1,6.8
Liverpool FC,1,17,0,1,6.8
FC Porto,1,20,0,0,6.8
Sevilla,3,54,0,1,6.8
Tottenham Hotspur,4,214,0,2,6.8
Milan,8,376,0,5,6.79
Borussia Dortmund,7,546,0,7,6.79
Real Madrid,7,84,0,2,6.79
FC Viktoria Plzeň,6,494,0,23,6.78
Inter,11,823,0,8,6.78
Sevilla,5,247,0,4,6.78
FC København,5,290,0,6,6.78
RB Leipzig,8,657,0,16,6.78
Paris Saint-Germain,8,589,0,8,6.78
Club Brugge KV,8,704,0,10,6.78
Eintracht Frankfurt,7,513,0,9,6.77
FC Bayern München,9,537,0,2,6.77
Juventus,6,431,0,10,6.77
FC Bayern München,6,255,0,2,6.77
Paris Saint-Germain,3,91,0,1,6.77
Celtic,3,218,0,5,6.77
Club Brugge KV,8,645,0,10,6.76
Shakhtar Donetsk,5,370,0,5,6.76
Inter,5,146,0,3,6.76
RB Leipzig,8,402,0,11,6.75
GNK Dinamo Zagreb,6,476,0,9,6.75
Maccabi Haifa,6,400,0,19,6.75
Celtic,6,454,0,12,6.75
Olympique de Marseille,2,78,0,1,6.75
Olympique de Marseille,3,39,0,0,6.75
Juventus,5,360,0,9,6.74
Red Bull Salzburg,5,400,0,7,6.74
Liverpool FC,8,631,0,12,6.74
Celtic,6,540,0,15,6.73
FC København,3,189,0,3,6.73
Sevilla,6,259,0,9,6.72
Chelsea,8,298,0,2,6.71
Milan,8,161,0,0,6.7
Bayer 04 Leverkusen,5,124,0,3,6.7
Club Brugge KV,4,107,0,0,6.7
Sporting CP,2,87,0,2,6.7
Benfica,4,40,0,0,6.7
Eintracht Frankfurt,1,11,0,0,6.7
FC Viktoria Plzeň,3,34,0,0,6.7
Red Bull Salzburg,6,315,0,7,6.7
FC Barcelona,1,23,0,0,6.7
Sporting CP,1,29,0,1,6.7
FC Barcelona,1,12,0,0,6.7
Sporting CP,1,17,0,0,6.7
Celtic,1,8,0,0,6.7
Bayer 04 Leverkusen,2,90,0,0,6.7
Shakhtar Donetsk,6,534,0,10,6.7
Milan,11,823,0,9,6.69
Real Madrid,11,720,0,9,6.69
Paris Saint-Germain,7,247,0,3,6.69
Eintracht Frankfurt,6,299,0,6,6.68
Real Madrid,5,204,0,5,6.68
Chelsea,8,611,0,11,6.68
Rangers,4,235,0,8,6.68
Red Bull Salzburg,4,119,0,2,6.68
Eintracht Frankfurt,7,523,0,10,6.67
Liverpool FC,8,240,0,4,6.67
AFC Ajax,6,421,0,10,6.67
FC København,6,450,0,12,6.67
Club Brugge KV,7,569,0,9,6.66
Benfica,3,27,0,1,6.65
Chelsea,2,165,0,4,6.65
Sevilla,4,229,0,5,6.65
Inter,6,119,0,1,6.65
Benfica,2,41,0,1,6.65
Paris Saint-Germain,3,140,0,3,6.65
Manchester City,3,39,0,0,6.65
RB Leipzig,5,276,0,11,6.64
Maccabi Haifa,3,210,0,6,6.63
Sevilla,6,238,0,8,6.63
SSC Napoli,3,57,0,0,6.63
Liverpool FC,4,118,0,5,6.63
FC Porto,3,71,0,2,6.63
GNK Dinamo Zagreb,3,37,0,0,6.63
Shakhtar Donetsk,6,487,0,10,6.63
Chelsea,4,153,0,1,6.63
SSC Napoli,10,289,0,4,6.62
AFC Ajax,4,288,0,8,6.6
Sevilla,6,495,0,12,6.6
Shakhtar Donetsk,1,13,0,0,6.6
Club Brugge KV,1,10,0,0,6.6
Club Brugge KV,1,16,0,1,6.6
Tottenham Hotspur,3,94,0,2,6.6
Paris Saint-Germain,3,82,0,2,6.6
Milan,10,608,0,6,6.58
FC Viktoria Plzeň,5,434,0,20,6.58
Rangers,5,250,0,11,6.58
GNK Dinamo Zagreb,5,72,0,2,6.58
Borussia Dortmund,4,179,0,2,6.58
FC Viktoria Plzeň,6,261,0,8,6.57
Sporting CP,3,119,0,1,6.57
Sevilla,5,276,0,4,6.56
Rangers,4,192,0,3,6.55
Tottenham Hotspur,4,200,0,3,6.55
Liverpool FC,2,100,0,0,6.55
FC Viktoria Plzeň,4,181,0,9,6.55
SSC Napoli,3,28,0,0,6.55
Club Brugge KV,4,48,0,0,6.55
FC Barcelona,3,95,0,3,6.53
Olympique de Marseille,3,122,0,1,6.53
Celtic,3,87,0,3,6.53
Eintracht Frankfurt,5,228,0,7,6.53
Sporting CP,5,334,0,5,6.52
Rangers,4,268,0,11,6.5
GNK Dinamo Zagreb,6,540,0,11,6.5
GNK Dinamo Zagreb,6,527,0,11,6.5
Celtic,5,152,0,7,6.5
Shakhtar Donetsk,6,188,0,5,6.5
Eintracht Frankfurt,8,619,0,10,6.5
Benfica,3,33,0,0,6.5
FC Bayern München,2,34,0,1,6.5
AFC Ajax,2,20,0,1,6.5
Borussia Dortmund,1,17,0,0,6.5
Maccabi Haifa,1,11,0,0,6.5
FC Porto,2,12,0,1,6.5
Shakhtar Donetsk,5,86,0,3,6.5
Celtic,5,227,0,5,6.48
Olympique de Marseille,4,108,0,1,6.48
Inter,3,118,0,4,6.47
Celtic,5,101,0,4,6.46
AFC Ajax,5,209,0,9,6.44
Milan,7,245,0,0,6.44
Rangers,5,246,0,11,6.42
Maccabi Haifa,5,361,0,13,6.42
FC Viktoria Plzeň,6,424,0,21,6.42
Sporting CP,5,364,0,7,6.4
Shakhtar Donetsk,1,16,0,0,6.4
Liverpool FC,1,13,0,0,6.4
Shakhtar Donetsk,1,9,0,0,6.4
AFC Ajax,5,62,0,3,6.38
FC København,3,269,0,5,6.37
Eintracht Frankfurt,6,247,0,3,6.36
FC Viktoria Plzeň,5,364,0,15,6.36
Rangers,4,134,0,9,6.33
FC Viktoria Plzeň,2,150,0,7,6.3
Rangers,1,11,0,1,6.3
Borussia Dortmund,2,37,0,0,6.3
Maccabi Haifa,2,21,0,3,6.3
Rangers,6,510,0,18,6.28
Juventus,5,217,0,6,6.26
Club Brugge KV,6,523,0,11,6.23
Maccabi Haifa,4,59,0,3,6.23
Rangers,4,325,0,10,6.2
Inter,1,14,0,0,6.2
Club Brugge KV,1,11,0,0,6.2
Rangers,5,450,0,19,6.14
Atlético Madrid,1,11,0,0,6.1
FC Viktoria Plzeň,2,84,0,7,6.0
Rangers,4,125,0,6,5.9
FC Viktoria Plzeň,1,2,0,0,0.0
Juventus,1,2,0,0,0.0
Juventus,1,2,0,0,0.0
FC Barcelona,5,442,0,9,7.98
Paris Saint-Germain,7,615,0,9,7.93
Benfica,1,8,0,0,7.8
FC Porto,7,613,0,1,7.66
Red Bull Salzburg,1,65,0,1,7.6
Paris Saint-Germain,8,651,0,9,7.53
Paris Saint-Germain,6,539,0,7,7.45
Manchester City,11,845,0,4,7.41
SSC Napoli,7,260,0,3,7.4
Celtic,4,285,0,8,7.4
Juventus,1,20,0,0,7.4
SSC Napoli,6,423,0,3,7.35
FC Barcelona,6,415,0,9,7.35
AFC Ajax,6,468,0,13,7.27
Real Madrid,12,825,0,12,7.26
Atlético Madrid,6,405,0,9,7.23
FC Bayern München,7,441,0,3,7.23
FC Barcelona,5,184,0,4,7.18
Real Madrid,10,747,0,10,7.16
Olympique de Marseille,5,419,0,6,7.14
Tottenham Hotspur,8,624,0,3,7.13
Real Madrid,12,975,0,11,7.11
FC Viktoria Plzeň,1,45,0,0,7.1
SSC Napoli,7,276,0,2,7.07
Manchester City,10,477,0,1,7.07
Borussia Dortmund,7,477,0,2,7.07
RB Leipzig,8,534,0,9,7.06
Inter,13,831,0,5,7.05
Maccabi Haifa,6,309,0,14,7.05
SSC Napoli,9,699,0,5,7.04
RB Leipzig,7,562,0,9,7.04
Milan,11,913,0,8,7.03
Chelsea,10,619,0,6,7.02
Sporting CP,6,357,0,5,7.02
Maccabi Haifa,6,540,0,21,7.02
Benfica,10,719,0,12,7.01
Inter,13,1002,0,8,7.0
Tottenham Hotspur,6,366,0,3,7.0
Milan,12,940,0,10,6.99
Club Brugge KV,8,514,0,7,6.99
Tottenham Hotspur,8,720,0,7,6.99
Club Brugge KV,4,292,0,8,6.98
Inter,8,181,0,3,6.96
Benfica,5,130,0,0,6.96
Sporting CP,5,235,0,3,6.96
Chelsea,6,408,0,3,6.95
Eintracht Frankfurt,5,69,0,1,6.95
Liverpool FC,6,263,0,2,6.95
SSC Napoli,9,464,0,6,6.94
Chelsea,9,444,0,4,6.94
Liverpool FC,8,401,0,5,6.93
Benfica,9,448,0,7,6.87
Juventus,5,339,0,8,6.84
AFC Ajax,3,28,0,1,6.83
Club Brugge KV,4,58,0,1,6.83
AFC Ajax,5,433,0,11,6.82
FC Porto,8,518,0,2,6.81
Sevilla,4,248,0,5,6.8
Red Bull Salzburg,6,204,0,5,6.8
Real Madrid,3,131,0,2,6.8
Juventus,1,16,0,0,6.8
Chelsea,9,470,0,5,6.79
RB Leipzig,8,504,0,12,6.79
Red Bull Salzburg,6,470,0,8,6.78
GNK Dinamo Zagreb,6,494,0,9,6.78
Olympique de Marseille,6,172,0,2,6.78
Shakhtar Donetsk,6,244,0,3,6.78
FC Viktoria Plzeň,6,364,0,19,6.77
Sevilla,3,155,0,6,6.77
Bayer 04 Leverkusen,6,275,0,3,6.76
FC Porto,8,689,0,5,6.75
FC København,2,108,0,5,6.75
Atlético Madrid,5,117,0,2,6.74
Atlético Madrid,6,303,0,6,6.73
Chelsea,9,638,0,6,6.71
Borussia Dortmund,6,379,0,3,6.7
GNK Dinamo Zagreb,6,163,0,4,6.7
AFC Ajax,5,116,0,6,6.7
Inter,9,305,0,4,6.69
Maccabi Haifa,6,485,0,17,6.68
Juventus,5,107,0,4,6.68
Celtic,6,244,0,6,6.67
Juventus,5,413,0,10,6.66
FC Porto,3,59,0,3,6.65
Borussia Dortmund,2,145,0,2,6.65
Borussia Dortmund,6,241,0,1,6.64
Maccabi Haifa,6,53,0,3,6.64
Olympique de Marseille,4,118,0,1,6.63
Milan,8,144,0,1,6.63
FC Bayern München,5,140,0,2,6.62
FC Viktoria Plzeň,6,462,0,21,6.62
Maccabi Haifa,6,237,0,6,6.62
Eintracht Frankfurt,6,294,0,2,6.62
Bayer 04 Leverkusen,5,448,0,6,6.6
Red Bull Salzburg,6,328,0,4,6.6
Juventus,3,46,0,0,6.6
Liverpool FC,4,123,0,1,6.6
GNK Dinamo Zagreb,1,21,0,0,6.6
Sporting CP,1,12,0,0,6.6
Bayer 04 Leverkusen,2,9,0,0,6.6
Milan,9,311,0,2,6.59
Eintracht Frankfurt,7,521,0,9,6.59
FC Porto,7,107,0,6,6.58
Sevilla,4,107,0,3,6.58
FC København,6,447,0,10,6.57
Borussia Dortmund,7,338,0,2,6.56
Chelsea,5,129,0,1,6.54
Atlético Madrid,5,297,0,4,6.54
Celtic,6,361,0,10,6.53
Atlético Madrid,6,283,0,9,6.53
Tottenham Hotspur,3,179,0,3,6.53
Bayer 04 Leverkusen,4,118,0,3,6.53
Eintracht Frankfurt,8,221,0,5,6.53
RB Leipzig,5,67,0,2,6.52
Celtic,6,333,0,10,6.52
FC Viktoria Plzeň,5,131,0,5,6.5
