model,threshold,f1,precision,recall,specificity,balanced_accuracy,alerts,alert_rate,tp,fp,fn,tn
V4A,0.5227272727272727,0.6547192353643967,0.6157303370786517,0.6989795918367347,0.8532188841201717,0.7760992379784533,445,0.28580603725112397,274,171,118,994
V4A,0.5318181818181819,0.6547192353643967,0.6157303370786517,0.6989795918367347,0.8532188841201717,0.7760992379784533,445,0.28580603725112397,274,171,118,994
V4A,0.5409090909090909,0.6547192353643967,0.6157303370786517,0.6989795918367347,0.8532188841201717,0.7760992379784533,445,0.28580603725112397,274,171,118,994
V4A,0.55,0.657074340527578,0.6199095022624435,0.6989795918367347,0.855793991416309,0.7773867916265218,442,0.28387925497752087,274,168,118,997
V4A,0.5590909090909091,0.6570048309178744,0.6238532110091743,0.6938775510204082,0.8592274678111588,0.7765525094157835,436,0.2800256904303147,272,164,120,1001
V4A,0.5681818181818182,0.6585067319461444,0.6329411764705882,0.6862244897959183,0.8660944206008584,0.7761594551983884,425,0.2729608220937701,269,156,123,1009
V4A,0.5772727272727273,0.6441102756892231,0.6330049261083743,0.6556122448979592,0.8721030042918455,0.7638576245949024,406,0.2607578676942839,257,149,135,1016
V4A,0.5863636363636364,0.6476683937823834,0.6578947368421053,0.6377551020408163,0.8884120171673819,0.7630835596040991,380,0.24405908798972384,250,130,142,1035
V4A,0.5954545454545455,0.6435246995994659,0.6750700280112045,0.6147959183673469,0.9004291845493563,0.7576125514583516,357,0.22928709055876687,241,116,151,1049
V4A,0.6045454545454546,0.6405405405405405,0.6810344827586207,0.6045918367346939,0.9047210300429185,0.7546564333888062,348,0.22350674373795762,237,111,155,1054
V4A,0.6136363636363636,0.6401098901098901,0.6934523809523809,0.5943877551020408,0.911587982832618,0.7529878689673294,336,0.21579961464354527,233,103,159,1062
V4A,0.6227272727272728,0.634965034965035,0.7027863777089783,0.5790816326530612,0.9175965665236051,0.7483390995883332,323,0.20745022479126526,227,96,165,1069
V4A,0.6318181818181818,0.6330935251798561,0.7260726072607261,0.5612244897959183,0.9287553648068669,0.7449899273013927,303,0.19460500963391136,220,83,172,1082
V4A,0.6409090909090909,0.6253776435045317,0.7666666666666667,0.5280612244897959,0.9459227467811159,0.7369919856354559,270,0.17341040462427745,207,63,185,1102
V4A,0.65,0.6066350710900474,0.7966804979253111,0.4897959183673469,0.9579399141630901,0.7238679162652185,241,0.15478484264611433,192,49,200,1116
V4A,0.6590909090909091,0.5733333333333334,0.8269230769230769,0.4387755102040816,0.9690987124463519,0.7039371113252167,208,0.13359023763648042,172,36,220,1129
V4A,0.6681818181818182,0.49454545454545457,0.8607594936708861,0.3469387755102041,0.9811158798283262,0.6640273276692651,158,0.1014771997430957,136,22,256,1143
V4A,0.6772727272727272,0.3976143141153082,0.9009009009009009,0.25510204081632654,0.9905579399141631,0.6228299903652448,111,0.07129094412331406,100,11,292,1154
V4A,0.6863636363636364,0.3021276595744681,0.9102564102564102,0.18112244897959184,0.9939914163090129,0.5875569326443024,78,0.05009633911368015,71,7,321,1158
V4A,0.6954545454545454,0.17511520737327188,0.9047619047619048,0.09693877551020408,0.9965665236051502,0.5467526495576771,42,0.02697495183044316,38,4,354,1161
V4A,0.7045454545454546,0.0966183574879227,0.9090909090909091,0.05102040816326531,0.9982832618025751,0.5246518349829202,22,0.014129736673089274,20,2,372,1163
V4A,0.7136363636363636,0.03007518796992481,0.8571428571428571,0.015306122448979591,0.9991416309012876,0.5072238766751336,7,0.00449582530507386,6,1,386,1164
V4A,0.7227272727272728,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.7318181818181818,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.740909090909091,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.75,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.7590909090909091,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.7681818181818182,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.7772727272727273,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.7863636363636364,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.7954545454545454,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.8045454545454546,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.8136363636363636,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.8227272727272728,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.8318181818181818,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.8409090909090909,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.85,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.8590909090909091,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.8681818181818182,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.8772727272727273,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.8863636363636364,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.8954545454545455,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.9045454545454545,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.9136363636363637,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.9227272727272727,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.9318181818181818,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.9409090909090909,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
V4A,0.95,0.0,0.0,0.0,1.0,0.5,0,0.0,0,0,392,1165
