name,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,firstName,lastName,averageX,averageY,pointsCount,team,match
Matheus Nunes,matheus-nunes,M. Nunes,D,27,21517,M,matheusnunes,945122,"{'nameTranslation': {'ar': 'ماثيوس نونيز', 'bn': 'ম্যাথিউস নুনেস', 'hi': 'मैथियस नून्स'}, 'shortNameTranslation': {'ar': 'م. نونيز', 'bn': 'এম. নুনেস', 'hi': 'एम. नून्स'}}",Matheus,Nunes,54.081896551724,14.6,116,Manchester City,1746212400_manchester_city_vs_wolverhampton
Bernardo Silva,bernardo-silva,B. Silva,M,20,64470,M,BSilva,331209,"{'nameTranslation': {'ar': 'بيرناردو سيلفا', 'bn': 'বার্নার্ডো সিলভা', 'hi': 'बर्नार्डो सिल्वा'}, 'shortNameTranslation': {'ar': 'ب. سيلفا', 'bn': 'বি. সিলভা', 'hi': 'बी. सिल्वा'}}",Bernardo,Silva,52.422222222222,36.171428571429,126,Manchester City,1746212400_manchester_city_vs_wolverhampton
Ederson,ederson,Ederson,G,31,49089,M,Ederson93,254491,"{'nameTranslation': {'ar': 'إيدرسون', 'bn': 'এডারসন', 'hi': 'एडरसन'}, 'shortNameTranslation': {'ar': 'إيدرسون', 'bn': 'এডারসন', 'hi': 'एडरसन'}}",Ederson,Ederson,11.631914893617,50.097872340426,47,Manchester City,1746212400_manchester_city_vs_wolverhampton
Nico González,nico-gonzalez,N. González,M,14,21308,M,nico14,954056,"{'nameTranslation': {'ar': 'نيكولاس غونزاليس', 'bn': 'নিকোলাস গঞ্জালেজ', 'hi': 'निकोलस गोंजालेज'}, 'shortNameTranslation': {'ar': 'ن. غونزاليس', 'bn': 'এন. গঞ্জালেজ', 'hi': 'एन. गोंजालेज'}}",Nicolas,Gonzalez,17.466666666667,52.566666666667,3,Manchester City,1746212400_manchester_city_vs_wolverhampton
Jérémy Doku,jeremy-doku,J. Doku,M,11,81567,M,Dokss,934386,"{'nameTranslation': {'ar': 'جيريمي دوكو', 'bn': 'জেরেমি ডকু', 'hi': 'जेरेमी डोकू'}, 'shortNameTranslation': {'ar': 'ج. دوكو', 'bn': 'জে. ডকু', 'hi': 'जे. डोकू'}}",Jeremy,Doku,75.516470588235,83.335294117647,85,Manchester City,1746212400_manchester_city_vs_wolverhampton
Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,52976,M,JGvardiol,964994,"{'nameTranslation': {'ar': 'يوشكو غفارديول', 'bn': 'জোসকো গোওয়ারদিওল', 'hi': 'जोस्को ग्वार्डिओल'}, 'shortNameTranslation': {'ar': 'ي. غفارديول', 'bn': 'জে. গোওয়ারদিওল', 'hi': 'जे. ग्वार्डिओल'}}",Josko,Gvardiol,46.834693877551,78.937755102041,98,Manchester City,1746212400_manchester_city_vs_wolverhampton
Gonçalo Guedes,goncalo-guedes,G. Guedes,M,11,4187,M,,280979,"{'nameTranslation': {'ar': 'غونسالو غيديس', 'bn': 'গনসালো গুয়েদেস', 'hi': 'गोन्सालो गुएडेस'}, 'shortNameTranslation': {'ar': 'غ. غيديس', 'bn': 'জি. গুয়েদেস', 'hi': 'जी. गुएडेस'}}",,,56.3625,27.5625,8,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
Pablo Sarabia,pablo-sarabia,P. Sarabia,M,7,2484,M,,138573,"{'nameTranslation': {'ar': 'بابلو سارابيا', 'bn': 'পাবলো সারাবিয়া', 'hi': 'पाब्लो साराबिया'}, 'shortNameTranslation': {'ar': 'ب. سارابيا', 'bn': 'পি. সারাবিয়া', 'hi': 'पी. साराबिया'}}",,,58.847826086957,23.765217391304,23,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
Santiago Bueno,santiago-bueno,S. Bueno,D,4,1390,M,,846308,"{'nameTranslation': {'ar': 'سانتياغو بويينو', 'bn': 'সান্তিয়াগো বুয়েনো', 'hi': 'सैंटियागो ब्यूनो'}, 'shortNameTranslation': {'ar': 'س. بويينو', 'bn': 'এস. বুয়েনো', 'hi': 'एस. ब्यूनो'}}",Santiago,Bueno,31.21875,16.8625,16,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
Matt Doherty,matt-doherty,M. Doherty,D,2,1442,M,,143047,"{'nameTranslation': {'ar': 'مات دوهيرتي', 'bn': 'ম্যাট ডোহার্টি', 'hi': 'मैट डोहर्टी'}, 'shortNameTranslation': {'ar': 'م. دوهيرتي', 'bn': 'এম. ডোহার্টি', 'hi': 'एम. डोहर्टी'}}",Matt,Doherty,27.458536585366,25.426829268293,41,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
Rodrigo Gomes,gomes-rodrigo,R. Gomes,M,21,1415,M,,1006073,"{'nameTranslation': {'ar': 'غوميز، رودريغو', 'bn': 'গোমেস, রদ্রিগো', 'hi': 'गोम्स, रोड्रिगो'}, 'shortNameTranslation': {'ar': 'ر. غوميز', 'bn': 'আর. গোমেস', 'hi': 'आर. गोम्स'}}",,,48.064285714286,9.9785714285714,14,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
Matheus Cunha,matheus-cunha,M. Cunha,F,10,77284,M,Cunha,886363,"{'nameTranslation': {'ar': 'ماثيوس كونيا', 'bn': 'ম্যাথিউস কুনহা', 'hi': 'मैथियस कुन्हा'}, 'shortNameTranslation': {'ar': 'م. كونيا', 'bn': 'এম. কুনহা', 'hi': 'एम. कुन्हा'}}",Matheus,Cunha,62.846511627907,63.176744186046,43,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
Hwang Hee-chan,hwang-hee-chan,H. Hee-chan,F,11,6519,M,Hwangso,786186,"{'nameTranslation': {'ar': 'هوانغ هي-تشان', 'bn': 'হি-চ্যান হোয়াং', 'hi': 'ही-चान ह्वांग'}, 'shortNameTranslation': {'ar': 'هوانغ هي-تشان', 'bn': 'এইচ. হোয়াং', 'hi': 'एच. ह्वांग'}}",Hwang,Hee-chan,61.975,51.675,4,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
José Sá,jose-sa,J. Sá,G,1,4370,M,,252669,"{'nameTranslation': {'ar': 'خوسيه سا', 'bn': 'জোসে সা', 'hi': 'जोस सा'}, 'shortNameTranslation': {'ar': 'خ. سا', 'bn': 'জে. সা', 'hi': 'जे. सा'}}",,,11.166666666667,48.781481481481,54,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
Emmanuel Agbadou,emmanuel-agbadou,E. Agbadou,D,12,4391,M,,1013842,"{'nameTranslation': {'ar': 'إيمانويل أغبادو', 'bn': 'ইমানুয়েল আগবাদৌ', 'hi': 'इमैनुएल अग्बाडौ'}, 'shortNameTranslation': {'ar': 'إ. أغبادو', 'bn': 'ই. আগবাদৌ', 'hi': 'ई. अग्बाडौ'}}",,,27.665882352941,50.121176470588,85,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
Marshall Munetsi,marshall-munetsi,M. Munetsi,M,18,2139,M,,894733,"{'nameTranslation': {'ar': 'مارشال مونيتسي', 'bn': 'মার্শাল মুনেতসি', 'hi': 'मार्शल मुनेत्सी'}, 'shortNameTranslation': {'ar': 'م. مونيتسي', 'bn': 'এম. মুনেতসি', 'hi': 'एम. मुनेत्सी'}}",Marshall,Munetsi,55.59756097561,53.129268292683,41,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
Nélson Semedo,nelson-semedo,N. Semedo,D,27,8143,M,nelsonsemedo50,252821,"{'nameTranslation': {'ar': 'نيلسون سيميدو', 'bn': 'নেলসন সেমেডো', 'hi': 'नेल्सन सेमेदो'}, 'shortNameTranslation': {'ar': 'ن. سيميدو', 'bn': 'এন. সেমিডো', 'hi': 'एन. सेमेदो'}}",,,37.66511627907,17.6,43,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
Jean-Ricner Bellegarde,jean-ricner-bellegarde,J. Bellegarde,M,27,35297,M,,845273,"{'nameTranslation': {'ar': 'جان-ريكنا بللجارد', 'bn': 'জিন-রিকনার বেলেগার্ড', 'hi': 'जीन-रिकनर बेलेगार्डे'}, 'shortNameTranslation': {'ar': 'ج. بللجارد', 'bn': 'জে.-আর. বেলগার্ড', 'hi': 'जे.आर. बेलेगार्डे'}}",Jean-Ricner,Bellegarde,44.321428571429,54.545238095238,42,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
André,andre,André,M,7,9623,M,Andre7,1035996,"{'nameTranslation': {'ar': 'أندريه', 'bn': 'অ্যান্ড্রু', 'hi': 'आंद्रे'}, 'shortNameTranslation': {'ar': 'أندريه', 'bn': 'অ্যান্ড্রু', 'hi': 'आंद्रे'}}",André,,39.729090909091,54.383636363636,55,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
João Gomes,joao-gomes,J. Gomes,M,8,15677,M,joaogomes.01,1015267,"{'nameTranslation': {'ar': 'جواو غوميش', 'bn': 'জোয়াও গোমেস', 'hi': 'जोआओ गोम्स'}, 'shortNameTranslation': {'ar': 'جواو غوميش', 'bn': 'জোয়াও গোমেস', 'hi': 'जोआओ गोम्स'}}",,,38.707042253521,46.438028169014,71,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
Toti Gomes,toti-gomes,T. Gomes,D,24,1118,M,,973418,"{'nameTranslation': {'ar': 'توتي غوميس', 'bn': 'টোটি গোমস', 'hi': 'टोटी गोम्स'}, 'shortNameTranslation': {'ar': 'ت. غوميس', 'bn': 'টি. গোমেজ', 'hi': 'टी. गोम्स'}}",Toti,Gomes,30.228985507246,79.684057971014,69,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
Rayan Aït-Nouri,rayan-ait-nouri,R. Aït-Nouri,D,21,50323,M,r_aitnouri,931278,"{'nameTranslation': {'ar': 'ريان آيت نوري', 'bn': 'রায়ান আইত নুরী', 'hi': 'रेयान ऐत नूरी'}, 'shortNameTranslation': {'ar': 'ر. أ. نوري', 'bn': 'আর. এ. নুরী', 'hi': 'आर. ऐ. नूरी'}}",Rayan,Ait Nouri,50.3578125,84.9625,64,Wolverhampton,1746212400_manchester_city_vs_wolverhampton
