name,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,firstName,lastName,averageX,averageY,pointsCount,team,match
Kobbie Mainoo,kobbie-mainoo,K. Mainoo,M,37,55849,M,KobbieM,1142175,"{'nameTranslation': {'ar': 'كوبي ماينو', 'bn': 'কোবি মাইনু', 'hi': 'कोबी मैनू'}, 'shortNameTranslation': {'ar': 'ك. ماينو', 'bn': 'কে. মাইনু', 'hi': 'के. मैनू'}}",Kobbie,Mainoo,32.675,51.958333333333,12,Manchester United,1747422900_chelsea_vs_manchester_united
Ayden Heaven,heaven-ayden,A. Heaven,D,26,12145,M,,1445799,"{'nameTranslation': {'ar': 'هيفين، آيدن', 'bn': 'হ্যাভেন, আইডেন', 'hi': 'हेवेन, आइडेन'}, 'shortNameTranslation': {'ar': 'أ. آيدن', 'bn': 'এ. হ্যাভেন', 'hi': 'ए. हेवेन'}}",Ayden Heaven,,20.146153846154,77.138461538462,13,Manchester United,1747422900_chelsea_vs_manchester_united
Mason Mount,mason-mount,M. Mount,F,7,42629,M,MMount,836694,"{'nameTranslation': {'ar': 'ماسون ماونت', 'bn': 'মেসন মাউন্ট', 'hi': 'मेसन माउंट'}, 'shortNameTranslation': {'ar': 'م. مونت', 'bn': 'এম. মাউন্ট', 'hi': 'एम. माउंट'}}",Mason,Mount,56.971875,62.1,32,Manchester United,1747422900_chelsea_vs_manchester_united
Rasmus Højlund,rasmus-hojlund,R. Højlund,F,19,70050,M,RHøjlund,1086417,"{'nameTranslation': {'ar': 'راسموس هويجلوند', 'bn': 'রাসমাস হলান্ড', 'hi': 'रस्मस होजलंड'}, 'shortNameTranslation': {'ar': 'راسموس هوجلوند', 'bn': 'রাসমাস হলান্ড', 'hi': 'रासमस होजलंड'}}",Rasmus,Hojlund,57.045945945946,44.664864864865,37,Manchester United,1747422900_chelsea_vs_manchester_united
Luke Shaw,luke-shaw,L. Shaw,D,23,19826,M,lukeshaw23,190839,"{'nameTranslation': {'ar': 'لوك شو', 'bn': 'লুক শ', 'hi': 'ल्यूक शॉ'}, 'shortNameTranslation': {'ar': 'ل. شاو', 'bn': 'এল. শ', 'hi': 'एल. शॉ'}}",Luke,Shaw,35.522916666667,78.835416666667,48,Manchester United,1747422900_chelsea_vs_manchester_united
Amad Diallo,diallo-amad,A. Diallo,F,16,111589,M,AmadDiallo19,971037,"{'nameTranslation': {'ar': 'ديالو، أماد', 'bn': 'ডায়ালো, আমাদ', 'hi': 'डायलो, अमाद'}, 'shortNameTranslation': {'ar': 'أ. ديالو', 'bn': 'এ. ডায়ালো', 'hi': 'ए. अमाद'}}",,,62.327450980392,19.041176470588,51,Manchester United,1747422900_chelsea_vs_manchester_united
Alejandro Garnacho,alejandro-garnacho,A. Garnacho,F,49,137188,M,AleGarnacho,1135873,"{'nameTranslation': {'ar': 'أليخاندرو غارناتشو', 'bn': 'আলেজান্দ্রো গার্নাচো', 'hi': 'एलेजांद्रो गार्नाचो'}, 'shortNameTranslation': {'ar': 'أ. غارناتشو', 'bn': 'এ. গার্নাচো', 'hi': 'ए. गार्नाचो'}}",,,37.577777777778,79.977777777778,9,Manchester United,1747422900_chelsea_vs_manchester_united
Bruno Fernandes,bruno-fernandes,B. Fernandes,M,8,293545,M,BrunoFernandes,288205,"{'nameTranslation': {'ar': 'برونو فيرنانديز', 'bn': 'ব্রুনো ফার্নান্দেস', 'hi': 'ब्रूनो फर्नांडीस'}, 'shortNameTranslation': {'ar': 'ب. فرنانديز', 'bn': 'বি. ফার্নান্দেস', 'hi': 'बी. फर्नांडीस'}}",Bruno,Fernandes,51.367123287671,38.521917808219,73,Manchester United,1747422900_chelsea_vs_manchester_united
Patrick Dorgu,dorgu-patrick,P. Dorgu,M,13,32592,M,Odogwu,1397168,"{'nameTranslation': {'ar': 'دورغو، باتريك', 'bn': 'ডরগু, প্যাট্রিক', 'hi': 'डोर्गू, पैट्रिक'}, 'shortNameTranslation': {'ar': 'ب. دورغو', 'bn': 'পি. ডরগু', 'hi': 'पी. डोर्गू'}}",,,45.986486486486,88.181081081081,74,Manchester United,1747422900_chelsea_vs_manchester_united
Casemiro,casemiro,Casemiro,M,18,92450,M,Casemiro,122951,"{'nameTranslation': {'ar': 'كاسيميرو', 'bn': 'ক্যাসেমিরো', 'hi': 'कैसेमिरो'}, 'shortNameTranslation': {'ar': 'كاسيميرو', 'bn': 'ক্যাসেমিরো', 'hi': 'कैसेमिरो'}}",Carlos Henrique,Casemiro,38.952941176471,50.408823529412,68,Manchester United,1747422900_chelsea_vs_manchester_united
Noussair Mazraoui,noussair-mazraoui,N. Mazraoui,D,3,59729,M,nousmaz97,847030,"{'nameTranslation': {'ar': 'نصير مزراوي', 'bn': 'নওসাইর মাজরাউই', 'hi': 'नौसैर मज़रावी'}, 'shortNameTranslation': {'ar': 'ن. مزراوي', 'bn': 'এন. মাজরাউই', 'hi': 'एन. मज़रावी'}}",Noussair,Mazraoui,38.58875,14.75375,80,Manchester United,1747422900_chelsea_vs_manchester_united
Victor Lindelöf,victor-lindelof,V. Lindelöf,D,3,8746,M,victorlindelof,143334,"{'nameTranslation': {'ar': 'فيكتور ليندلوف', 'bn': 'ভিক্টর লিন্ডেলফ', 'hi': 'विक्टर लिंडलोफ'}, 'shortNameTranslation': {'ar': 'ف. ليندلوف', 'bn': 'ভি. লিন্ডেলফ', 'hi': 'वी. लिंडलोफ'}}",,,27.652631578947,23.596842105263,95,Manchester United,1747422900_chelsea_vs_manchester_united
Harry Maguire,harry-maguire,H. Maguire,D,5,30817,M,harrymaguire93,149380,"{'nameTranslation': {'ar': 'هاري ماغواير', 'bn': 'হ্যারি ম্যাগুইরে', 'hi': 'हैरी मैगुइर'}, 'shortNameTranslation': {'ar': 'ه. ماغواير', 'bn': 'এইচ. ম্যাগুইরে', 'hi': 'एच. मैगुइर'}}",Harry,Maguire,31.51724137931,50.971264367816,87,Manchester United,1747422900_chelsea_vs_manchester_united
André Onana,andre-onana,A. Onana,G,24,55527,M,AndréOnana24,787498,"{'nameTranslation': {'ar': 'أندريه أونانا', 'bn': 'আন্দ্রে ওনানা', 'hi': 'आंद्रे ओनाना'}, 'shortNameTranslation': {'ar': 'أ. أونانا', 'bn': 'এ. ওনানা', 'hi': 'ए. ओनाना'}}",Andre,Onana,9.9887323943662,54.543661971831,71,Manchester United,1747422900_chelsea_vs_manchester_united
