team,appearances,minutesPlayed,assists,keyPasses,bigChancesCreated,accuratePasses,accurateLongBalls,successfulDribbles,tackles,interceptions,ballRecovery,goals,rating
Benfica,10,900,0,0,0,154,37,0,0,0,61,0,6.67
Liverpool FC,8,720,0,0,0,206,45,1,0,0,54,0,6.66
Real Madrid,2,180,0,0,0,32,2,0,0,0,12,0,6.65
FC København,2,180,0,0,0,31,17,0,0,0,16,0,6.55
FC Barcelona,5,450,0,0,0,127,37,0,0,0,31,0,6.54
Sporting CP,5,383,0,0,0,126,22,0,0,0,51,0,6.52
Chelsea,1,90,0,0,0,20,2,0,0,0,4,0,6.5
Rangers,1,90,0,0,0,16,6,0,0,0,7,0,6.5
AFC Ajax,6,540,0,0,0,158,30,0,0,0,46,0,6.47
FC Viktoria Plzeň,5,450,0,0,0,76,42,0,0,0,36,0,6.44
Maccabi Haifa,6,540,0,0,0,77,27,0,0,0,46,0,6.4
Sevilla,4,360,0,0,0,149,31,0,0,0,33,0,6.38
Juventus,4,360,0,0,0,73,14,0,0,0,28,0,6.35
Atlético Madrid,1,90,0,0,0,15,5,0,0,0,10,0,6.3
Celtic,6,540,0,0,0,130,10,0,0,1,40,0,6.23
Sporting CP,2,154,0,0,0,32,12,0,0,0,13,0,6.15
RB Leipzig,3,193,0,0,0,41,2,0,0,0,11,0,5.77
FC Bayern München,2,174,0,0,0,118,9,1,3,8,7,1,7.75
Atlético Madrid,1,90,0,2,0,46,2,0,4,1,5,0,7.7
Liverpool FC,6,341,2,11,1,115,8,4,5,2,23,0,7.45
SSC Napoli,10,890,2,20,5,430,20,8,18,12,56,2,7.41
Manchester City,12,1048,0,2,0,907,44,3,26,7,55,1,7.41
Borussia Dortmund,4,353,1,6,2,169,4,2,13,6,30,0,7.38
SSC Napoli,3,196,0,1,0,174,12,0,3,2,10,1,7.33
Milan,4,275,0,1,0,145,13,1,10,10,15,0,7.33
Manchester City,8,608,0,2,1,532,34,2,12,7,22,0,7.27
Inter,12,990,3,11,6,480,58,2,20,9,50,0,7.26
FC Barcelona,2,147,1,6,2,146,7,0,0,0,16,0,7.25
Borussia Dortmund,4,315,0,0,0,190,23,0,8,7,18,0,7.25
GNK Dinamo Zagreb,6,540,0,2,1,259,17,1,8,14,22,0,7.25
Liverpool FC,7,626,0,14,0,329,26,5,19,4,57,1,7.21
Benfica,8,657,2,13,3,357,32,8,14,17,34,0,7.21
SSC Napoli,9,786,0,1,0,537,23,2,12,22,41,0,7.21
Chelsea,8,692,1,9,2,377,21,16,14,7,55,1,7.18
FC Bayern München,7,615,0,0,0,439,24,0,5,10,27,0,7.17
Borussia Dortmund,6,481,1,8,1,206,10,3,7,10,26,2,7.17
FC Porto,3,270,0,2,1,160,19,0,2,4,15,0,7.17
Chelsea,8,641,0,0,0,387,36,1,8,9,47,0,7.16
FC Barcelona,5,406,0,8,1,353,19,2,5,6,42,1,7.16
Bayer 04 Leverkusen,5,409,0,2,0,175,7,0,10,5,25,1,7.14
FC Bayern München,9,593,0,2,1,491,18,1,12,13,40,2,7.13
Benfica,9,794,1,5,2,480,50,0,17,15,55,0,7.13
RB Leipzig,7,514,3,7,2,216,16,6,16,12,30,1,7.13
Manchester City,11,945,0,4,1,739,39,1,27,9,61,1,7.13
Chelsea,7,560,0,13,4,257,10,6,12,4,33,0,7.11
Liverpool FC,4,242,0,1,0,155,7,1,8,3,13,1,7.1
FC Porto,4,360,0,1,0,188,10,1,7,3,19,0,7.1
Juventus,1,90,0,0,0,48,2,0,2,3,2,0,7.1
Sevilla,3,224,0,0,0,141,5,0,7,1,10,0,7.1
FC Bayern München,10,507,4,6,3,400,14,7,14,3,44,0,7.09
Chelsea,7,570,0,3,1,318,14,1,12,8,38,0,7.09
SSC Napoli,7,614,0,1,0,437,33,1,9,2,36,0,7.07
FC Bayern München,9,603,2,10,1,317,8,23,22,8,56,0,7.07
Tottenham Hotspur,7,511,0,2,1,287,21,1,15,7,31,1,7.06
Manchester City,8,686,1,6,1,368,13,10,2,4,26,1,7.05
Manchester City,2,118,0,1,0,84,0,2,1,0,4,1,7.05
Milan,6,509,0,3,0,237,23,0,6,6,25,0,7.05
Milan,4,209,0,0,0,94,9,0,3,3,13,1,7.03
FC Barcelona,3,218,0,1,0,216,8,1,4,3,13,0,7.03
Maccabi Haifa,4,325,0,1,0,153,12,1,12,5,26,0,7.03
Olympique de Marseille,5,407,1,3,1,223,14,1,14,4,24,2,7.02
Bayer 04 Leverkusen,5,351,0,2,0,253,26,0,6,4,27,0,7.02
Borussia Dortmund,8,675,0,1,0,458,52,2,5,6,43,0,7.01
Benfica,10,896,0,1,1,525,52,2,11,14,57,2,7.01
Sevilla,2,180,0,1,1,86,4,2,2,2,14,1,7.0
Chelsea,6,437,0,3,1,267,13,1,8,5,24,0,7.0
Paris Saint-Germain,8,720,0,0,0,503,38,3,9,11,55,0,7.0
Sporting CP,1,38,0,0,0,34,1,0,1,0,1,0,7.0
Olympique de Marseille,6,490,0,0,0,322,25,0,11,13,49,1,6.98
Red Bull Salzburg,4,267,0,1,0,114,12,2,5,3,24,0,6.98
Real Madrid,8,438,0,5,0,255,5,1,9,17,32,0,6.97
FC Bayern München,10,715,0,2,0,547,54,4,14,14,50,0,6.97
RB Leipzig,6,540,0,2,1,421,33,3,9,4,33,2,6.97
SSC Napoli,6,388,1,6,1,213,13,3,6,7,30,0,6.97
Milan,6,499,0,2,0,213,15,2,17,15,32,0,6.97
Liverpool FC,3,259,0,1,0,105,2,1,6,1,10,0,6.97
Manchester City,5,286,0,1,0,135,8,4,9,3,21,0,6.96
Inter,12,926,0,1,0,489,36,1,10,11,46,0,6.96
Real Madrid,9,748,0,0,0,420,24,3,10,9,38,1,6.96
Real Madrid,11,872,1,11,3,467,18,0,18,7,37,0,6.95
Bayer 04 Leverkusen,5,338,0,4,0,155,5,5,9,4,30,0,6.95
Inter,8,537,0,4,0,304,9,0,9,4,19,0,6.95
Sevilla,2,180,0,1,1,124,5,1,5,1,5,0,6.95
Club Brugge KV,8,720,0,0,0,402,34,0,11,11,34,0,6.95
Tottenham Hotspur,8,545,0,4,0,203,10,2,18,3,28,0,6.94
Shakhtar Donetsk,6,540,0,0,0,317,12,1,7,7,26,0,6.93
Milan,11,948,2,12,3,364,22,7,27,6,74,0,6.93
Borussia Dortmund,8,564,0,3,0,338,26,5,10,3,46,0,6.93
FC Bayern München,5,393,0,1,0,225,6,6,13,3,32,0,6.92
Olympique de Marseille,5,305,0,0,0,173,17,1,6,15,26,0,6.92
Red Bull Salzburg,6,540,0,2,0,153,7,3,17,3,34,0,6.92
Paris Saint-Germain,7,449,0,0,0,305,17,4,10,6,40,0,6.92
Milan,10,750,0,3,0,402,37,2,15,7,49,0,6.91
Red Bull Salzburg,3,166,1,3,1,17,1,0,9,0,11,0,6.9
AFC Ajax,2,76,1,2,0,40,0,0,1,2,5,0,6.9
Atlético Madrid,5,402,0,1,1,252,31,0,6,6,20,0,6.9
Chelsea,8,412,0,4,0,266,9,1,12,8,40,0,6.9
FC København,4,360,0,0,0,132,7,1,3,7,16,0,6.9
Borussia Dortmund,7,564,0,0,0,250,12,5,16,13,42,0,6.9
Bayer 04 Leverkusen,6,479,0,3,0,317,16,0,8,2,44,0,6.9
GNK Dinamo Zagreb,1,76,0,0,0,31,2,0,2,1,8,0,6.9
Real Madrid,1,17,0,0,0,16,3,0,2,0,0,0,6.9
Shakhtar Donetsk,6,540,0,0,0,393,19,1,10,9,27,0,6.9
Real Madrid,10,676,0,2,1,367,24,0,10,6,34,1,6.89
Club Brugge KV,8,572,1,6,2,177,6,2,9,11,35,1,6.89
GNK Dinamo Zagreb,6,540,0,0,0,256,9,3,12,9,39,0,6.88
Manchester City,5,306,0,3,1,233,6,5,4,2,11,0,6.88
Bayer 04 Leverkusen,5,429,0,2,0,243,10,3,10,4,31,0,6.88
Sevilla,4,226,0,4,0,101,1,1,5,4,16,1,6.87
FC Porto,8,588,0,2,0,180,8,2,13,11,30,1,6.86
Liverpool FC,8,720,0,2,0,438,16,1,4,4,36,0,6.85
Tottenham Hotspur,2,80,0,0,0,28,1,0,1,2,4,0,6.85
FC Porto,4,360,0,0,0,165,11,0,7,6,22,0,6.85
Eintracht Frankfurt,4,259,0,0,0,125,10,0,2,2,31,0,6.85
Chelsea,5,398,0,2,0,187,10,2,15,4,36,1,6.84
AFC Ajax,6,540,2,2,1,380,13,5,14,7,39,0,6.83
Atlético Madrid,6,512,0,2,0,314,8,3,11,5,43,0,6.83
FC København,6,482,0,7,1,161,12,1,15,6,23,0,6.83
Club Brugge KV,3,134,0,0,0,66,3,0,1,7,8,0,6.83
Tottenham Hotspur,7,618,0,1,0,416,31,0,7,8,40,0,6.83
Tottenham Hotspur,7,600,0,1,0,382,14,0,14,10,41,0,6.83
Juventus,4,239,0,0,0,162,13,2,3,5,21,0,6.83
Chelsea,5,259,0,4,0,237,4,1,7,3,17,0,6.82
Paris Saint-Germain,6,441,0,5,0,133,5,11,11,1,21,1,6.82
Tottenham Hotspur,6,428,1,6,2,136,15,7,15,4,26,0,6.82
Atlético Madrid,6,468,0,7,1,226,12,2,7,1,26,0,6.82
RB Leipzig,8,720,0,2,0,466,35,3,9,8,42,0,6.81
Bayer 04 Leverkusen,5,375,2,5,2,95,2,4,8,5,21,0,6.8
FC Barcelona,3,248,1,1,1,188,7,2,7,3,19,0,6.8
FC København,4,305,0,0,0,144,8,0,5,5,19,0,6.8
Real Madrid,11,712,0,8,1,390,5,3,8,7,38,0,6.8
Tottenham Hotspur,3,154,0,3,0,27,2,1,9,2,7,0,6.8
Red Bull Salzburg,6,540,0,7,1,126,10,4,19,9,31,0,6.8
Sporting CP,5,395,0,0,0,178,9,1,8,6,20,0,6.8
Tottenham Hotspur,1,17,0,0,0,15,1,0,1,0,2,0,6.8
Real Madrid,5,347,0,3,1,270,8,2,3,3,22,0,6.8
Bayer 04 Leverkusen,5,450,0,3,0,240,10,2,19,6,37,0,6.8
Celtic,1,90,0,0,0,52,3,0,0,0,4,0,6.8
SSC Napoli,8,512,2,11,1,276,7,1,16,5,42,0,6.79
FC Bayern München,8,350,0,5,0,253,10,3,10,4,27,0,6.79
Shakhtar Donetsk,4,360,2,2,1,149,7,0,7,7,16,0,6.78
Paris Saint-Germain,8,655,0,2,0,377,12,1,5,3,31,0,6.78
Manchester City,4,292,0,1,0,249,12,0,0,3,12,0,6.78
Sporting CP,6,540,0,0,0,329,23,6,4,5,23,0,6.77
Atlético Madrid,3,270,0,3,0,179,17,0,3,2,13,0,6.77
Club Brugge KV,7,524,0,1,0,225,25,2,11,7,30,0,6.76
RB Leipzig,4,166,1,3,1,79,1,1,1,6,6,0,6.75
Celtic,4,360,0,0,0,285,11,0,3,4,16,0,6.75
FC Barcelona,4,257,0,0,0,224,11,0,3,3,9,0,6.75
Inter,7,298,0,0,0,64,2,0,10,4,7,0,6.75
GNK Dinamo Zagreb,5,374,0,3,0,140,6,0,6,6,18,0,6.74
Maccabi Haifa,6,396,0,0,0,155,7,3,7,4,39,2,6.73
Juventus,6,443,0,0,0,260,41,2,2,2,30,1,6.73
FC Barcelona,4,222,1,1,0,181,11,0,4,4,13,0,6.73
Red Bull Salzburg,4,273,0,0,0,49,9,0,10,5,15,0,6.73
Liverpool FC,5,379,2,8,0,197,9,3,2,2,24,0,6.72
Maccabi Haifa,5,375,1,8,1,136,9,4,11,3,16,0,6.72
Paris Saint-Germain,5,274,0,1,0,170,1,0,11,1,13,0,6.72
FC Porto,6,152,0,4,1,76,5,2,3,1,12,0,6.72
Juventus,3,270,0,0,0,122,3,1,6,5,17,0,6.7
Celtic,6,540,0,0,0,426,9,0,8,8,22,0,6.7
Red Bull Salzburg,3,270,0,2,0,41,2,0,8,4,20,0,6.7
FC Barcelona,2,180,0,1,0,60,3,0,4,1,7,0,6.7
RB Leipzig,5,227,0,1,0,172,13,5,4,1,14,0,6.7
GNK Dinamo Zagreb,1,14,0,0,0,0,0,0,0,1,0,0,6.7
Manchester City,2,44,0,0,0,25,1,0,1,0,2,0,6.7
Benfica,2,106,0,1,0,99,10,0,0,1,9,0,6.7
Juventus,3,93,0,1,0,37,3,1,1,1,2,0,6.7
RB Leipzig,8,533,0,9,2,240,4,4,13,7,25,0,6.7
Club Brugge KV,6,495,0,1,0,271,15,4,6,7,30,1,6.68
Juventus,5,428,0,3,1,215,11,5,7,7,18,0,6.68
Olympique de Marseille,5,250,0,0,0,154,8,0,0,4,13,0,6.68
Eintracht Frankfurt,8,720,1,1,0,343,8,0,13,13,62,0,6.68
Sporting CP,4,190,0,1,0,103,4,0,8,7,8,0,6.68
Sevilla,6,391,1,5,0,139,2,3,8,4,15,0,6.67
GNK Dinamo Zagreb,3,35,0,0,0,10,1,0,1,0,0,0,6.67
GNK Dinamo Zagreb,6,410,0,7,0,132,3,3,9,0,21,0,6.67
Tottenham Hotspur,7,389,0,0,0,183,4,2,7,5,17,0,6.66
Celtic,6,540,0,9,0,288,8,2,14,7,26,0,6.63
Sporting CP,6,508,0,1,0,278,14,0,10,3,21,0,6.63
Paris Saint-Germain,4,114,0,1,0,36,0,0,1,1,5,0,6.63
FC København,6,336,0,2,0,104,6,0,13,4,14,0,6.62
Sevilla,5,450,0,3,0,241,9,5,6,3,13,0,6.6
FC København,5,431,0,0,0,191,13,0,2,10,14,0,6.6
Milan,10,828,0,3,0,441,48,0,22,10,57,0,6.6
FC Barcelona,1,90,0,0,0,46,5,0,1,0,1,0,6.6
Liverpool FC,1,13,0,0,0,3,1,0,0,0,0,0,6.6
Borussia Dortmund,1,18,0,0,0,14,0,0,0,1,1,0,6.6
Celtic,1,90,0,0,0,55,5,0,0,1,3,0,6.6
FC København,2,99,0,1,0,81,2,0,0,2,5,0,6.6
Paris Saint-Germain,3,146,0,0,0,93,2,0,2,2,5,0,6.6
Eintracht Frankfurt,3,120,0,0,0,38,9,0,1,5,7,0,6.6
Benfica,5,198,0,0,0,125,2,3,5,6,15,0,6.58
Liverpool FC,5,299,1,2,1,166,9,0,4,5,33,0,6.58
Sevilla,4,219,1,4,0,50,3,1,9,2,17,0,6.58
Rangers,4,315,0,1,0,115,19,0,6,5,14,0,6.58
SSC Napoli,3,204,0,0,0,137,2,0,3,1,5,0,6.57
Paris Saint-Germain,8,587,2,3,1,315,6,5,9,8,31,0,6.55
RB Leipzig,2,55,0,0,0,16,1,0,3,0,1,0,6.55
Sporting CP,2,100,0,0,0,24,1,0,1,1,3,0,6.55
Celtic,2,60,0,0,0,24,1,0,4,0,4,0,6.55
Maccabi Haifa,5,450,0,0,0,174,12,0,8,10,28,0,6.54
Atlético Madrid,3,157,0,1,0,107,5,0,1,2,4,1,6.53
FC Viktoria Plzeň,6,361,1,3,1,77,10,1,12,5,14,0,6.53
AFC Ajax,3,41,0,0,0,22,0,0,2,0,1,0,6.53
Atlético Madrid,3,213,0,2,0,92,1,1,2,2,12,0,6.53
Milan,4,132,0,0,0,51,1,1,2,5,9,0,6.53
FC Porto,5,450,0,1,0,166,12,0,5,4,11,0,6.52
Red Bull Salzburg,6,374,0,3,0,86,3,0,7,4,28,0,6.5
Paris Saint-Germain,1,45,0,0,0,26,0,0,1,0,1,0,6.5
Eintracht Frankfurt,2,112,0,1,0,29,1,0,1,1,7,0,6.5
Shakhtar Donetsk,2,11,0,0,0,0,0,0,0,0,0,0,6.5
Borussia Dortmund,2,13,0,0,0,2,0,0,0,0,0,0,6.5
Bayer 04 Leverkusen,3,25,0,0,0,4,0,0,1,1,1,0,6.5
Borussia Dortmund,3,63,0,0,0,29,0,0,0,1,3,0,6.5
Rangers,6,487,0,6,1,139,8,3,11,6,32,1,6.48
AFC Ajax,6,530,0,2,0,392,9,3,4,8,28,0,6.48
Shakhtar Donetsk,5,419,0,5,0,147,6,1,10,2,21,0,6.48
FC København,5,104,0,4,0,40,0,0,1,2,2,0,6.48
AFC Ajax,5,269,0,2,0,93,2,3,10,2,14,0,6.48
Sevilla,3,224,0,1,0,66,4,1,2,5,7,0,6.47
Rangers,6,464,0,5,0,187,14,0,9,3,21,0,6.47
Inter,6,162,0,0,0,78,7,1,3,4,10,0,6.46
Milan,4,188,0,2,0,53,3,0,4,1,15,0,6.45
Tottenham Hotspur,2,25,0,0,0,11,0,0,0,0,1,0,6.45
Maccabi Haifa,2,82,0,0,0,26,0,0,4,0,3,0,6.45
FC København,4,191,0,1,0,59,3,2,4,1,8,0,6.45
Eintracht Frankfurt,7,599,0,1,0,264,13,2,19,8,55,0,6.44
FC Porto,5,270,0,1,0,59,2,3,8,3,14,0,6.44
FC Viktoria Plzeň,3,169,0,2,0,55,8,0,2,2,10,0,6.43
Eintracht Frankfurt,4,199,0,2,0,62,2,3,7,3,17,0,6.43
Olympique de Marseille,4,149,0,0,0,99,1,1,5,1,8,0,6.4
FC Bayern München,5,410,0,2,0,246,9,1,17,4,20,0,6.4
Rangers,1,90,0,2,1,27,1,1,1,3,8,0,6.4
FC Viktoria Plzeň,6,513,0,0,0,73,12,0,8,7,10,0,6.38
Sporting CP,3,118,0,1,0,12,0,0,3,1,3,0,6.37
Maccabi Haifa,6,540,0,4,0,224,16,1,10,4,27,0,6.37
Eintracht Frankfurt,2,159,0,0,0,22,1,0,5,1,7,0,6.35
FC Viktoria Plzeň,6,292,1,2,0,29,2,0,5,4,10,0,6.33
RB Leipzig,3,262,0,2,0,71,1,0,10,2,16,0,6.33
Olympique de Marseille,6,540,0,3,0,213,9,15,11,4,45,0,6.32
FC Barcelona,4,167,0,1,0,100,1,5,0,0,8,0,6.3
Celtic,1,10,0,1,0,4,0,1,0,0,1,0,6.3
Juventus,2,180,0,0,0,61,5,2,2,2,7,0,6.3
RB Leipzig,7,198,0,1,0,62,5,1,5,3,8,0,6.28
Shakhtar Donetsk,5,309,0,0,0,68,2,5,7,3,17,0,6.26
Rangers,3,261,0,0,0,121,6,0,3,4,15,0,6.23
FC Viktoria Plzeň,6,495,0,0,0,118,14,0,6,3,16,0,6.22
FC København,1,24,0,0,0,3,0,0,0,0,1,0,6.2
Club Brugge KV,3,164,0,1,0,84,6,2,1,4,8,0,6.2
Rangers,6,373,0,0,0,153,8,1,10,5,14,0,6.1
Club Brugge KV,1,90,0,1,0,44,3,0,1,0,4,0,6.1
Sevilla,1,90,0,0,0,33,0,0,0,0,2,0,6.0
Sporting CP,3,110,0,1,0,30,2,0,8,0,6,0,4.65
Club Brugge KV,1,1,0,0,0,0,0,0,0,0,1,0,0.0
RB Leipzig,1,2,0,0,0,3,0,0,0,0,0,0,0.0
Benfica,2,4,0,0,0,3,0,0,0,0,2,0,0.0
FC Porto,2,3,0,0,0,3,0,0,1,0,0,0,0.0
FC Bayern München,9,810,3,21,4,600,49,3,19,20,53,1,7.77
Liverpool FC,8,624,2,13,4,175,4,9,3,2,21,8,7.7
Manchester City,10,721,6,22,8,265,19,10,9,2,23,2,7.61
Juventus,3,146,3,7,4,49,9,4,1,0,12,0,7.57
Chelsea,6,415,0,7,0,334,11,4,14,11,37,1,7.47
FC Bayern München,8,557,1,18,2,213,5,10,10,6,36,4,7.45
SSC Napoli,10,638,2,23,5,290,8,8,8,4,21,4,7.4
Manchester City,12,997,0,5,1,910,56,9,24,13,105,2,7.4
Olympique de Marseille,6,379,2,13,3,178,13,11,1,3,19,1,7.4
Tottenham Hotspur,7,574,3,10,5,141,11,8,19,4,26,0,7.4
Tottenham Hotspur,1,90,0,1,0,49,5,1,5,1,12,0,7.4
Real Madrid,11,968,3,19,4,495,31,11,18,14,45,2,7.38
Real Madrid,12,846,2,17,1,820,62,2,26,9,54,0,7.37
Sporting CP,3,111,0,2,1,31,1,2,2,0,5,2,7.37
Benfica,10,900,4,19,6,477,20,10,25,13,63,2,7.33
Atlético Madrid,3,225,0,1,0,181,16,1,8,7,30,0,7.3
FC Bayern München,7,537,1,15,3,210,9,17,11,2,35,1,7.29
Juventus,5,447,0,4,0,199,7,4,16,5,34,2,7.28
Liverpool FC,5,308,0,3,1,203,24,2,15,7,35,0,7.28
Manchester City,13,936,1,36,4,416,8,26,8,4,49,0,7.25
Benfica,10,865,2,15,5,418,11,14,12,5,65,6,7.23
Borussia Dortmund,7,630,1,7,0,273,20,11,15,13,32,4,7.23
AFC Ajax,6,452,2,5,0,102,7,11,4,5,18,4,7.22
Manchester City,9,506,2,19,1,256,17,12,9,1,20,3,7.2
Shakhtar Donetsk,3,189,0,0,0,34,0,3,6,4,7,2,7.2
Sevilla,1,90,0,1,0,69,12,0,0,1,6,0,7.2
Borussia Dortmund,1,90,0,0,0,48,3,1,3,0,7,0,7.2
Chelsea,9,763,1,6,0,521,58,5,27,10,65,0,7.19
FC Barcelona,5,298,2,11,2,119,11,1,8,4,16,0,7.18
FC Bayern München,9,608,4,9,5,272,8,1,16,7,46,2,7.18
Manchester City,13,909,1,20,1,535,23,26,19,9,66,3,7.17
FC Bayern München,9,551,1,8,2,157,4,12,10,4,17,3,7.17
Liverpool FC,3,269,0,3,0,77,2,4,4,0,14,1,7.17
SSC Napoli,9,374,1,9,4,230,2,11,8,5,31,1,7.16
SSC Napoli,8,653,3,10,2,343,11,14,14,14,56,1,7.15
Manchester City,8,384,1,10,2,179,7,7,5,5,19,1,7.14
Red Bull Salzburg,6,540,0,6,1,185,10,1,19,8,47,1,7.13
FC Barcelona,3,207,2,3,1,160,4,0,5,4,16,0,7.13
Tottenham Hotspur,7,625,2,5,0,390,19,7,12,11,57,1,7.13
FC Porto,7,530,2,14,4,185,18,11,17,1,27,0,7.13
FC Porto,7,596,0,5,1,204,8,3,14,11,35,2,7.1
Inter,12,807,2,17,2,359,37,4,16,8,69,1,7.1
Olympique de Marseille,6,490,1,8,0,355,18,1,16,2,34,0,7.1
Liverpool FC,2,153,0,2,0,34,1,2,6,1,10,0,7.1
FC Porto,8,568,1,10,0,111,3,10,3,10,34,2,7.09
Manchester City,13,997,2,14,2,669,37,11,12,7,63,1,7.08
Milan,12,1053,2,22,9,360,35,6,19,4,57,0,7.08
Liverpool FC,4,281,1,6,2,184,10,2,7,3,21,0,7.08
Real Madrid,10,750,1,9,3,518,22,10,4,7,44,2,7.07
Tottenham Hotspur,6,506,0,3,0,316,12,6,12,5,41,1,7.07
Olympique de Marseille,6,471,0,3,0,369,20,4,15,8,39,0,7.07
Benfica,9,403,1,5,0,249,17,7,11,7,32,0,7.06
Juventus,6,437,1,10,2,203,23,6,12,8,30,0,7.05
Celtic,6,485,0,2,1,219,15,3,18,11,27,0,7.05
Inter,11,735,5,16,6,220,22,4,9,10,47,0,7.05
Paris Saint-Germain,7,625,1,4,2,636,20,11,27,6,52,0,7.04
Club Brugge KV,5,298,1,8,0,58,2,3,4,0,11,1,7.04
Atlético Madrid,5,255,0,5,0,179,12,3,4,3,18,1,7.04
Bayer 04 Leverkusen,6,510,0,6,0,147,5,6,4,0,21,2,7.03
Borussia Dortmund,3,264,1,4,2,79,0,3,4,3,14,1,7.03
Atlético Madrid,6,461,1,3,1,321,10,1,6,3,29,0,7.03
Eintracht Frankfurt,8,700,0,3,1,248,18,6,17,9,38,3,7.03
Juventus,4,310,1,6,0,209,14,1,10,3,23,0,7.03
FC Porto,4,282,0,4,0,124,5,2,5,4,16,0,7.03
Olympique de Marseille,6,419,0,5,0,217,9,0,4,6,26,2,7.02
Benfica,10,827,1,14,0,256,6,21,11,1,19,5,7.01
Liverpool FC,8,416,1,10,2,162,4,7,8,6,20,2,7.0
FC København,2,171,0,0,0,66,5,0,5,4,12,0,7.0
GNK Dinamo Zagreb,6,521,0,1,0,254,29,2,11,8,30,0,7.0
FC København,2,162,0,0,0,65,3,3,4,3,11,0,7.0
FC Bayern München,8,343,3,4,3,134,5,4,8,0,7,2,6.99
Inter,12,997,0,13,1,313,23,8,23,2,64,3,6.98
FC København,6,486,1,7,1,139,2,4,9,9,41,0,6.98
Red Bull Salzburg,6,495,0,11,2,89,2,3,21,4,43,0,6.98
SSC Napoli,9,413,1,6,2,117,10,4,9,1,28,1,6.97
Sporting CP,6,298,0,5,0,98,7,3,7,2,12,1,6.97
FC Bayern München,6,278,0,3,0,128,5,1,10,5,22,0,6.97
RB Leipzig,3,62,0,2,0,16,2,1,4,0,2,0,6.97
Bayer 04 Leverkusen,4,215,0,3,0,144,10,0,4,2,13,0,6.97
Sevilla,6,402,1,5,0,167,14,7,6,5,25,1,6.95
Chelsea,8,627,0,8,1,434,18,8,11,6,40,1,6.95
Chelsea,2,82,0,1,0,42,3,0,1,2,9,1,6.95
Shakhtar Donetsk,6,484,2,6,2,276,9,6,9,6,22,0,6.95
Sevilla,6,421,1,3,0,205,23,1,9,4,28,0,6.95
Real Madrid,12,319,1,9,2,171,5,1,1,5,10,3,6.95
Inter,13,915,0,6,0,304,13,6,26,16,79,2,6.94
Liverpool FC,8,397,0,5,0,187,7,5,8,5,30,2,6.94
GNK Dinamo Zagreb,6,495,0,4,0,116,4,2,5,2,16,2,6.93
Paris Saint-Germain,6,159,0,3,0,61,3,2,4,3,7,1,6.93
FC Barcelona,5,404,0,8,0,251,24,9,7,5,24,0,6.92
SSC Napoli,10,876,0,6,0,580,20,6,21,5,79,0,6.92
Celtic,6,226,0,8,1,70,2,3,5,2,12,0,6.92
Club Brugge KV,7,595,0,6,0,166,9,7,12,4,41,2,6.91
