season,player_id,player_name,team_name,injury_type,reason,fixture_date,days_out
2023-2024,19331,C. Roberts,Burnley,Missing Fixture,Red Card,2023-10-28,0
2023-2024,47903,H. Ekdal,Burnley,Questionable,Knee Injury,2023-10-28,0
2023-2024,25628,J. Beyer,Burnley,Missing Fixture,Knock,2023-10-28,83
2023-2024,98936,L. Foster,Burnley,Missing Fixture,Illness,2023-10-28,34
2023-2024,18957,M. Obafemi,Burnley,Questionable,Thigh Injury,2023-10-28,0
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Injury,2023-11-04,0
2023-2024,8589,B. Manuel Hedilazio,Burnley,Questionable,Ankle Injury,2023-11-04,0
2023-2024,47903,H. Ekdal,Burnley,Missing Fixture,Knee Injury,2023-11-04,56
2023-2024,19827,J. Cullen,Burnley,Missing Fixture,Yellow Cards,2023-11-04,0
2023-2024,98936,L. Foster,Burnley,Questionable,Illness,2023-11-04,0
2023-2024,18957,M. Obafemi,Burnley,Questionable,Thigh Injury,2023-11-04,0
2023-2024,323449,A. Al Dakhil,Burnley,Questionable,Knock,2023-11-11,0
2023-2024,98936,L. Foster,Burnley,Missing Fixture,Illness,2023-11-11,119
2023-2024,323449,A. Al Dakhil,Burnley,Questionable,Knock,2023-11-25,0
2023-2024,616,A. Muric,Burnley,Questionable,Illness,2023-11-25,0
2023-2024,18922,J. Cork,Burnley,Missing Fixture,Injury,2023-11-25,0
2023-2024,98936,L. Foster,Burnley,Missing Fixture,Illness,2023-11-25,119
2023-2024,616,A. Muric,Burnley,Questionable,Illness,2023-12-02,0
2023-2024,18922,J. Cork,Burnley,Questionable,Injury,2023-12-02,0
2023-2024,98936,L. Foster,Burnley,Missing Fixture,Illness,2023-12-02,119
2023-2024,25628,J. Beyer,Burnley,Missing Fixture,Yellow Cards,2023-12-05,83
2023-2024,18922,J. Cork,Burnley,Missing Fixture,Injury,2023-12-05,3
2023-2024,19827,J. Cullen,Burnley,Questionable,Knock,2023-12-05,0
2023-2024,98936,L. Foster,Burnley,Missing Fixture,Illness,2023-12-05,119
2023-2024,18922,J. Cork,Burnley,Missing Fixture,Injury,2023-12-09,3
2023-2024,19827,J. Cullen,Burnley,Questionable,Knock,2023-12-09,0
2023-2024,98936,L. Foster,Burnley,Missing Fixture,Illness,2023-12-09,119
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2023-12-09,139
2023-2024,278079,A. Ramsey,Burnley,Questionable,Knee Injury,2023-12-16,0
2023-2024,18918,C. Taylor,Burnley,Missing Fixture,Yellow Cards,2023-12-16,46
2023-2024,18922,J. Cork,Burnley,Questionable,Injury,2023-12-16,0
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2023-12-16,139
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2023-12-23,148
2023-2024,2790,J. B. Gudmundsson,Burnley,Missing Fixture,Injury,2023-12-23,0
2023-2024,18922,J. Cork,Burnley,Missing Fixture,Injury,2023-12-23,0
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2023-12-23,139
2023-2024,18922,J. Cork,Burnley,Questionable,Injury,2023-12-26,0
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2023-12-26,139
2023-2024,47903,H. Ekdal,Burnley,Missing Fixture,Knee Injury,2023-12-30,56
2023-2024,18922,J. Cork,Burnley,Missing Fixture,Injury,2023-12-30,0
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2023-12-30,139
2023-2024,18918,C. Taylor,Burnley,Missing Fixture,Shoulder Injury,2024-01-12,46
2023-2024,25628,J. Beyer,Burnley,Missing Fixture,Injury,2024-01-12,83
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-01-12,139
2023-2024,1934,S. Berge,Burnley,Missing Fixture,Red Card,2024-01-12,0
2023-2024,18918,C. Taylor,Burnley,Missing Fixture,Shoulder Injury,2024-01-31,46
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-01-31,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-01-31,232
2023-2024,18918,C. Taylor,Burnley,Questionable,Shoulder Injury,2024-02-03,0
2023-2024,1411,H. Delcroix,Burnley,Questionable,Knock,2024-02-03,0
2023-2024,25628,J. Beyer,Burnley,Questionable,Thigh Injury,2024-02-03,0
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-02-03,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-02-03,232
2023-2024,18918,C. Taylor,Burnley,Questionable,Shoulder Injury,2024-02-10,0
2023-2024,25628,J. Beyer,Burnley,Questionable,Thigh Injury,2024-02-10,0
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-02-10,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-02-10,232
2023-2024,25628,J. Beyer,Burnley,Missing Fixture,Thigh Injury,2024-02-17,21
2023-2024,98936,L. Foster,Burnley,Missing Fixture,Injury,2024-02-17,119
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-02-17,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-02-17,232
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2024-02-24,148
2023-2024,25628,J. Beyer,Burnley,Missing Fixture,Thigh Injury,2024-02-24,21
2023-2024,98936,L. Foster,Burnley,Missing Fixture,Injury,2024-02-24,119
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-02-24,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-02-24,232
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2024-03-03,148
2023-2024,25628,J. Beyer,Burnley,Missing Fixture,Thigh Injury,2024-03-03,21
2023-2024,19268,J. Brownhill,Burnley,Missing Fixture,Red Card,2024-03-03,0
2023-2024,98936,L. Foster,Burnley,Missing Fixture,Injury,2024-03-03,119
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-03-03,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-03-03,232
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2024-03-10,148
2023-2024,25628,J. Beyer,Burnley,Missing Fixture,Thigh Injury,2024-03-10,21
2023-2024,98936,L. Foster,Burnley,Missing Fixture,Injury,2024-03-10,119
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-03-10,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-03-10,232
2023-2024,323449,A. Al Dakhil,Burnley,Missing Fixture,Injury,2024-03-16,0
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2024-03-16,148
2023-2024,25628,J. Beyer,Burnley,Questionable,Thigh Injury,2024-03-16,0
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-03-16,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-03-16,232
2023-2024,323449,A. Al Dakhil,Burnley,Questionable,Injury,2024-03-30,0
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2024-03-30,148
2023-2024,291476,D. D. Fofana,Burnley,Missing Fixture,Loan agreement,2024-03-30,0
2023-2024,25628,J. Beyer,Burnley,Questionable,Thigh Injury,2024-03-30,0
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-03-30,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-03-30,232
2023-2024,323449,A. Al Dakhil,Burnley,Questionable,Injury,2024-04-02,0
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2024-04-02,148
2023-2024,25628,J. Beyer,Burnley,Questionable,Thigh Injury,2024-04-02,0
2023-2024,180731,L. Assignon,Burnley,Missing Fixture,Red Card,2024-04-02,0
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-04-02,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-04-02,232
2023-2024,621,V. Kompany,Burnley,Missing Fixture,Red Card,2024-04-02,0
2023-2024,323449,A. Al Dakhil,Burnley,Questionable,Injury,2024-04-06,0
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2024-04-06,148
2023-2024,25628,J. Beyer,Burnley,Questionable,Thigh Injury,2024-04-06,0
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-04-06,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-04-06,232
2023-2024,323449,A. Al Dakhil,Burnley,Missing Fixture,Injury,2024-04-13,36
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2024-04-13,148
2023-2024,17597,D. O'Shea,Burnley,Missing Fixture,Red Card,2024-04-13,0
2023-2024,25628,J. Beyer,Burnley,Missing Fixture,Thigh Injury,2024-04-13,36
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-04-13,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-04-13,232
2023-2024,323449,A. Al Dakhil,Burnley,Missing Fixture,Injury,2024-04-20,36
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2024-04-20,148
2023-2024,25628,J. Beyer,Burnley,Missing Fixture,Thigh Injury,2024-04-20,36
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-04-20,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-04-20,232
2023-2024,323449,A. Al Dakhil,Burnley,Missing Fixture,Injury,2024-04-27,36
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2024-04-27,148
2023-2024,25628,J. Beyer,Burnley,Missing Fixture,Thigh Injury,2024-04-27,36
2023-2024,359603,L. Koleosho,Burnley,Missing Fixture,Knee Injury,2024-04-27,139
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-04-27,232
2023-2024,323449,A. Al Dakhil,Burnley,Missing Fixture,Injury,2024-05-04,36
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2024-05-04,148
2023-2024,25628,J. Beyer,Burnley,Missing Fixture,Thigh Injury,2024-05-04,36
2023-2024,359603,L. Koleosho,Burnley,Questionable,Knee Injury,2024-05-04,0
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-05-04,232
2023-2024,323449,A. Al Dakhil,Burnley,Missing Fixture,Injury,2024-05-11,36
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2024-05-11,148
2023-2024,25628,J. Beyer,Burnley,Missing Fixture,Thigh Injury,2024-05-11,36
2023-2024,359603,L. Koleosho,Burnley,Questionable,Knee Injury,2024-05-11,0
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-05-11,232
2023-2024,323449,A. Al Dakhil,Burnley,Missing Fixture,Injury,2024-05-19,36
2023-2024,278079,A. Ramsey,Burnley,Missing Fixture,Knee Injury,2024-05-19,148
2023-2024,25628,J. Beyer,Burnley,Missing Fixture,Thigh Injury,2024-05-19,36
2023-2024,359603,L. Koleosho,Burnley,Questionable,Knee Injury,2024-05-19,0
2023-2024,18948,N. Redmond,Burnley,Missing Fixture,Muscle Injury,2024-05-19,232
