season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
2023-2024,Manchester United 2023 2024,2023-10-07,Premier League,Brentford,2023-10-07_premier_league_brentford_goalkeeper_stats.csv,5006142a,https://fbref.com/en/matches/5006142a/Manchester-United-Brentford-October-7-2023-Premier-League,2023-10-07,Premier League,Matchweek 8,Home,Brentford,W,2023-10-07_premier_league_brentford,Manchester Utd,André Onana,cm CMR,27-188,90,3,1,2,66.7
2023-2024,Manchester United 2023 2024,2023-10-21,Premier League,Sheffield United,2023-10-21_premier_league_sheffield_united_goalkeeper_stats.csv,d95b42eb,https://fbref.com/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Away,Sheffield United,W,2023-10-21_premier_league_sheffield_united,Manchester Utd,André Onana,cm CMR,27-202,90,5,1,5,100.0
2023-2024,Manchester United 2023 2024,2023-10-24,Champions Lg,Dkfc Copenhagen,2023-10-24_champions_lg_dkfc_copenhagen_goalkeeper_stats.csv,23151aa4,https://fbref.com/en/matches/23151aa4/Manchester-United-FC-Copenhagen-October-24-2023-Champions-League,2023-10-24,Champions Lg,Group stage,Home,dkFC Copenhagen,W,2023-10-24_champions_lg_dkfc_copenhagen,Manchester Utd,André Onana,cm CMR,27-205,90,2,0,3,100.0
2023-2024,Manchester United 2023 2024,2023-10-29,Premier League,Manchester City,2023-10-29_premier_league_manchester_city_goalkeeper_stats.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Home,Manchester City,L,2023-10-29_premier_league_manchester_city,Manchester Utd,André Onana,cm CMR,27-210,90,9,3,7,77.8
2023-2024,Manchester United 2023 2024,2023-11-01,Efl Cup,Newcastle United,2023-11-01_efl_cup_newcastle_united_goalkeeper_stats.csv,7ce66c13,https://fbref.com/en/matches/7ce66c13/Manchester-United-Newcastle-United-November-1-2023-EFL-Cup,2023-11-01,EFL Cup,Fourth round,Home,Newcastle United,L,2023-11-01_efl_cup_newcastle_united,Manchester Utd,André Onana,cm CMR,27-213,90,5,3,2,40.0
2023-2024,Manchester United 2023 2024,2023-11-04,Premier League,Fulham,2023-11-04_premier_league_fulham_goalkeeper_stats.csv,31273be0,https://fbref.com/en/matches/31273be0/Fulham-Manchester-United-November-4-2023-Premier-League,2023-11-04,Premier League,Matchweek 11,Away,Fulham,W,2023-11-04_premier_league_fulham,Manchester Utd,André Onana,cm CMR,27-216,90,2,0,2,100.0
2023-2024,Manchester United 2023 2024,2023-11-08,Champions Lg,Dkfc Copenhagen,2023-11-08_champions_lg_dkfc_copenhagen_goalkeeper_stats.csv,4a4b95b7,https://fbref.com/en/matches/4a4b95b7/FC-Copenhagen-Manchester-United-November-8-2023-Champions-League,2023-11-08,Champions Lg,Group stage,Away,dkFC Copenhagen,L,2023-11-08_champions_lg_dkfc_copenhagen,Manchester Utd,André Onana,cm CMR,27-220,90,7,4,4,57.1
2023-2024,Manchester United 2023 2024,2023-11-11,Premier League,Luton Town,2023-11-11_premier_league_luton_town_goalkeeper_stats.csv,4b9f3f25,https://fbref.com/en/matches/4b9f3f25/Manchester-United-Luton-Town-November-11-2023-Premier-League,2023-11-11,Premier League,Matchweek 12,Home,Luton Town,W,2023-11-11_premier_league_luton_town,Manchester Utd,André Onana,cm CMR,27-223,90,4,0,4,100.0
2023-2024,Manchester United 2023 2024,2023-11-26,Premier League,Everton,2023-11-26_premier_league_everton_goalkeeper_stats.csv,f82a83dd,https://fbref.com/en/matches/f82a83dd/Everton-Manchester-United-November-26-2023-Premier-League,2023-11-26,Premier League,Matchweek 13,Away,Everton,W,2023-11-26_premier_league_everton,Manchester Utd,André Onana,cm CMR,27-238,90,6,0,6,100.0
2023-2024,Manchester United 2023 2024,2023-11-29,Champions Lg,Trgalatasaray,2023-11-29_champions_lg_trgalatasaray_goalkeeper_stats.csv,fd04df87,https://fbref.com/en/matches/fd04df87/Galatasaray-Manchester-United-November-29-2023-Champions-League,2023-11-29,Champions Lg,Group stage,Away,trGalatasaray,D,2023-11-29_champions_lg_trgalatasaray,Manchester Utd,André Onana,cm CMR,27-241,90,7,3,4,57.1
2023-2024,Manchester United 2023 2024,2023-12-02,Premier League,Newcastle United,2023-12-02_premier_league_newcastle_united_goalkeeper_stats.csv,66a1f3ac,https://fbref.com/en/matches/66a1f3ac/Newcastle-United-Manchester-United-December-2-2023-Premier-League,2023-12-02,Premier League,Matchweek 14,Away,Newcastle United,L,2023-12-02_premier_league_newcastle_united,Manchester Utd,André Onana,cm CMR,27-244,90,4,1,3,75.0
2023-2024,Manchester United 2023 2024,2023-12-06,Premier League,Chelsea,2023-12-06_premier_league_chelsea_goalkeeper_stats.csv,49f486f6,https://fbref.com/en/matches/49f486f6/Manchester-United-Chelsea-December-6-2023-Premier-League,2023-12-06,Premier League,Matchweek 15,Home,Chelsea,W,2023-12-06_premier_league_chelsea,Manchester Utd,André Onana,cm CMR,27-248,90,3,1,2,66.7
2023-2024,Manchester United 2023 2024,2023-12-09,Premier League,Bournemouth,2023-12-09_premier_league_bournemouth_goalkeeper_stats.csv,0760a568,https://fbref.com/en/matches/0760a568/Manchester-United-Bournemouth-December-9-2023-Premier-League,2023-12-09,Premier League,Matchweek 16,Home,Bournemouth,L,2023-12-09_premier_league_bournemouth,Manchester Utd,André Onana,cm CMR,27-251,90,4,3,1,25.0
2023-2024,Manchester United 2023 2024,2023-12-12,Champions Lg,Debayern Munich,2023-12-12_champions_lg_debayern_munich_goalkeeper_stats.csv,86343bd4,https://fbref.com/en/matches/86343bd4/Manchester-United-Bayern-Munich-December-12-2023-Champions-League,2023-12-12,Champions Lg,Group stage,Home,deBayern Munich,L,2023-12-12_champions_lg_debayern_munich,Manchester Utd,André Onana,cm CMR,27-254,90,3,1,2,66.7
2023-2024,Manchester United 2023 2024,2023-12-17,Premier League,Liverpool,2023-12-17_premier_league_liverpool_goalkeeper_stats.csv,18e98d77,https://fbref.com/en/matches/18e98d77/North-West-Derby-Liverpool-Manchester-United-December-17-2023-Premier-League,2023-12-17,Premier League,Matchweek 17,Away,Liverpool,D,2023-12-17_premier_league_liverpool,Manchester Utd,André Onana,cm CMR,27-259,90,8,0,8,100.0
2023-2024,Manchester United 2023 2024,2023-12-23,Premier League,West Ham United,2023-12-23_premier_league_west_ham_united_goalkeeper_stats.csv,328777ed,https://fbref.com/en/matches/328777ed/West-Ham-United-Manchester-United-December-23-2023-Premier-League,2023-12-23,Premier League,Matchweek 18,Away,West Ham United,L,2023-12-23_premier_league_west_ham_united,Manchester Utd,André Onana,cm CMR,27-265,90,5,2,3,60.0
2023-2024,Manchester United 2023 2024,2023-12-26,Premier League,Aston Villa,2023-12-26_premier_league_aston_villa_goalkeeper_stats.csv,83709fdf,https://fbref.com/en/matches/83709fdf/Manchester-United-Aston-Villa-December-26-2023-Premier-League,2023-12-26,Premier League,Matchweek 19,Home,Aston Villa,W,2023-12-26_premier_league_aston_villa,Manchester Utd,André Onana,cm CMR,27-268,90,3,2,1,33.3
2023-2024,Manchester United 2023 2024,2023-12-30,Premier League,Nottingham Forest,2023-12-30_premier_league_nottingham_forest_goalkeeper_stats.csv,1aa68cba,https://fbref.com/en/matches/1aa68cba/Nottingham-Forest-Manchester-United-December-30-2023-Premier-League,2023-12-30,Premier League,Matchweek 20,Away,Nottingham Forest,L,2023-12-30_premier_league_nottingham_forest,Manchester Utd,André Onana,cm CMR,27-272,90,2,2,0,0.0
2023-2024,Manchester United 2023 2024,2024-01-08,Fa Cup,Wigan Athletic,2024-01-08_fa_cup_wigan_athletic_goalkeeper_stats.csv,aef31200,https://fbref.com/en/matches/aef31200/Wigan-Athletic-Manchester-United-January-8-2024-FA-Cup,2024-01-08,FA Cup,Third round proper,Away,Wigan Athletic,W,2024-01-08_fa_cup_wigan_athletic,Manchester Utd,André Onana,cm CMR,27-281,90,2,0,2,100.0
2023-2024,Manchester United 2023 2024,2024-01-14,Premier League,Tottenham Hotspur,2024-01-14_premier_league_tottenham_hotspur_goalkeeper_stats.csv,904ed2f9,https://fbref.com/en/matches/904ed2f9/Manchester-United-Tottenham-Hotspur-January-14-2024-Premier-League,2024-01-14,Premier League,Matchweek 21,Home,Tottenham Hotspur,D,2024-01-14_premier_league_tottenham_hotspur,Manchester Utd,André Onana,cm CMR,27-287,90,5,2,3,60.0
2023-2024,Manchester United 2023 2024,2024-01-28,Fa Cup,Newport County,2024-01-28_fa_cup_newport_county_goalkeeper_stats.csv,5a5949f6,https://fbref.com/en/matches/5a5949f6/Newport-County-Manchester-United-January-28-2024-FA-Cup,2024-01-28,FA Cup,Fourth round proper,Away,Newport County,W,2024-01-28_fa_cup_newport_county,Manchester Utd,Altay Bayındır,tr TUR,25-289,90,7,2,5,71.4
2023-2024,Manchester United 2023 2024,2024-02-01,Premier League,Wolves,2024-02-01_premier_league_wolves_goalkeeper_stats.csv,457203bc,https://fbref.com/en/matches/457203bc/Wolverhampton-Wanderers-Manchester-United-February-1-2024-Premier-League,2024-02-01,Premier League,Matchweek 22,Away,Wolves,W,2024-02-01_premier_league_wolves,Manchester Utd,André Onana,cm CMR,27-305,90,5,3,3,60.0
2023-2024,Manchester United 2023 2024,2024-02-04,Premier League,West Ham United,2024-02-04_premier_league_west_ham_united_goalkeeper_stats.csv,dc1428be,https://fbref.com/en/matches/dc1428be/Manchester-United-West-Ham-United-February-4-2024-Premier-League,2024-02-04,Premier League,Matchweek 23,Home,West Ham United,W,2024-02-04_premier_league_west_ham_united,Manchester Utd,André Onana,cm CMR,27-308,90,4,0,3,100.0
2023-2024,Manchester United 2023 2024,2024-02-11,Premier League,Aston Villa,2024-02-11_premier_league_aston_villa_goalkeeper_stats.csv,fd36479b,https://fbref.com/en/matches/fd36479b/Aston-Villa-Manchester-United-February-11-2024-Premier-League,2024-02-11,Premier League,Matchweek 24,Away,Aston Villa,W,2024-02-11_premier_league_aston_villa,Manchester Utd,André Onana,cm CMR,27-315,90,9,1,8,88.9
2023-2024,Manchester United 2023 2024,2024-02-18,Premier League,Luton Town,2024-02-18_premier_league_luton_town_goalkeeper_stats.csv,49523b04,https://fbref.com/en/matches/49523b04/Luton-Town-Manchester-United-February-18-2024-Premier-League,2024-02-18,Premier League,Matchweek 25,Away,Luton Town,W,2024-02-18_premier_league_luton_town,Manchester Utd,André Onana,cm CMR,27-322,90,4,1,3,75.0
2023-2024,Manchester United 2023 2024,2024-02-24,Premier League,Fulham,2024-02-24_premier_league_fulham_goalkeeper_stats.csv,45f67948,https://fbref.com/en/matches/45f67948/Manchester-United-Fulham-February-24-2024-Premier-League,2024-02-24,Premier League,Matchweek 26,Home,Fulham,L,2024-02-24_premier_league_fulham,Manchester Utd,André Onana,cm CMR,27-328,90,5,2,3,60.0
2023-2024,Manchester United 2023 2024,2024-02-28,Fa Cup,Nottingham Forest,2024-02-28_fa_cup_nottingham_forest_goalkeeper_stats.csv,fdf4edad,https://fbref.com/en/matches/fdf4edad/Nottingham-Forest-Manchester-United-February-28-2024-FA-Cup,2024-02-28,FA Cup,Fifth round proper,Away,Nottingham Forest,W,2024-02-28_fa_cup_nottingham_forest,Manchester Utd,André Onana,cm CMR,27-332,90,5,0,5,100.0
2023-2024,Manchester United 2023 2024,2024-03-03,Premier League,Manchester City,2024-03-03_premier_league_manchester_city_goalkeeper_stats.csv,615eff06,https://fbref.com/en/matches/615eff06/Manchester-Derby-Manchester-City-Manchester-United-March-3-2024-Premier-League,2024-03-03,Premier League,Matchweek 27,Away,Manchester City,L,2024-03-03_premier_league_manchester_city,Manchester Utd,André Onana,cm CMR,27-336,90,8,3,5,62.5
2023-2024,Manchester United 2023 2024,2024-03-09,Premier League,Everton,2024-03-09_premier_league_everton_goalkeeper_stats.csv,fede7f6e,https://fbref.com/en/matches/fede7f6e/Manchester-United-Everton-March-9-2024-Premier-League,2024-03-09,Premier League,Matchweek 28,Home,Everton,W,2024-03-09_premier_league_everton,Manchester Utd,André Onana,cm CMR,27-342,90,6,0,6,100.0
2023-2024,Manchester United 2023 2024,2024-03-17,Fa Cup,Liverpool,2024-03-17_fa_cup_liverpool_goalkeeper_stats.csv,cf8e6cd0,https://fbref.com/en/matches/cf8e6cd0/North-West-Derby-Manchester-United-Liverpool-March-17-2024-FA-Cup,2024-03-17,FA Cup,Quarter-finals,Home,Liverpool,W,2024-03-17_fa_cup_liverpool,Manchester Utd,André Onana,cm CMR,27-350,120,11,3,8,72.7
2023-2024,Manchester United 2023 2024,2024-03-30,Premier League,Brentford,2024-03-30_premier_league_brentford_goalkeeper_stats.csv,43a07892,https://fbref.com/en/matches/43a07892/Brentford-Manchester-United-March-30-2024-Premier-League,2024-03-30,Premier League,Matchweek 30,Away,Brentford,D,2024-03-30_premier_league_brentford,Manchester Utd,André Onana,cm CMR,27-363,90,5,1,4,80.0
2023-2024,Manchester United 2023 2024,2024-04-04,Premier League,Chelsea,2024-04-04_premier_league_chelsea_goalkeeper_stats.csv,c6079c2f,https://fbref.com/en/matches/c6079c2f/Chelsea-Manchester-United-April-4-2024-Premier-League,2024-04-04,Premier League,Matchweek 31,Away,Chelsea,L,2024-04-04_premier_league_chelsea,Manchester Utd,André Onana,cm CMR,28-002,90,8,4,6,75.0
2023-2024,Manchester United 2023 2024,2024-04-07,Premier League,Liverpool,2024-04-07_premier_league_liverpool_goalkeeper_stats.csv,d57ffe1a,https://fbref.com/en/matches/d57ffe1a/North-West-Derby-Manchester-United-Liverpool-April-7-2024-Premier-League,2024-04-07,Premier League,Matchweek 32,Home,Liverpool,D,2024-04-07_premier_league_liverpool,Manchester Utd,André Onana,cm CMR,28-005,90,7,2,6,85.7
2023-2024,Manchester United 2023 2024,2024-04-13,Premier League,Bournemouth,2024-04-13_premier_league_bournemouth_goalkeeper_stats.csv,32a8be36,https://fbref.com/en/matches/32a8be36/Bournemouth-Manchester-United-April-13-2024-Premier-League,2024-04-13,Premier League,Matchweek 33,Away,Bournemouth,D,2024-04-13_premier_league_bournemouth,Manchester Utd,André Onana,cm CMR,28-011,90,5,2,3,60.0
2023-2024,Manchester United 2023 2024,2024-04-21,Fa Cup,Coventry City,2024-04-21_fa_cup_coventry_city_goalkeeper_stats.csv,83773075,https://fbref.com/en/matches/83773075/Coventry-City-Manchester-United-April-21-2024-FA-Cup,2024-04-21,FA Cup,Semi-finals,Neutral,Coventry City,D,2024-04-21_fa_cup_coventry_city,Manchester Utd,André Onana,cm CMR,28-019,120,4,3,2,50.0
2023-2024,Manchester United 2023 2024,2024-04-24,Premier League,Sheffield United,2024-04-24_premier_league_sheffield_united_goalkeeper_stats.csv,7.077e+76,https://fbref.com/en/matches/70770e72/Manchester-United-Sheffield-United-April-24-2024-Premier-League,2024-04-24,Premier League,Matchweek 29,Home,Sheffield United,W,2024-04-24_premier_league_sheffield_united,Manchester Utd,André Onana,cm CMR,28-022,90,4,2,2,50.0
2023-2024,Manchester United 2023 2024,2024-04-27,Premier League,Burnley,2024-04-27_premier_league_burnley_goalkeeper_stats.csv,e8eb637d,https://fbref.com/en/matches/e8eb637d/Manchester-United-Burnley-April-27-2024-Premier-League,2024-04-27,Premier League,Matchweek 35,Home,Burnley,D,2024-04-27_premier_league_burnley,Manchester Utd,André Onana,cm CMR,28-025,90,6,1,6,100.0
2023-2024,Manchester United 2023 2024,2024-05-06,Premier League,Crystal Palace,2024-05-06_premier_league_crystal_palace_goalkeeper_stats.csv,8c4bf9e7,https://fbref.com/en/matches/8c4bf9e7/Crystal-Palace-Manchester-United-May-6-2024-Premier-League,2024-05-06,Premier League,Matchweek 36,Away,Crystal Palace,L,2024-05-06_premier_league_crystal_palace,Manchester Utd,André Onana,cm CMR,28-034,90,10,4,6,60.0
2023-2024,Manchester United 2023 2024,2024-05-12,Premier League,Arsenal,2024-05-12_premier_league_arsenal_goalkeeper_stats.csv,ab9827f2,https://fbref.com/en/matches/ab9827f2/Manchester-United-Arsenal-May-12-2024-Premier-League,2024-05-12,Premier League,Matchweek 37,Home,Arsenal,L,2024-05-12_premier_league_arsenal,Manchester Utd,André Onana,cm CMR,28-040,90,6,1,5,83.3
2023-2024,Manchester United 2023 2024,2024-05-15,Premier League,Newcastle United,2024-05-15_premier_league_newcastle_united_goalkeeper_stats.csv,e43e8597,https://fbref.com/en/matches/e43e8597/Manchester-United-Newcastle-United-May-15-2024-Premier-League,2024-05-15,Premier League,Matchweek 34,Home,Newcastle United,W,2024-05-15_premier_league_newcastle_united,Manchester Utd,André Onana,cm CMR,28-043,90,7,2,5,71.4
2023-2024,Manchester United 2023 2024,2024-05-19,Premier League,Brighton,2024-05-19_premier_league_brighton_goalkeeper_stats.csv,47ecdc19,https://fbref.com/en/matches/47ecdc19/Brighton-and-Hove-Albion-Manchester-United-May-19-2024-Premier-League,2024-05-19,Premier League,Matchweek 38,Away,Brighton,W,2024-05-19_premier_league_brighton,Manchester Utd,André Onana,cm CMR,28-047,90,2,0,2,100.0
2023-2024,Manchester United 2023 2024,2024-05-25,Fa Cup,Manchester City,2024-05-25_fa_cup_manchester_city_goalkeeper_stats.csv,d64f45f8,https://fbref.com/en/matches/d64f45f8/Manchester-Derby-Manchester-City-Manchester-United-May-25-2024-FA-Cup,2024-05-25,FA Cup,Final,Neutral,Manchester City,W,2024-05-25_fa_cup_manchester_city,Manchester Utd,André Onana,cm CMR,28-053,90,4,1,3,75.0
