season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Formation,Lineup_Section,Jersey_Number,Player
2023-2024,Manchester United 2023 2024,2023-08-14,Premier League,Wolves,2023-08-14_premier_league_wolves_lineups.csv,f1ecda2c,https://fbref.com/en/matches/f1ecda2c/Manchester-United-Wolverhampton-Wanderers-August-14-2023-Premier-League,2023-08-14,Premier League,Matchweek 1,Home,Wolves,W,2023-08-14_premier_league_wolves,Manchester Utd,4-1-4-1,Bench,9,Anthony Martial
2023-2024,Manchester United 2023 2024,2023-08-14,Premier League,Wolves,2023-08-14_premier_league_wolves_lineups.csv,f1ecda2c,https://fbref.com/en/matches/f1ecda2c/Manchester-United-Wolverhampton-Wanderers-August-14-2023-Premier-League,2023-08-14,Premier League,Matchweek 1,Home,Wolves,W,2023-08-14_premier_league_wolves,Manchester Utd,4-1-4-1,Bench,14,Christian Eriksen
2023-2024,Manchester United 2023 2024,2023-08-14,Premier League,Wolves,2023-08-14_premier_league_wolves_lineups.csv,f1ecda2c,https://fbref.com/en/matches/f1ecda2c/Manchester-United-Wolverhampton-Wanderers-August-14-2023-Premier-League,2023-08-14,Premier League,Matchweek 1,Home,Wolves,W,2023-08-14_premier_league_wolves,Manchester Utd,4-1-4-1,Bench,20,Diogo Dalot
2023-2024,Manchester United 2023 2024,2023-08-14,Premier League,Wolves,2023-08-14_premier_league_wolves_lineups.csv,f1ecda2c,https://fbref.com/en/matches/f1ecda2c/Manchester-United-Wolverhampton-Wanderers-August-14-2023-Premier-League,2023-08-14,Premier League,Matchweek 1,Home,Wolves,W,2023-08-14_premier_league_wolves,Manchester Utd,4-1-4-1,Bench,25,Jadon Sancho
2023-2024,Manchester United 2023 2024,2023-08-14,Premier League,Wolves,2023-08-14_premier_league_wolves_lineups.csv,f1ecda2c,https://fbref.com/en/matches/f1ecda2c/Manchester-United-Wolverhampton-Wanderers-August-14-2023-Premier-League,2023-08-14,Premier League,Matchweek 1,Home,Wolves,W,2023-08-14_premier_league_wolves,Manchester Utd,4-1-4-1,Bench,28,Facundo Pellistri
2023-2024,Manchester United 2023 2024,2023-08-14,Premier League,Wolves,2023-08-14_premier_league_wolves_lineups.csv,f1ecda2c,https://fbref.com/en/matches/f1ecda2c/Manchester-United-Wolverhampton-Wanderers-August-14-2023-Premier-League,2023-08-14,Premier League,Matchweek 1,Home,Wolves,W,2023-08-14_premier_league_wolves,Manchester Utd,4-1-4-1,Bench,39,Scott McTominay
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Starter,24,André Onana
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Starter,6,Lisandro Martínez
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Starter,7,Mason Mount
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Starter,8,Bruno Fernandes
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Starter,10,Marcus Rashford
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Starter,18,Casemiro
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Starter,19,Raphaël Varane
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Starter,21,Antony
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Starter,23,Luke Shaw
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Starter,29,Aaron Wan-Bissaka
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Starter,49,Alejandro Garnacho
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Bench,26,Dean Henderson
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Bench,40,Radek Vítek
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Bench,2,Victor Lindelöf
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Bench,9,Anthony Martial
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Bench,14,Christian Eriksen
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Bench,20,Diogo Dalot
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Bench,25,Jadon Sancho
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Bench,28,Facundo Pellistri
2023-2024,Manchester United 2023 2024,2023-08-19,Premier League,Tottenham Hotspur,2023-08-19_premier_league_tottenham_hotspur_lineups.csv,4bb62251,https://fbref.com/en/matches/4bb62251/Tottenham-Hotspur-Manchester-United-August-19-2023-Premier-League,2023-08-19,Premier League,Matchweek 2,Away,Tottenham Hotspur,L,2023-08-19_premier_league_tottenham_hotspur,Manchester Utd,4-2-3-1,Bench,39,Scott McTominay
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Starter,24,André Onana
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Starter,6,Lisandro Martínez
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Starter,8,Bruno Fernandes
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Starter,9,Anthony Martial
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Starter,10,Marcus Rashford
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Starter,14,Christian Eriksen
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Starter,18,Casemiro
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Starter,19,Raphaël Varane
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Starter,20,Diogo Dalot
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Starter,21,Antony
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Starter,29,Aaron Wan-Bissaka
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Bench,26,Dean Henderson
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Bench,2,Victor Lindelöf
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Bench,5,Harry Maguire
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Bench,25,Jadon Sancho
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Bench,28,Facundo Pellistri
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Bench,39,Scott McTominay
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Bench,42,Álvaro Carreras
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Bench,44,Daniel Gore
2023-2024,Manchester United 2023 2024,2023-08-26,Premier League,Nottingham Forest,2023-08-26_premier_league_nottingham_forest_lineups.csv,70d9b1ab,https://fbref.com/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,2023-08-26,Premier League,Matchweek 3,Home,Nottingham Forest,W,2023-08-26_premier_league_nottingham_forest,Manchester Utd,4-2-3-1,Bench,49,Alejandro Garnacho
2023-2024,Manchester United 2023 2024,2023-09-16,Premier League,Brighton,2023-09-16_premier_league_brighton_lineups.csv,ddcf2857,https://fbref.com/en/matches/ddcf2857/Manchester-United-Brighton-and-Hove-Albion-September-16-2023-Premier-League,2023-09-16,Premier League,Matchweek 5,Home,Brighton,L,2023-09-16_premier_league_brighton,Manchester Utd,4-4-2,Starter,24,André Onana
2023-2024,Manchester United 2023 2024,2023-09-16,Premier League,Brighton,2023-09-16_premier_league_brighton_lineups.csv,ddcf2857,https://fbref.com/en/matches/ddcf2857/Manchester-United-Brighton-and-Hove-Albion-September-16-2023-Premier-League,2023-09-16,Premier League,Matchweek 5,Home,Brighton,L,2023-09-16_premier_league_brighton,Manchester Utd,4-4-2,Starter,2,Victor Lindelöf
2023-2024,Manchester United 2023 2024,2023-09-16,Premier League,Brighton,2023-09-16_premier_league_brighton_lineups.csv,ddcf2857,https://fbref.com/en/matches/ddcf2857/Manchester-United-Brighton-and-Hove-Albion-September-16-2023-Premier-League,2023-09-16,Premier League,Matchweek 5,Home,Brighton,L,2023-09-16_premier_league_brighton,Manchester Utd,4-4-2,Starter,6,Lisandro Martínez
2023-2024,Manchester United 2023 2024,2023-09-16,Premier League,Brighton,2023-09-16_premier_league_brighton_lineups.csv,ddcf2857,https://fbref.com/en/matches/ddcf2857/Manchester-United-Brighton-and-Hove-Albion-September-16-2023-Premier-League,2023-09-16,Premier League,Matchweek 5,Home,Brighton,L,2023-09-16_premier_league_brighton,Manchester Utd,4-4-2,Starter,8,Bruno Fernandes
2023-2024,Manchester United 2023 2024,2023-09-16,Premier League,Brighton,2023-09-16_premier_league_brighton_lineups.csv,ddcf2857,https://fbref.com/en/matches/ddcf2857/Manchester-United-Brighton-and-Hove-Albion-September-16-2023-Premier-League,2023-09-16,Premier League,Matchweek 5,Home,Brighton,L,2023-09-16_premier_league_brighton,Manchester Utd,4-4-2,Starter,10,Marcus Rashford
2023-2024,Manchester United 2023 2024,2023-09-16,Premier League,Brighton,2023-09-16_premier_league_brighton_lineups.csv,ddcf2857,https://fbref.com/en/matches/ddcf2857/Manchester-United-Brighton-and-Hove-Albion-September-16-2023-Premier-League,2023-09-16,Premier League,Matchweek 5,Home,Brighton,L,2023-09-16_premier_league_brighton,Manchester Utd,4-4-2,Starter,11,Rasmus Højlund
