season,tracked_team,match_date,competition,opponent_team,original_file,Match_ID,Match_Report_URL,Date,Competition,Round,Venue,Opponent,Result,Match_Report_Name,Team,Player,Nation,Age,Min,SoTA,GA,Saves,Save%
2023-2024,Manchester City 2023 2024,2023-10-04,Champions Lg,Derb Leipzig,2023-10-04_champions_lg_derb_leipzig_goalkeeper_stats.csv,2dd697fb,https://fbref.com/en/matches/2dd697fb/RB-Leipzig-Manchester-City-October-4-2023-Champions-League,2023-10-04,Champions Lg,Group stage,Away,deRB Leipzig,W,2023-10-04_champions_lg_derb_leipzig,Manchester City,Ederson,br BRA,30-048,90,1,1,0,0.0
2023-2024,Manchester City 2023 2024,2023-10-08,Premier League,Arsenal,2023-10-08_premier_league_arsenal_goalkeeper_stats.csv,59cd18ae,https://fbref.com/en/matches/59cd18ae/Arsenal-Manchester-City-October-8-2023-Premier-League,2023-10-08,Premier League,Matchweek 8,Away,Arsenal,L,2023-10-08_premier_league_arsenal,Manchester City,Ederson,br BRA,30-052,90,2,1,1,50.0
2023-2024,Manchester City 2023 2024,2023-10-21,Premier League,Brighton,2023-10-21_premier_league_brighton_goalkeeper_stats.csv,b782a834,https://fbref.com/en/matches/b782a834/Manchester-City-Brighton-and-Hove-Albion-October-21-2023-Premier-League,2023-10-21,Premier League,Matchweek 9,Home,Brighton,W,2023-10-21_premier_league_brighton,Manchester City,Stefan Ortega,de GER,30-349,90,3,1,2,66.7
2023-2024,Manchester City 2023 2024,2023-10-25,Champions Lg,Chyoung Boys,2023-10-25_champions_lg_chyoung_boys_goalkeeper_stats.csv,d66f6ad1,https://fbref.com/en/matches/d66f6ad1/Young-Boys-Manchester-City-October-25-2023-Champions-League,2023-10-25,Champions Lg,Group stage,Away,chYoung Boys,W,2023-10-25_champions_lg_chyoung_boys,Manchester City,Ederson,br BRA,30-069,90,4,1,3,75.0
2023-2024,Manchester City 2023 2024,2023-10-29,Premier League,Manchester Utd,2023-10-29_premier_league_manchester_utd_goalkeeper_stats.csv,f6bfec82,https://fbref.com/en/matches/f6bfec82/Manchester-Derby-Manchester-United-Manchester-City-October-29-2023-Premier-League,2023-10-29,Premier League,Matchweek 10,Away,Manchester Utd,W,2023-10-29_premier_league_manchester_utd,Manchester City,Ederson,br BRA,30-073,90,3,0,3,100.0
2023-2024,Manchester City 2023 2024,2023-11-04,Premier League,Bournemouth,2023-11-04_premier_league_bournemouth_goalkeeper_stats.csv,e75a870b,https://fbref.com/en/matches/e75a870b/Manchester-City-Bournemouth-November-4-2023-Premier-League,2023-11-04,Premier League,Matchweek 11,Home,Bournemouth,W,2023-11-04_premier_league_bournemouth,Manchester City,Ederson,br BRA,30-079,90,1,1,0,0.0
2023-2024,Manchester City 2023 2024,2023-11-07,Champions Lg,Chyoung Boys,2023-11-07_champions_lg_chyoung_boys_goalkeeper_stats.csv,620ab893,https://fbref.com/en/matches/620ab893/Manchester-City-Young-Boys-November-7-2023-Champions-League,2023-11-07,Champions Lg,Group stage,Home,chYoung Boys,W,2023-11-07_champions_lg_chyoung_boys,Manchester City,Ederson,br BRA,30-082,90,0,0,0,
2023-2024,Manchester City 2023 2024,2023-11-12,Premier League,Chelsea,2023-11-12_premier_league_chelsea_goalkeeper_stats.csv,53bb8f30,https://fbref.com/en/matches/53bb8f30/Chelsea-Manchester-City-November-12-2023-Premier-League,2023-11-12,Premier League,Matchweek 12,Away,Chelsea,D,2023-11-12_premier_league_chelsea,Manchester City,Ederson,br BRA,30-087,90,8,4,5,62.5
2023-2024,Manchester City 2023 2024,2023-11-25,Premier League,Liverpool,2023-11-25_premier_league_liverpool_goalkeeper_stats.csv,5d4a5006,https://fbref.com/en/matches/5d4a5006/Manchester-City-Liverpool-November-25-2023-Premier-League,2023-11-25,Premier League,Matchweek 13,Home,Liverpool,D,2023-11-25_premier_league_liverpool,Manchester City,Ederson,br BRA,30-100,90,3,1,2,66.7
2023-2024,Manchester City 2023 2024,2023-11-28,Champions Lg,Derb Leipzig,2023-11-28_champions_lg_derb_leipzig_goalkeeper_stats.csv,96f5597e,https://fbref.com/en/matches/96f5597e/Manchester-City-RB-Leipzig-November-28-2023-Champions-League,2023-11-28,Champions Lg,Group stage,Home,deRB Leipzig,W,2023-11-28_champions_lg_derb_leipzig,Manchester City,Stefan Ortega,de GER,31-022,90,3,2,1,33.3
2023-2024,Manchester City 2023 2024,2023-12-03,Premier League,Tottenham Hotspur,2023-12-03_premier_league_tottenham_hotspur_goalkeeper_stats.csv,0e39f016,https://fbref.com/en/matches/0e39f016/Manchester-City-Tottenham-Hotspur-December-3-2023-Premier-League,2023-12-03,Premier League,Matchweek 14,Home,Tottenham Hotspur,D,2023-12-03_premier_league_tottenham_hotspur,Manchester City,Ederson,br BRA,30-108,90,4,3,1,25.0
2023-2024,Manchester City 2023 2024,2023-12-06,Premier League,Aston Villa,2023-12-06_premier_league_aston_villa_goalkeeper_stats.csv,0ad90506,https://fbref.com/en/matches/0ad90506/Aston-Villa-Manchester-City-December-6-2023-Premier-League,2023-12-06,Premier League,Matchweek 15,Away,Aston Villa,L,2023-12-06_premier_league_aston_villa,Manchester City,Ederson,br BRA,30-111,90,7,1,6,85.7
2023-2024,Manchester City 2023 2024,2023-12-10,Premier League,Luton Town,2023-12-10_premier_league_luton_town_goalkeeper_stats.csv,f6155857,https://fbref.com/en/matches/f6155857/Luton-Town-Manchester-City-December-10-2023-Premier-League,2023-12-10,Premier League,Matchweek 16,Away,Luton Town,W,2023-12-10_premier_league_luton_town,Manchester City,Ederson,br BRA,30-115,90,2,1,1,50.0
2023-2024,Manchester City 2023 2024,2023-12-13,Champions Lg,Rsred Star,2023-12-13_champions_lg_rsred_star_goalkeeper_stats.csv,c9438541,https://fbref.com/en/matches/c9438541/Red-Star-Manchester-City-December-13-2023-Champions-League,2023-12-13,Champions Lg,Group stage,Away,rsRed Star,W,2023-12-13_champions_lg_rsred_star,Manchester City,Stefan Ortega,de GER,31-037,90,6,2,4,66.7
2023-2024,Manchester City 2023 2024,2023-12-16,Premier League,Crystal Palace,2023-12-16_premier_league_crystal_palace_goalkeeper_stats.csv,30f3e1ee,https://fbref.com/en/matches/30f3e1ee/Manchester-City-Crystal-Palace-December-16-2023-Premier-League,2023-12-16,Premier League,Matchweek 17,Home,Crystal Palace,D,2023-12-16_premier_league_crystal_palace,Manchester City,Ederson,br BRA,30-121,90,1,2,0,0.0
2023-2024,Manchester City 2023 2024,2023-12-27,Premier League,Everton,2023-12-27_premier_league_everton_goalkeeper_stats.csv,b9f69f01,https://fbref.com/en/matches/b9f69f01/Everton-Manchester-City-December-27-2023-Premier-League,2023-12-27,Premier League,Matchweek 19,Away,Everton,W,2023-12-27_premier_league_everton,Manchester City,Ederson,br BRA,30-132,90,2,1,1,50.0
2023-2024,Manchester City 2023 2024,2023-12-30,Premier League,Sheffield United,2023-12-30_premier_league_sheffield_united_goalkeeper_stats.csv,aefd7405,https://fbref.com/en/matches/aefd7405/Manchester-City-Sheffield-United-December-30-2023-Premier-League,2023-12-30,Premier League,Matchweek 20,Home,Sheffield United,W,2023-12-30_premier_league_sheffield_united,Manchester City,Ederson,br BRA,30-135,90,2,0,2,100.0
2023-2024,Manchester City 2023 2024,2024-01-07,Fa Cup,Huddersfield Town,2024-01-07_fa_cup_huddersfield_town_goalkeeper_stats.csv,0b96b744,https://fbref.com/en/matches/0b96b744/Manchester-City-Huddersfield-Town-January-7-2024-FA-Cup,2024-01-07,FA Cup,Third round proper,Home,Huddersfield Town,W,2024-01-07_fa_cup_huddersfield_town,Manchester City,Stefan Ortega,de GER,31-062,90,2,0,2,100.0
2023-2024,Manchester City 2023 2024,2024-01-13,Premier League,Newcastle United,2024-01-13_premier_league_newcastle_united_goalkeeper_stats.csv,738f8c3e,https://fbref.com/en/matches/738f8c3e/Newcastle-United-Manchester-City-January-13-2024-Premier-League,2024-01-13,Premier League,Matchweek 21,Away,Newcastle United,W,2024-01-13_premier_league_newcastle_united,Manchester City,Ederson,br BRA,30-149,7,0,0,0,
2023-2024,Manchester City 2023 2024,2024-01-13,Premier League,Newcastle United,2024-01-13_premier_league_newcastle_united_goalkeeper_stats.csv,738f8c3e,https://fbref.com/en/matches/738f8c3e/Newcastle-United-Manchester-City-January-13-2024-Premier-League,2024-01-13,Premier League,Matchweek 21,Away,Newcastle United,W,2024-01-13_premier_league_newcastle_united,Manchester City,Stefan Ortega,de GER,31-068,83,5,2,3,60.0
2023-2024,Manchester City 2023 2024,2024-01-26,Fa Cup,Tottenham Hotspur,2024-01-26_fa_cup_tottenham_hotspur_goalkeeper_stats.csv,ff5bde89,https://fbref.com/en/matches/ff5bde89/Tottenham-Hotspur-Manchester-City-January-26-2024-FA-Cup,2024-01-26,FA Cup,Fourth round proper,Away,Tottenham Hotspur,W,2024-01-26_fa_cup_tottenham_hotspur,Manchester City,Stefan Ortega,de GER,31-081,90,1,0,1,100.0
2023-2024,Manchester City 2023 2024,2024-01-31,Premier League,Burnley,2024-01-31_premier_league_burnley_goalkeeper_stats.csv,d10aaae8,https://fbref.com/en/matches/d10aaae8/Manchester-City-Burnley-January-31-2024-Premier-League,2024-01-31,Premier League,Matchweek 22,Home,Burnley,W,2024-01-31_premier_league_burnley,Manchester City,Ederson,br BRA,30-167,90,3,1,2,66.7
2023-2024,Manchester City 2023 2024,2024-02-05,Premier League,Brentford,2024-02-05_premier_league_brentford_goalkeeper_stats.csv,2b3630b6,https://fbref.com/en/matches/2b3630b6/Brentford-Manchester-City-February-5-2024-Premier-League,2024-02-05,Premier League,Matchweek 23,Away,Brentford,W,2024-02-05_premier_league_brentford,Manchester City,Ederson,br BRA,30-172,90,2,1,1,50.0
2023-2024,Manchester City 2023 2024,2024-02-10,Premier League,Everton,2024-02-10_premier_league_everton_goalkeeper_stats.csv,00ea7906,https://fbref.com/en/matches/00ea7906/Manchester-City-Everton-February-10-2024-Premier-League,2024-02-10,Premier League,Matchweek 24,Home,Everton,W,2024-02-10_premier_league_everton,Manchester City,Ederson,br BRA,30-177,90,1,0,1,100.0
2023-2024,Manchester City 2023 2024,2024-02-13,Champions Lg,Dkfc Copenhagen,2024-02-13_champions_lg_dkfc_copenhagen_goalkeeper_stats.csv,7c72e97e,https://fbref.com/en/matches/7c72e97e/FC-Copenhagen-Manchester-City-February-13-2024-Champions-League,2024-02-13,Champions Lg,Round of 16,Away,dkFC Copenhagen,W,2024-02-13_champions_lg_dkfc_copenhagen,Manchester City,Ederson,br BRA,30-180,90,1,1,0,0.0
2023-2024,Manchester City 2023 2024,2024-02-17,Premier League,Chelsea,2024-02-17_premier_league_chelsea_goalkeeper_stats.csv,78fb7fc2,https://fbref.com/en/matches/78fb7fc2/Manchester-City-Chelsea-February-17-2024-Premier-League,2024-02-17,Premier League,Matchweek 25,Home,Chelsea,D,2024-02-17_premier_league_chelsea,Manchester City,Ederson,br BRA,30-184,90,6,1,5,83.3
2023-2024,Manchester City 2023 2024,2024-02-20,Premier League,Brentford,2024-02-20_premier_league_brentford_goalkeeper_stats.csv,af88a1aa,https://fbref.com/en/matches/af88a1aa/Manchester-City-Brentford-February-20-2024-Premier-League,2024-02-20,Premier League,Matchweek 18,Home,Brentford,W,2024-02-20_premier_league_brentford,Manchester City,Ederson,br BRA,30-187,90,2,0,2,100.0
2023-2024,Manchester City 2023 2024,2024-02-24,Premier League,Bournemouth,2024-02-24_premier_league_bournemouth_goalkeeper_stats.csv,f6d6a212,https://fbref.com/en/matches/f6d6a212/Bournemouth-Manchester-City-February-24-2024-Premier-League,2024-02-24,Premier League,Matchweek 26,Away,Bournemouth,W,2024-02-24_premier_league_bournemouth,Manchester City,Ederson,br BRA,30-191,90,4,0,4,100.0
2023-2024,Manchester City 2023 2024,2024-02-27,Fa Cup,Luton Town,2024-02-27_fa_cup_luton_town_goalkeeper_stats.csv,777de07a,https://fbref.com/en/matches/777de07a/Luton-Town-Manchester-City-February-27-2024-FA-Cup,2024-02-27,FA Cup,Fifth round proper,Away,Luton Town,W,2024-02-27_fa_cup_luton_town,Manchester City,Stefan Ortega,de GER,31-113,90,6,2,4,66.7
2023-2024,Manchester City 2023 2024,2024-03-03,Premier League,Manchester Utd,2024-03-03_premier_league_manchester_utd_goalkeeper_stats.csv,615eff06,https://fbref.com/en/matches/615eff06/Manchester-Derby-Manchester-City-Manchester-United-March-3-2024-Premier-League,2024-03-03,Premier League,Matchweek 27,Home,Manchester Utd,W,2024-03-03_premier_league_manchester_utd,Manchester City,Ederson,br BRA,30-199,90,1,1,0,0.0
2023-2024,Manchester City 2023 2024,2024-03-06,Champions Lg,Dkfc Copenhagen,2024-03-06_champions_lg_dkfc_copenhagen_goalkeeper_stats.csv,b4237bbe,https://fbref.com/en/matches/b4237bbe/Manchester-City-FC-Copenhagen-March-6-2024-Champions-League,2024-03-06,Champions Lg,Round of 16,Home,dkFC Copenhagen,W,2024-03-06_champions_lg_dkfc_copenhagen,Manchester City,Ederson,br BRA,30-202,90,2,1,1,50.0
2023-2024,Manchester City 2023 2024,2024-03-10,Premier League,Liverpool,2024-03-10_premier_league_liverpool_goalkeeper_stats.csv,96da3e29,https://fbref.com/en/matches/96da3e29/Liverpool-Manchester-City-March-10-2024-Premier-League,2024-03-10,Premier League,Matchweek 28,Away,Liverpool,D,2024-03-10_premier_league_liverpool,Manchester City,Ederson,br BRA,30-206,55,1,1,1,100.0
2023-2024,Manchester City 2023 2024,2024-03-10,Premier League,Liverpool,2024-03-10_premier_league_liverpool_goalkeeper_stats.csv,96da3e29,https://fbref.com/en/matches/96da3e29/Liverpool-Manchester-City-March-10-2024-Premier-League,2024-03-10,Premier League,Matchweek 28,Away,Liverpool,D,2024-03-10_premier_league_liverpool,Manchester City,Stefan Ortega,de GER,31-125,35,4,0,4,100.0
2023-2024,Manchester City 2023 2024,2024-03-16,Fa Cup,Newcastle United,2024-03-16_fa_cup_newcastle_united_goalkeeper_stats.csv,f3a174ff,https://fbref.com/en/matches/f3a174ff/Manchester-City-Newcastle-United-March-16-2024-FA-Cup,2024-03-16,FA Cup,Quarter-finals,Home,Newcastle United,W,2024-03-16_fa_cup_newcastle_united,Manchester City,Stefan Ortega,de GER,31-131,90,1,0,1,100.0
2023-2024,Manchester City 2023 2024,2024-03-31,Premier League,Arsenal,2024-03-31_premier_league_arsenal_goalkeeper_stats.csv,76b4b194,https://fbref.com/en/matches/76b4b194/Manchester-City-Arsenal-March-31-2024-Premier-League,2024-03-31,Premier League,Matchweek 30,Home,Arsenal,D,2024-03-31_premier_league_arsenal,Manchester City,Stefan Ortega,de GER,31-146,90,2,0,2,100.0
2023-2024,Manchester City 2023 2024,2024-04-03,Premier League,Aston Villa,2024-04-03_premier_league_aston_villa_goalkeeper_stats.csv,ae3ba8e8,https://fbref.com/en/matches/ae3ba8e8/Manchester-City-Aston-Villa-April-3-2024-Premier-League,2024-04-03,Premier League,Matchweek 31,Home,Aston Villa,W,2024-04-03_premier_league_aston_villa,Manchester City,Stefan Ortega,de GER,31-149,90,3,1,2,66.7
2023-2024,Manchester City 2023 2024,2024-04-06,Premier League,Crystal Palace,2024-04-06_premier_league_crystal_palace_goalkeeper_stats.csv,fca82852,https://fbref.com/en/matches/fca82852/Crystal-Palace-Manchester-City-April-6-2024-Premier-League,2024-04-06,Premier League,Matchweek 32,Away,Crystal Palace,W,2024-04-06_premier_league_crystal_palace,Manchester City,Stefan Ortega,de GER,31-152,90,4,2,2,50.0
2023-2024,Manchester City 2023 2024,2024-04-09,Champions Lg,Esreal Madrid,2024-04-09_champions_lg_esreal_madrid_goalkeeper_stats.csv,5ee67d04,https://fbref.com/en/matches/5ee67d04/Real-Madrid-Manchester-City-April-9-2024-Champions-League,2024-04-09,Champions Lg,Quarter-finals,Away,esReal Madrid,D,2024-04-09_champions_lg_esreal_madrid,Manchester City,Stefan Ortega,de GER,31-155,90,6,3,3,50.0
2023-2024,Manchester City 2023 2024,2024-04-13,Premier League,Luton Town,2024-04-13_premier_league_luton_town_goalkeeper_stats.csv,40128bc4,https://fbref.com/en/matches/40128bc4/Manchester-City-Luton-Town-April-13-2024-Premier-League,2024-04-13,Premier League,Matchweek 33,Home,Luton Town,W,2024-04-13_premier_league_luton_town,Manchester City,Ederson,br BRA,30-240,90,2,1,1,50.0
2023-2024,Manchester City 2023 2024,2024-04-17,Champions Lg,Esreal Madrid,2024-04-17_champions_lg_esreal_madrid_goalkeeper_stats.csv,b0d9b0e1,https://fbref.com/en/matches/b0d9b0e1/Manchester-City-Real-Madrid-April-17-2024-Champions-League,2024-04-17,Champions Lg,Quarter-finals,Home,esReal Madrid,D,2024-04-17_champions_lg_esreal_madrid,Manchester City,Ederson,br BRA,30-244,120,3,1,2,66.7
2023-2024,Manchester City 2023 2024,2024-04-20,Fa Cup,Chelsea,2024-04-20_fa_cup_chelsea_goalkeeper_stats.csv,5648182c,https://fbref.com/en/matches/5648182c/Manchester-City-Chelsea-April-20-2024-FA-Cup,2024-04-20,FA Cup,Semi-finals,Neutral,Chelsea,W,2024-04-20_fa_cup_chelsea,Manchester City,Stefan Ortega,de GER,31-166,90,5,0,5,100.0
2023-2024,Manchester City 2023 2024,2024-04-25,Premier League,Brighton,2024-04-25_premier_league_brighton_goalkeeper_stats.csv,45bb8cac,https://fbref.com/en/matches/45bb8cac/Brighton-and-Hove-Albion-Manchester-City-April-25-2024-Premier-League,2024-04-25,Premier League,Matchweek 29,Away,Brighton,W,2024-04-25_premier_league_brighton,Manchester City,Ederson,br BRA,30-252,90,3,0,3,100.0
2023-2024,Manchester City 2023 2024,2024-04-28,Premier League,Nottingham Forest,2024-04-28_premier_league_nottingham_forest_goalkeeper_stats.csv,80bbb25e,https://fbref.com/en/matches/80bbb25e/Nottingham-Forest-Manchester-City-April-28-2024-Premier-League,2024-04-28,Premier League,Matchweek 35,Away,Nottingham Forest,W,2024-04-28_premier_league_nottingham_forest,Manchester City,Ederson,br BRA,30-255,45,1,0,1,100.0
2023-2024,Manchester City 2023 2024,2024-04-28,Premier League,Nottingham Forest,2024-04-28_premier_league_nottingham_forest_goalkeeper_stats.csv,80bbb25e,https://fbref.com/en/matches/80bbb25e/Nottingham-Forest-Manchester-City-April-28-2024-Premier-League,2024-04-28,Premier League,Matchweek 35,Away,Nottingham Forest,W,2024-04-28_premier_league_nottingham_forest,Manchester City,Stefan Ortega,de GER,31-174,45,1,0,1,100.0
2023-2024,Manchester City 2023 2024,2024-05-04,Premier League,Wolves,2024-05-04_premier_league_wolves_goalkeeper_stats.csv,5a9032bf,https://fbref.com/en/matches/5a9032bf/Manchester-City-Wolverhampton-Wanderers-May-4-2024-Premier-League,2024-05-04,Premier League,Matchweek 36,Home,Wolves,W,2024-05-04_premier_league_wolves,Manchester City,Ederson,br BRA,30-261,90,1,1,0,0.0
2023-2024,Manchester City 2023 2024,2024-05-11,Premier League,Fulham,2024-05-11_premier_league_fulham_goalkeeper_stats.csv,4e211d29,https://fbref.com/en/matches/4e211d29/Fulham-Manchester-City-May-11-2024-Premier-League,2024-05-11,Premier League,Matchweek 37,Away,Fulham,W,2024-05-11_premier_league_fulham,Manchester City,Ederson,br BRA,30-268,90,1,0,1,100.0
2023-2024,Manchester City 2023 2024,2024-05-14,Premier League,Tottenham Hotspur,2024-05-14_premier_league_tottenham_hotspur_goalkeeper_stats.csv,2ba17e6d,https://fbref.com/en/matches/2ba17e6d/Tottenham-Hotspur-Manchester-City-May-14-2024-Premier-League,2024-05-14,Premier League,Matchweek 34,Away,Tottenham Hotspur,W,2024-05-14_premier_league_tottenham_hotspur,Manchester City,Ederson,br BRA,30-271,68,3,0,3,100.0
2023-2024,Manchester City 2023 2024,2024-05-14,Premier League,Tottenham Hotspur,2024-05-14_premier_league_tottenham_hotspur_goalkeeper_stats.csv,2ba17e6d,https://fbref.com/en/matches/2ba17e6d/Tottenham-Hotspur-Manchester-City-May-14-2024-Premier-League,2024-05-14,Premier League,Matchweek 34,Away,Tottenham Hotspur,W,2024-05-14_premier_league_tottenham_hotspur,Manchester City,Stefan Ortega,de GER,31-190,22,3,0,3,100.0
2023-2024,Manchester City 2023 2024,2024-05-19,Premier League,West Ham United,2024-05-19_premier_league_west_ham_united_goalkeeper_stats.csv,29335211,https://fbref.com/en/matches/29335211/Manchester-City-West-Ham-United-May-19-2024-Premier-League,2024-05-19,Premier League,Matchweek 38,Home,West Ham United,W,2024-05-19_premier_league_west_ham_united,Manchester City,Stefan Ortega,de GER,31-195,90,2,1,1,50.0
2023-2024,Manchester City 2023 2024,2024-05-25,Fa Cup,Manchester Utd,2024-05-25_fa_cup_manchester_utd_goalkeeper_stats.csv,d64f45f8,https://fbref.com/en/matches/d64f45f8/Manchester-Derby-Manchester-City-Manchester-United-May-25-2024-FA-Cup,2024-05-25,FA Cup,Final,Neutral,Manchester Utd,L,2024-05-25_fa_cup_manchester_utd,Manchester City,Stefan Ortega,de GER,31-201,90,5,2,3,60.0
