name,firstName,lastName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,sofascoreId,averageX,averageY,pointsCount,team,match
Jay Robinson,Jay Robinson,,jay-robinson,J. Robinson,F,46,328,M,1440673,"{'nameTranslation': {'ar': 'جاي روبنسون'}, 'shortNameTranslation': {'ar': 'ج. روبنسون'}}",,71.075,13.245,20,Southampton,1747566000_everton_vs_southampton
Kamaldeen Sulemana,,,kamaldeen-sulemana,K. Sulemana,F,7,8616,M,1019442,"{'nameTranslation': {'ar': 'كمال الدين سليمانا', 'bn': 'কামালউদ্দিন সুলেমানা', 'hi': 'कमालदीन सुलेमान'}, 'shortNameTranslation': {'ar': 'ك. سليمانا', 'bn': 'কে. সুলেমানা', 'hi': 'के. सुलेमान'}}",kamaldeenho10,67.234482758621,50.203448275862,29,Southampton,1747566000_everton_vs_southampton
Tyler Dibling,Tyler,Dibling,tyler-dibling,T. Dibling,M,20,2993,M,1174472,"{'nameTranslation': {'ar': 'تايلر ديبلنج', 'bn': 'টাইলার ডিবলিং', 'hi': 'टायलर डिब्लिंग'}, 'shortNameTranslation': {'ar': 'ت. ديبلنج', 'bn': 'টি. ডিবলিং', 'hi': 'टी. डिब्लिंग'}}",,49.203225806452,30.312903225806,31,Southampton,1747566000_everton_vs_southampton
Cameron Archer,,,cameron-archer,C. Archer,F,19,1001,M,993451,"{'nameTranslation': {'ar': 'كاميرون آرتشر', 'bn': 'ক্যামেরন আর্চার', 'hi': 'कैमरून आर्चर'}, 'shortNameTranslation': {'ar': 'ك. آرتشر', 'bn': 'সি. আর্চার', 'hi': 'सी. आर्चर'}}",,59.338095238095,71.595238095238,21,Southampton,1747566000_everton_vs_southampton
Nathan Wood,,,nathan-wood,N. Wood,D,15,213,M,944200,"{'nameTranslation': {'ar': 'ناثان وود'}, 'shortNameTranslation': {'ar': 'ن. وود'}}",,27.877966101695,49.042372881356,59,Southampton,1747566000_everton_vs_southampton
Aaron Ramsdale,Aaron,Ramsdale,aaron-ramsdale,A. Ramsdale,G,32,8906,M,839410,"{'nameTranslation': {'ar': 'آرون رامسديل', 'bn': 'অ্যারন রামসডেল', 'hi': 'आरोन रामस्डेल'}, 'shortNameTranslation': {'ar': 'آ. رامسديل', 'bn': 'এ. রামসডেল', 'hi': 'ए. रामस्डेल'}}",ARamsdale,12.109615384615,52.298076923077,52,Southampton,1747566000_everton_vs_southampton
James Bree,James,Bree,james-bree,J. Bree,M,14,169,M,555406,"{'nameTranslation': {'ar': 'جيمس بري', 'bn': 'জেমস ব্রি', 'hi': 'जेम्स ब्री'}, 'shortNameTranslation': {'ar': 'ج. بري', 'bn': 'জে. ব্রি', 'hi': 'जे. ब्री'}}",,55.157142857143,11.079365079365,63,Southampton,1747566000_everton_vs_southampton
Joe Aribo,,,joe-aribo,J. Aribo,M,18,1464,M,818073,"{'nameTranslation': {'ar': 'جو أريبو', 'bn': 'জো আরিবো', 'hi': 'जो एरिबो'}, 'shortNameTranslation': {'ar': 'ج. أريبو', 'bn': 'জে. আরিবো', 'hi': 'जे. एरिबो'}}",,45.353571428571,59.980357142857,56,Southampton,1747566000_everton_vs_southampton
Taylor Harwood-Bellis,Taylor,Harwood-Bellis,taylor-harwood-bellis,T. Harwood-Bellis,D,6,1771,M,980637,"{'nameTranslation': {'ar': 'تايلور هاروود-بيليس', 'bn': 'টেলর হারউড-বেলিস', 'hi': 'टेलर हारवुड-बेलिस'}, 'shortNameTranslation': {'ar': 'ت. هاروود-بيليس', 'bn': 'টি. হারউড-বেলিস', 'hi': 'टी. हारवुड-बेलिस'}}",,34.210526315789,28.509473684211,95,Southampton,1747566000_everton_vs_southampton
Welington,Welington,Welington,welington,Welington,D,34,989,M,1009920,"{'nameTranslation': {'ar': 'ويلينغتون'}, 'shortNameTranslation': {'ar': 'ويلينغتون'}}",,45.769333333333,77.636,75,Southampton,1747566000_everton_vs_southampton
Jack Stephens,Jack,Stephens,jack-stephens,J. Stephens,D,5,213,M,134361,"{'nameTranslation': {'ar': 'جاك ستيفنز', 'bn': 'জ্যাক স্টিফেনস', 'hi': 'जैक स्टीफंस'}, 'shortNameTranslation': {'ar': 'ج. ستيفنز', 'bn': 'জে. স্টিফেনস', 'hi': 'जे. स्टीफंस'}}",,38.229032258065,72.975268817204,93,Southampton,1747566000_everton_vs_southampton
