name,firstName,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,lastName,sofascoreId,averageX,averageY,pointsCount,team,match
Dean Huijsen,,dean-huijsen,D. Huijsen,D,24,173807,M,1176744,"{'nameTranslation': {'ar': 'دين هويسين', 'bn': 'ডিন হুইজসেন', 'hi': 'डीन हुइजसेन'}, 'shortNameTranslation': {'ar': 'د. هويسين', 'bn': 'ডি. হুইজসেন', 'hi': 'डी. हुइजसेन'}}",,deanhuijsen,41.141525423729,68.281355932203,118,Bournemouth,1746894600_bournemouth_vs_aston_villa
Ilya Zabarnyi,,illia-zabarnyi,I. Zabarnyi,D,6,18111,M,1023567,"{'nameTranslation': {'ar': 'إيليا زابارني', 'bn': 'ইলিয়া জাবারনি', 'hi': 'इलिया ज़बरनयी'}, 'shortNameTranslation': {'ar': 'إ. زابارني', 'bn': 'আই. জাবারনি', 'hi': 'आई. ज़बरनयी'}}",,IlliaZabarnyi,38.163636363636,34.777272727273,66,Bournemouth,1746894600_bournemouth_vs_aston_villa
Marcus Tavernier,,marcus-tavernier,M. Tavernier,M,16,2149,M,895576,"{'nameTranslation': {'ar': 'ماركوس تافيرنييه', 'bn': 'মার্কাস ট্যাভার্নিয়ার', 'hi': 'मार्कस टैवर्नियर'}, 'shortNameTranslation': {'ar': 'م. تافيرنييه', 'bn': 'এম. ট্যাভার্নিয়ার', 'hi': 'एम. टैवर्नियर'}}",,,65.598734177215,43.263291139241,79,Bournemouth,1746894600_bournemouth_vs_aston_villa
Lewis Cook,Lewis,lewis-cook,L. Cook,M,4,959,M,548188,"{'nameTranslation': {'ar': 'لويس كوك', 'bn': 'লুইস কুক', 'hi': 'लुईस कुक'}, 'shortNameTranslation': {'ar': 'ل. كوك', 'bn': 'এল. কুক', 'hi': 'एल. कुक'}}",Cook,,60.213793103448,51.375862068966,58,Bournemouth,1746894600_bournemouth_vs_aston_villa
Tyler Adams,Tyler,tyler-adams,T. Adams,M,12,3013,M,800419,"{'nameTranslation': {'ar': 'تايلر آدامز', 'bn': 'টাইলার অ্যাডামস', 'hi': 'टायलर एडम्स'}, 'shortNameTranslation': {'ar': 'ت. آدامز', 'bn': 'টি. অ্যাডামস', 'hi': 'टी. एडम्स'}}",Adams,,47.4,61.676744186047,86,Bournemouth,1746894600_bournemouth_vs_aston_villa
Antoine Semenyo,,antoine-semenyo,A. Semenyo,M,42,107340,M,934354,"{'nameTranslation': {'ar': 'أنطوان سيمينيو', 'bn': 'অ্যান্টোইন সেমেনিও', 'hi': 'एंटोनी सेमेन्यो'}, 'shortNameTranslation': {'ar': 'أ. سيمينيو', 'bn': 'এ. সেমেনিও', 'hi': 'ए. सेमेन्यो'}}",,antoinesemenyo42,64.157352941176,69.6,68,Bournemouth,1746894600_bournemouth_vs_aston_villa
John McGinn,John,john-mcginn,J. McGinn,M,7,4367,M,250223,"{'nameTranslation': {'ar': 'جون ماكجين', 'bn': 'জন ম্যাকগিন', 'hi': 'जॉन मैकगिन'}, 'shortNameTranslation': {'ar': 'ج. ماكجين', 'bn': 'জে. ম্যাকগিন', 'hi': 'जे. मैकगिन'}}",McGinn,,49.575,45.725,12,Aston Villa,1746894600_bournemouth_vs_aston_villa
Ian Maatsen,,ian-maatsen,I. Maatsen,D,22,5637,M,976263,"{'nameTranslation': {'ar': 'إيان ماتسين', 'bn': 'ইয়ান মাতসেন', 'hi': 'इयान मात्सेन'}, 'shortNameTranslation': {'ar': 'إ. ماتسين', 'bn': 'আই. মাতসেন', 'hi': 'आई. मात्सेन'}}",,maatsen_,7.05,88.6,2,Aston Villa,1746894600_bournemouth_vs_aston_villa
Marco Asensio,Marco,marco-asensio,M. Asensio,M,21,33432,M,361004,"{'nameTranslation': {'ar': 'ماركو أسينسيو', 'bn': 'মার্কো অ্যাসেনসিও', 'hi': 'मार्को असेंसियो'}, 'shortNameTranslation': {'ar': 'م. أسينسيو', 'bn': 'এম. অ্যাসেনসিও', 'hi': 'एम. असेंसियो'}}",Asensio,marcoasensio10,51.578125,60.109375,32,Aston Villa,1746894600_bournemouth_vs_aston_villa
Ollie Watkins,Ollie,ollie-watkins,O. Watkins,F,11,20854,M,555386,"{'nameTranslation': {'ar': 'أولي واتكينز', 'bn': 'অলি ওয়াটকিন্স', 'hi': 'ओली वॉटकिंस'}, 'shortNameTranslation': {'ar': 'أ. واتكينز', 'bn': 'ও. ওয়াটকিন্স', 'hi': 'ओ. वॉटकिंस'}}",Watkins,OllieWatkins,64.397058823529,52.370588235294,34,Aston Villa,1746894600_bournemouth_vs_aston_villa
Tyrone Mings,Tyrone,tyrone-mings,T. Mings,D,5,2084,M,303638,"{'nameTranslation': {'ar': 'تايرون مينغز', 'bn': 'টাইরন মিংস', 'hi': 'टाइरोन मिंग्स'}, 'shortNameTranslation': {'ar': 'ت. مينغز', 'bn': 'টি. মিংস', 'hi': 'टी. मिंग्स'}}",Mings,,29.092105263158,70.739473684211,38,Aston Villa,1746894600_bournemouth_vs_aston_villa
Ezri Konsa,,ezri-konsa,E. Konsa,D,4,3572,M,827679,"{'nameTranslation': {'ar': 'إزري كونسا', 'bn': 'ইজরি কনসা', 'hi': 'एज़री कोंसा'}, 'shortNameTranslation': {'ar': 'إ. كونسا', 'bn': 'ই. কনসা', 'hi': 'ई. कोंसा'}}",,,24.046511627907,31.202325581395,43,Aston Villa,1746894600_bournemouth_vs_aston_villa
Morgan Rogers,,morgan-rogers,M. Rogers,M,27,15039,M,948261,"{'nameTranslation': {'ar': 'مورغان روجرز', 'bn': 'মরগান রজার্স', 'hi': 'मॉर्गन रोजर्स'}, 'shortNameTranslation': {'ar': 'م. روجرز', 'bn': 'এম. রজার্স', 'hi': 'एम. रोजर्स'}}",,mrogers,48.847727272727,34.279545454545,44,Aston Villa,1746894600_bournemouth_vs_aston_villa
Lucas Digne,,lucas-digne,L. Digne,D,12,4896,M,96538,"{'nameTranslation': {'ar': 'لوكاس دينييه', 'bn': 'লুকাস ডিগনে', 'hi': 'लुकास डिग्ने'}, 'shortNameTranslation': {'ar': 'ل. دينييه', 'bn': 'এল. ডিগনে', 'hi': 'एल. डिग्ने'}}",,LDigne,44.287272727273,83.001818181818,55,Aston Villa,1746894600_bournemouth_vs_aston_villa
Boubacar Kamara,Boubacar,boubacar-kamara,B. Kamara,M,44,3503,M,826204,"{'nameTranslation': {'ar': 'بوبكر كامارا', 'bn': 'বউবকার কামারা', 'hi': 'बौबाकर कामारा'}, 'shortNameTranslation': {'ar': 'ب. كامارا', 'bn': 'বি.কামারা', 'hi': 'बी. कामारा'}}",Kamara,,43.259459459459,33.4,37,Aston Villa,1746894600_bournemouth_vs_aston_villa
Jacob Ramsey,Jacob,jacob-ramsey,J. Ramsey,M,41,3498,M,975937,"{'nameTranslation': {'ar': 'جاكوب رامزي', 'bn': 'জ্যাকব রামসে', 'hi': 'जैकब रैमसे'}, 'shortNameTranslation': {'ar': 'ج. رامزي', 'bn': 'জে. রামসে', 'hi': 'जे. रैमसे'}}",Ramsey,,52.69756097561,67.595121951219,41,Aston Villa,1746894600_bournemouth_vs_aston_villa
Pau Torres,Pau,pau-torres,P. Torres,D,14,4241,M,864169,"{'nameTranslation': {'ar': 'باو توريس', 'bn': 'পাউ টরেস', 'hi': 'पाऊ टोरेस'}, 'shortNameTranslation': {'ar': 'ب. توريس', 'bn': 'পি. টরেস', 'hi': 'पी. टोरेस'}}",Torres,pauttorres,32.616666666667,63.05,6,Aston Villa,1746894600_bournemouth_vs_aston_villa
Matty Cash,Matty,matty-cash,M. Cash,D,2,9807,M,833956,"{'nameTranslation': {'ar': 'ماتي كاش', 'bn': 'ম্যাটি ক্যাশ', 'hi': 'मैटी कैश'}, 'shortNameTranslation': {'ar': 'م. كاش', 'bn': 'এম. ক্যাশ', 'hi': 'एम. कैश'}}",Cash,mattycash622,36.195555555556,13.597777777778,45,Aston Villa,1746894600_bournemouth_vs_aston_villa
Amadou Onana,,amadou-onana,A. Onana,M,24,8056,M,923973,"{'nameTranslation': {'ar': 'أمادو أونانا', 'bn': 'আমাদৌ ওনানা', 'hi': 'अमादौ ओनाना'}, 'shortNameTranslation': {'ar': 'أ. أونانا', 'bn': 'এ. ওনানা', 'hi': 'ए. ओनाना'}}",,its_onana,40.525714285714,56.698571428571,70,Aston Villa,1746894600_bournemouth_vs_aston_villa
Emiliano Martínez,,emiliano-martinez,E. Martínez,G,23,62117,M,158263,"{'nameTranslation': {'ar': 'إيميليانو مارتينيز', 'bn': 'এমিলিয়ানো মার্টিনেজ', 'hi': 'एमिलियानो मार्टिनेज'}, 'shortNameTranslation': {'ar': 'إ. مارتينيز', 'bn': 'ই. মার্টিনেজ', 'hi': 'ई. मार्टिनेज'}}",,EmiMartínez,8.5088235294118,46.497058823529,68,Aston Villa,1746894600_bournemouth_vs_aston_villa
