name,slug,shortName,position,jerseyNumber,userCount,gender,id,fieldTranslations,firstName,lastName,sofascoreId,averageX,averageY,pointsCount,team,match
Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,3503,M,826204,"{'nameTranslation': {'ar': 'بوبكر كامارا', 'bn': 'বউবকার কামারা', 'hi': 'बौबाकर कामारा'}, 'shortNameTranslation': {'ar': 'ب. كامارا', 'bn': 'বি.কামারা', 'hi': 'बी. कामारा'}}",Boubacar,Kamara,,45.440983606557,40.2,61,Aston Villa,1745080200_aston_villa_vs_newcastle_united
Ian Maatsen,ian-maatsen,I. Maatsen,D,22,5637,M,976263,"{'nameTranslation': {'ar': 'إيان ماتسين', 'bn': 'ইয়ান মাতসেন', 'hi': 'इयान मात्सेन'}, 'shortNameTranslation': {'ar': 'إ. ماتسين', 'bn': 'আই. মাতসেন', 'hi': 'आई. मात्सेन'}}",,,maatsen_,46.528723404255,85.534042553192,94,Aston Villa,1745080200_aston_villa_vs_newcastle_united
Matt Targett,matt-targett,M. Targett,D,3,836,M,368134,"{'nameTranslation': {'ar': 'مات تارجيت', 'bn': 'ম্যাট টার্গেট', 'hi': 'मैट टार्गेट'}, 'shortNameTranslation': {'ar': 'م. تارجيت', 'bn': 'এম. টার্গেট', 'hi': 'एम. टार्गेट'}}",Matt,Targett,,51.09,87.49,10,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Alexander Isak,alexander-isak,A. Isak,F,9,106438,M,823941,"{'nameTranslation': {'ar': 'ألكسندر إيزاك', 'bn': 'আলেকজান্ডার ইসাক', 'hi': 'अलेक्जेंडर इसाक'}, 'shortNameTranslation': {'ar': 'أ. إيزاك', 'bn': 'এ. ইসাক', 'hi': 'ए. इसाक'}}",Alexander,Isak,AlexIsak,64.592,47.688,25,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Joe Willock,joe-willock,J. Willock,M,28,2842,M,888550,"{'nameTranslation': {'ar': 'جو ويلوك', 'bn': 'জো উইলক', 'hi': 'जो विलॉक'}, 'shortNameTranslation': {'ar': 'ج. ويلوك', 'bn': 'জে. উইলক', 'hi': 'जे. विलॉक'}}",Joe,Willock,,70.04,57.14,10,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Callum Wilson,callum-wilson,C. Wilson,F,9,3269,M,113956,"{'nameTranslation': {'ar': 'كالوم ويلسون', 'bn': 'ক্যালাম উইলসন', 'hi': 'कैलम विल्सन'}, 'shortNameTranslation': {'ar': 'ك. ويلسون', 'bn': 'সি. উইলসন', 'hi': 'सी. विल्सन'}}",Callum,Wilson,,62.1375,40.7,8,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Emil Krafth,emil-krafth,E. Krafth,D,17,1050,M,150396,"{'nameTranslation': {'ar': 'إميل كرافث', 'bn': 'এমিল ক্রাফট', 'hi': 'एमिल क्राफ्ट'}, 'shortNameTranslation': {'ar': 'إ. كرافث', 'bn': 'ই. ক্রাফট', 'hi': 'ई. क्राफ्ट'}}",Emil,Krafth,,37.476470588235,18.888235294118,17,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Anthony Gordon,anthony-gordon,A. Gordon,F,10,25866,M,914902,"{'nameTranslation': {'ar': 'غوردون، أنتوني', 'bn': 'গর্ডন, অ্যান্টনি', 'hi': 'गॉर्डन, एंथनी'}, 'shortNameTranslation': {'ar': 'أ. غوردون', 'bn': 'এ. গর্ডন', 'hi': 'ए. गॉर्डन'}}",Anthony,Gordon,AGordon,65.242105263158,83.652631578947,19,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Nick Pope,nick-pope,N. Pope,G,1,4881,M,162653,"{'nameTranslation': {'ar': 'نيك بوب', 'bn': 'নিক পোপ', 'hi': 'निक पोप'}, 'shortNameTranslation': {'ar': 'ن. بوب', 'bn': 'এন. পোপ', 'hi': 'एन. पोप'}}",Nick,Pope,npope29,8.4530612244898,47.873469387755,49,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Jacob Murphy,jacob-murphy,J. Murphy,F,23,3692,M,372336,"{'nameTranslation': {'ar': 'جاكوب مورفي', 'bn': 'জ্যাকব মারফি', 'hi': 'जैकब मर्फी'}, 'shortNameTranslation': {'ar': 'ج. مورفي', 'bn': 'জে. মারফি', 'hi': 'जे. मर्फी'}}",Jacob,Murphy,,61.023913043478,18.586956521739,46,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Harvey Barnes,harvey-barnes,H. Barnes,F,11,6360,M,855647,"{'nameTranslation': {'ar': 'هارفي بارنز', 'bn': 'হার্ভে বার্নস', 'hi': 'हार्वे बार्न्स'}, 'shortNameTranslation': {'ar': 'ه. بارنز', 'bn': 'এইচ. বার্নস', 'hi': 'एच. बार्न्स'}}",Harvey,Barnes,,58.963414634146,61.30243902439,41,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Kieran Trippier,kieran-trippier,K. Trippier,D,2,8336,M,69256,"{'nameTranslation': {'ar': 'كيران تريبيير', 'bn': 'কাইরান ট্রিপিয়ার', 'hi': 'किरन ट्रिप्पियर'}, 'shortNameTranslation': {'ar': 'ك. تريبيير', 'bn': 'কে. ট্রিপিয়ার', 'hi': 'के.ट्रिप्पियर'}}",,,ktrippier2,48.896103896104,23.074025974026,77,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Dan Burn,dan-burn,D. Burn,D,33,4768,M,99090,"{'nameTranslation': {'ar': 'دان بيرن', 'bn': 'ড্যান বার্ন', 'hi': 'डैन बर्न'}, 'shortNameTranslation': {'ar': 'د. بيرن', 'bn': 'ডি বার্ন', 'hi': 'डी. बर्न'}}",,,,39.758666666667,70.798666666667,75,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Bruno Guimarães,bruno-guimaraes,B. Guimarães,M,39,35511,M,866469,"{'nameTranslation': {'ar': 'برونو غيماريش', 'bn': 'ব্রুনো গুইমারেস', 'hi': 'ब्रूनो गीमरेस'}, 'shortNameTranslation': {'ar': 'ب. غيمارايش', 'bn': 'বি. গুইমারেস', 'hi': 'बी. गीमरेस'}}",,,BrunoGuimarães,54.825641025641,36.466666666667,78,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Tino Livramento,tino-livramento,T. Livramento,D,21,5193,M,980634,"{'nameTranslation': {'ar': 'تينو ليفرامينتو', 'bn': 'ভ্যালেন্টিনো লিভরামেন্টো', 'hi': 'वैलेंटिनो लिवरामेंटो'}, 'shortNameTranslation': {'ar': 'ت. ليفرامينتو', 'bn': 'ভি. লিভরামেন্টো', 'hi': 'वी. लिवरामेंटो'}}",Tino,Livramento,,55.13606557377,73.316393442623,61,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Sandro Tonali,sandro-tonali,S. Tonali,M,8,16086,M,892673,"{'nameTranslation': {'ar': 'ساندرو تونالي', 'bn': 'সান্দ্রো টোনালি', 'hi': 'सैंड्रो टोनाली'}, 'shortNameTranslation': {'ar': 'س. تونالي', 'bn': 'এস. টোনালি', 'hi': 'एस. टोनाली'}}",,,sandrotonali,48.241025641026,47.616666666667,78,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Fabian Schär,fabian-schar,F. Schär,D,5,3122,M,101882,"{'nameTranslation': {'ar': 'فابيان شير', 'bn': 'ফ্যাবিয়ান শার', 'hi': 'फेबियन शार'}, 'shortNameTranslation': {'ar': 'ف. شير', 'bn': 'এফ. শার', 'hi': 'एफ. शार'}}",,,,29.17037037037,36.383333333333,54,Newcastle United,1745080200_aston_villa_vs_newcastle_united
Joelinton,joelinton,Joelinton,M,7,11179,M,560128,"{'nameTranslation': {'ar': 'جويلينتون', 'bn': 'জোলিন্টন', 'hi': 'जोलिंटन'}, 'shortNameTranslation': {'ar': 'جولينتون', 'bn': 'জোলিন্টন', 'hi': 'जोएलिंटन'}}",Joelinton Cassio,Joelinton,joelinton34,54.805797101449,48.113043478261,69,Newcastle United,1745080200_aston_villa_vs_newcastle_united
