name,slug,shortName,position,jerseyNumber,userCount,gender,sofascoreId,id,fieldTranslations,firstName,lastName,averageX,averageY,pointsCount,team,match
James Tarkowski,james-tarkovsky,J. Tarkowski,D,6,2729,M,,145188,"{'nameTranslation': {'ar': 'جيمس تاركوفسكي', 'bn': 'জেমস তারকোভস্কি', 'hi': 'जेम्स टार्कोव्स्की'}, 'shortNameTranslation': {'ar': 'ج. تاركوفسكي', 'bn': 'জে. তারকোভস্কি', 'hi': 'जे. टार्कोव्स्की'}}",James,Tarkowski,39.502325581395,34.541860465116,43,Everton,1745071200_everton_vs_manchester_city
Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,4355,M,mikola_16,876643,"{'nameTranslation': {'ar': 'فيتالي ميكولينكو', 'bn': 'ভিটালি মাইকোলেনকো', 'hi': 'विटाली मायकोलेंको'}, 'shortNameTranslation': {'ar': 'ف. ميكولينكو', 'bn': 'ভি. মাইকোলেনকো', 'hi': 'वी. मायकोलेंको'}}",Vitaliy,Mykolenko,45.384210526316,82.219298245614,57,Everton,1745071200_everton_vs_manchester_city
Jake O'Brien,jake-obrien,J. O'Brien,D,15,1648,M,,998253,"{'nameTranslation': {'ar': 'جايك أوبراين', 'bn': ""জ্যাক ও'ব্রায়েন"", 'hi': ""जेक ओ'ब्रायन""}, 'shortNameTranslation': {'ar': 'ج. أوبراين', 'bn': ""জে. ও'ব্রায়েন"", 'hi': ""जे. ओ'ब्रायन""}}",Jake,O'Brien,35.561538461538,13.575,52,Everton,1745071200_everton_vs_manchester_city
Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,1263,M,,96535,"{'nameTranslation': {'ar': 'عبد الله دوكوري', 'bn': 'আবদুলায়ে ডকোরে', 'hi': 'अब्दुलाये डौकोरे'}, 'shortNameTranslation': {'ar': 'ع. دوكوري', 'bn': 'এ. ডকোরে', 'hi': 'ए. डौकोरे'}}",,,61.86,45.646,50,Everton,1745071200_everton_vs_manchester_city
Jordan Pickford,jordan-pickford,J. Pickford,G,1,8292,M,jpickford1,138530,"{'nameTranslation': {'ar': 'جوردان بيكفورد', 'bn': 'জর্ডান পিকফোর্ড', 'hi': 'जॉर्डन पिकफोर्ड'}, 'shortNameTranslation': {'ar': 'ج. بيكفورد', 'bn': 'জে.পিকফোর্ড', 'hi': 'जे. पिकफोर्ड'}}",Jordan,Pickford,12.182894736842,52.643421052632,76,Everton,1745071200_everton_vs_manchester_city
Jack Harrison,jack-harrison,J. Harrison,F,17,1283,M,,829570,"{'nameTranslation': {'ar': 'جاك هاريسون', 'bn': 'জ্যাক হ্যারিসন', 'hi': 'जैक हैरिसन'}, 'shortNameTranslation': {'ar': 'ج. هاريسون', 'bn': 'জে. হ্যারিসন', 'hi': 'जे. हैरिसन'}}",Jack,Harrison,62.123728813559,15.452542372881,59,Everton,1745071200_everton_vs_manchester_city
Jérémy Doku,jeremy-doku,J. Doku,M,11,81567,M,Dokss,934386,"{'nameTranslation': {'ar': 'جيريمي دوكو', 'bn': 'জেরেমি ডকু', 'hi': 'जेरेमी डोकू'}, 'shortNameTranslation': {'ar': 'ج. دوكو', 'bn': 'জে. ডকু', 'hi': 'जे. डोकू'}}",Jeremy,Doku,76.595833333333,83.25,24,Manchester City,1745071200_everton_vs_manchester_city
Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,35022,M,Kova8,136710,"{'nameTranslation': {'ar': 'ماتيو كوفاتشيتش', 'bn': 'মাতেও কোভাসিক', 'hi': 'माटेओ कोवासिक'}, 'shortNameTranslation': {'ar': 'م. كوفاتشيتش', 'bn': 'এম. কোভাসিচ', 'hi': 'एम. कोवासिक'}}",,,56.914814814815,61.57037037037,27,Manchester City,1745071200_everton_vs_manchester_city
Manuel Akanji,manuel-akanji,M. Akanji,D,25,29215,M,manuel_akanji,383560,"{'nameTranslation': {'ar': 'مانويل أكانجي', 'bn': 'ম্যানুয়েল আকানজি', 'hi': 'मैनुअल अकांजी'}, 'shortNameTranslation': {'ar': 'م. أكانجي', 'bn': 'এম. আকানজি', 'hi': 'एम. अकांजी'}}",Manuel,Akanji,65.6,44.0875,8,Manchester City,1745071200_everton_vs_manchester_city
Savinho,savio,Savinho,M,26,52877,M,Savinho,1046795,"{'nameTranslation': {'ar': 'سافيو', 'bn': 'স্যাভিও', 'hi': 'सैवियो'}, 'shortNameTranslation': {'ar': 'سافيو', 'bn': 'স্যাভিও', 'hi': 'सैवियो'}}",,,60.782352941176,75.313725490196,51,Manchester City,1745071200_everton_vs_manchester_city
Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,52976,M,JGvardiol,964994,"{'nameTranslation': {'ar': 'يوشكو غفارديول', 'bn': 'জোসকো গোওয়ারদিওল', 'hi': 'जोस्को ग्वार्डिओल'}, 'shortNameTranslation': {'ar': 'ي. غفارديول', 'bn': 'জে. গোওয়ারদিওল', 'hi': 'जे. ग्वार्डिओल'}}",Josko,Gvardiol,38.867961165049,69.847572815534,103,Manchester City,1745071200_everton_vs_manchester_city
Rúben Dias,ruben-dias,R. Dias,D,3,42234,M,RúbenD,318941,"{'nameTranslation': {'ar': 'روبن دياز', 'bn': 'রুবেন ডায়াস', 'hi': 'रुबेन डियास'}, 'shortNameTranslation': {'ar': 'ر. دياز', 'bn': 'আর. ডায়াস', 'hi': 'आर. डियास'}}",,,37.796350364964,35.249635036496,137,Manchester City,1745071200_everton_vs_manchester_city
Omar Marmoush,omar-marmoush,O. Marmoush,F,7,208792,M,OMarmoush,873554,"{'nameTranslation': {'ar': 'عمر مرموش', 'bn': 'ওমর মারমাউস', 'hi': 'उमर मार्मौश'}, 'shortNameTranslation': {'ar': 'ع. مرموش', 'bn': 'ও. মারমাউস', 'hi': 'ओ. मार्मौश'}}",Omar,Marmoush,70.642222222222,62.608888888889,45,Manchester City,1745071200_everton_vs_manchester_city
Bernardo Silva,bernardo-silva,B. Silva,M,20,64470,M,BSilva,331209,"{'nameTranslation': {'ar': 'بيرناردو سيلفا', 'bn': 'বার্নার্ডো সিলভা', 'hi': 'बर्नार्डो सिल्वा'}, 'shortNameTranslation': {'ar': 'ب. سيلفا', 'bn': 'বি. সিলভা', 'hi': 'बी. सिल्वा'}}",Bernardo,Silva,59.157692307692,13.791025641026,78,Manchester City,1745071200_everton_vs_manchester_city
Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,317589,M,KDB,70996,"{'nameTranslation': {'ar': 'كيفن دي بروين', 'bn': 'কেভিন ডি ব্রুইন', 'hi': 'केविन डी ब्रूने'}, 'shortNameTranslation': {'ar': 'ك. دي بروين', 'bn': 'কে. ডি ব্রুইন', 'hi': 'के. डी ब्रूने'}}",,,67.693939393939,40.972727272727,66,Manchester City,1745071200_everton_vs_manchester_city
Stefan Ortega,stefan-ortega,S. Ortega,G,27,11721,M,stefan.ortega1,125274,"{'nameTranslation': {'ar': 'ستيفان أورتيغا', 'bn': 'স্টেফান ওর্তেগা', 'hi': 'स्टीफन ऑर्टेगा'}, 'shortNameTranslation': {'ar': 'س. أورتيغا', 'bn': 'এস. ওর্তেগা', 'hi': 'एस. ऑर्टेगा'}}",Stefan,Ortega,9.4653846153846,50.603846153846,52,Manchester City,1745071200_everton_vs_manchester_city
Nico González,nico-gonzalez,N. González,M,14,21308,M,nico14,954056,"{'nameTranslation': {'ar': 'نيكولاس غونزاليس', 'bn': 'নিকোলাস গঞ্জালেজ', 'hi': 'निकोलस गोंजालेज'}, 'shortNameTranslation': {'ar': 'ن. غونزاليس', 'bn': 'এন. গঞ্জালেজ', 'hi': 'एन. गोंजालेज'}}",Nicolas,Gonzalez,50.901123595506,47.693258426966,89,Manchester City,1745071200_everton_vs_manchester_city
İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,49901,M,IGunny,45853,"{'nameTranslation': {'ar': 'إلكاي غوندوغان', 'bn': 'ইল্কে গুন্ডোগান', 'hi': 'इल्के गुंडोगन'}, 'shortNameTranslation': {'ar': 'إ. غوندوغان', 'bn': 'আই. গুন্ডোগান', 'hi': 'आई. गुंडोगन'}}",,,54.938,58.308,100,Manchester City,1745071200_everton_vs_manchester_city
Matheus Nunes,matheus-nunes,M. Nunes,D,27,21517,M,matheusnunes,945122,"{'nameTranslation': {'ar': 'ماثيوس نونيز', 'bn': 'ম্যাথিউস নুনেস', 'hi': 'मैथियस नून्स'}, 'shortNameTranslation': {'ar': 'م. نونيز', 'bn': 'এম. নুনেস', 'hi': 'एम. नून्स'}}",Matheus,Nunes,50.70380952381,25.082857142857,105,Manchester City,1745071200_everton_vs_manchester_city
Nico O'Reilly,nico-o-reilly,N. O’Reilly,D,33,31189,M,,1142703,"{'nameTranslation': {'ar': 'نيكو أوريلي', 'bn': ""নিকো ও'রেইলি"", 'hi': ""निको ओ'रेली""}, 'shortNameTranslation': {'ar': 'ن. أوريلي', 'bn': ""এন. ও'রেইলি"", 'hi': ""एन. ओ'रेली""}}",Nico,O’Reilly,49.694047619048,83.477380952381,84,Manchester City,1745071200_everton_vs_manchester_city
